topic,quote,text,times,users
Family&Relationships,," Если не доверять и постоянно в чем то подозревать, то и смысла в таких отношениях не вижу. Я стараюсь доверять, ну а если что-то замечу, наверное попытаюсь проверить )) А что касается расставаться или нет, то это сложный вопрос.. Если измена единична и случайна, человек раскаивается, то может и прощу, а систематические точно терпеть не буду.",,
Family&Relationships,," Конечно же я стараюсь доверять своему супругу. Но, вы же сами понимаете, что полностью доверять даже самому себе нельзя. А те, кто говорят, что полностью доверяют либо просто обманывают себя, либо очень наивны. Если человек любит другого по настоящему, то понятное дело, он будет переживать за подобное.",,
Family&Relationships,," Полностью с вами согласна по поводу полного доверия. Ну никогда такого не может быть. Как можно доверять полностью, когда в жизни случаются такие повороты судьбы, что закачаешься!",,
Family&Relationships,," Я ревнивая и в этом моя беда. Не знаю смогла бы простить измену или нет. Но мне кажется, что тошно было бы всю жизнь, если бы соединила жизнь с изменившим мне человеком. Лучше наверное сразу уходить и все.",,
Family&Relationships,," Измену не смогла бы простить. Один раз такое уже было с моим первым парнем. Он изменил, я якобы простила, а потом поняла, что я только сделала вид, что простила. Внутри осталась боль и чувство гадливости. Все равно я его бросила.",,
Family&Relationships,," Я никаких проверок не устраиваю, всецело доверяю своему мужу. Но если когда-нибудь узнаю об его измене, соберу вещи и уйду от него и простить не смогу это точно.",,
Family&Relationships,," А есть куда уходить? Очень часто бывает так, что и простить не можешь и уйти тоже некуда. У меня очень много знакомых и друзей, кто взял ипотеку и живет в квартире, за которую еще 1 лет выплачивать кредит. А то и все 15-2.",,
Family&Relationships,," Мы с мужем за доверие! И еще - мы не держим в себе, стараемся говорить друг с другом, озвучивать свои тревоги. Помогает))",,
Family&Relationships,, Я считаю что так и должно быть!,,
Family&Relationships,, И правильно сделала.,,
Family&Relationships,," Доверяла я своему мужу и верила...а потом узнала,что изменил. Простила,но не забыла. Обидно до сих пор,упрекаю его иногда,когда взбесит. Но я люблю его,ни только как мужчину но и как друга и человека,который всегда меня поддерживает и любит,которого я порой не понимаю. Простила бы еще раз?нет,не прощу,не смотря на то что у нас появился замечательный малыш...потому что это было бы предательство не только меня,но и сына,ну и конечно это было бы пи...дец какая наглость",,
Family&Relationships,," Мне муж изменял 5 раз, с женщиной от которой я же его и увела. Решила отомстить негодяю, живу с ним 2 года, родила красавицу дочку, сама стройняха и красотка,и при любом удобном случае ем его мозги чайной ложечкой, напоминая, что наша встреча была ошибкой и он подлец. Мучается, бедненький, но уходить почему то не торопится. В общем, измена измене рознь и ситуации разные, а вообще они от этого кайф ловят, видимо, от осознания какого то превосходства ""вот какой я хитренький, всех обманул, свое получил и ни чего мне за это не будет"". Так что, выходите замуж, безнаказанным не должен остаться ни один мужик)))",,
Family&Relationships,," доверяй, но проверяй! Но этот червячок, который селится в вашей голове вместе с ревностью, может испортить всю вашу жизнь",,
Family&Relationships,," Я уверенна,что мой парень мне не изменяет.Я конечно человек ревнивый,но всегда могу сказать свои подозрения,а он свои мне.",,
