topic,text,times,users,quote
Job,"Вы же уволились из-за коллектива. Освоитесь и будет работа в удовольствие с людьми, с которыми комфортнее"," 12 апреля, 22:23 ", Гость ,
Job,"люблю читать как людям нравится их работа. реально приятно. втянетесь, не переживайте. на недовольство людей не обращайте внимания. повторяйте себе что все временно"," 13 апреля, 11:02 ", Гость ,
Job,"История такова ,сижу я со своей коллегой ,как она начала рассказывать за нашего главного тренера ,в негативном ключе ,как та ей что то не так сказала или ответила и ей это не понравилось,я не стала обсуждать это все ,просто выслушала ее историю и все .Так она начала за меня говорить ,вот мол этот старший тренер и мне про тебя говорила и не раз ,что ей не нравится ,то что ты занимаешься с одним из детей .Я ей ответила на это ,что у меня другая информация и мне в лицо это никто не говорил ,так она начала Я клянусь тебе что она мне говорила так про тебя 😂😂😂я ей говорю,ты вообще рассказывала другую историю ,при чем тут я сейчас.Вот нафига так делать ?она играет на моих эмоциях ?точнее провоцирует на эмоции ?или как ? #работа"," 12 апреля, 21:34 ", Автор ,
Job,"Повторяется бабец! врёт, значит."," 13 апреля, 10:07 ", Василий ,
Job,"История такова ,сижу я со своей коллегой ,как она начала рассказывать за нашего главного тренера ,в негативном ключе ,как та ей что то не так сказала или ответила и ей это не понравилось,я не стала обсуждать это все ,просто выслушала ее историю и все .Так она начала за меня говорить ,вот мол этот старший тренер и мне про тебя говорила и не раз ,что ей не нравится ,то что ты занимаешься с одним из детей .Я ей ответила на это ,что у меня другая информация и мне в лицо это никто не говорил ,так она начала Я клянусь тебе что она мне говорила так про тебя 😂😂😂я ей говорю,ты вообще рассказывала другую историю ,при чем тут я сейчас.Вот нафига так делать ?она играет на моих эмоциях ?точнее провоцирует на эмоции ?или как ? #работа"," 12 апреля, 20:13 ", Автор ,
Job,"Ты изначально сманипулировала не выдав реакцию. Чтоб вызвать у коллеги беспокойство, вывести ее из равновесия"," 12 апреля, 20:42 ", Гость ,
Job,"Больше на зависть похоже,хочет на эмоции вывести,главное не показывать виду что задело и вообще *** класть на таких"," 12 апреля, 21:00 ", Ulia ,
Job,Опять врёт. Несколько раз одно и тоже пишет.," 13 апреля, 10:07 ", Василий ,
Job,У меня в офисе приемущественно молодые девушки курят ароматические электронные сигареты прямо за рабочими местами. А у вас как обстоят с этим дела? Как к этому относитесь?," 12 апреля, 19:44 ", Автор ,
Job,"Да мы курим прямо на рабочем месте, не отходя от рабочего стола, так даже удобнее Курят люди чтобы выйти и пообщаться с кем-то"," 12 апреля, 19:53 ", Гость ,
Job,"Нет.Курят люди чтобы выйти и пожаловаться всем, на свою тяжелую работу и надоедливых коллег сидящих рядом:)"," 12 апреля, 20:04 ", Гость ,"Да мы курим прямо на рабочем месте, не отходя от рабочего стола, так даже удобнее Курят люди чтобы выйти и пообщаться с кем-то"
Job,Не представляю такого. А что электронные сигареты совсем не воняют или у вас там все до одного курят и никому не мешает?," 12 апреля, 20:04 ", Гость ,
Job,Пахнут всякими ароматами. Две девушки у нас курят. Видимо нет.," 12 апреля, 20:08 ", Автор ,Не представляю такого. А что электронные сигареты совсем не воняют или у вас там все до одного курят и никому не мешает?
Job,"Т.е. сигаретами, дымом вообще не пахнет?"," 12 апреля, 20:13 ", Гость ,Пахнут всякими ароматами. Две девушки у нас курят. Видимо нет.
Job,"На этот раз речь пойдёт не о женщинах, а о старше поколении, которое в массе своей утверждает ""труд облагораживает, труд из обезьяны сделал человека, мы всю жизнь работали и ты будешь работать"" и тп.Как вы считаете, нормальные, адекватные родители станут обрекать собственного ребёнка на пожизненное рабство? (речь как о мужчинах, так и о женщинах)."," 12 апреля, 18:33 ", Мд-шник. ,
Job,"я росла , зная что маме и папе интересно работатьони любили свою работукогда я решила поступать на странную специальность библиотекарь- библиограф, не денежную совсем, а тогда в разы менее денежную чем сейчас, слова не сказали. Интересно - иди.Про труд и обезьяну ничего не говорили..."," 12 апреля, 18:43 ", Захария ,
Job,Так а что ты будешь жить если не будешь работать ? Деньги с неба не падают их зарабатывают если ты настолько тупой и не знаешь этого . Ты хотя бы школу для начала закончи *** .," 12 апреля, 18:43 ", Автор ,
Job,"Работать должны деньги, а не люди !"," 12 апреля, 18:45 ", Мяу ,
Job,Согласны.," 12 апреля, 18:46 ", Гость ,
Job,"У нас не учат обращаться с деньгами,инвестировать .. а человек сам приходит к этому в 30+ и то ,2% из 100 ..Остальные бояться и мысли ,об увольнении дворником ,потому что он ""ничего лусге не найдет"" .. срах,эмоции ,люди - якоря(у тебя непооучится ,ты же тупой и тд ) все это управляет человеком и определяет ,есть у него свое ""я"" и стержень ..или нет .."," 12 апреля, 18:48 ", Мяу ,
Job,"Пришла я на работу на график 2/2 с 12 часовым рабочим днём, так работал весь наш отдел. По итогу в течение нескольких месяцев всех сотрудников перевели на 9 часовой рабочий день, только у меня осталась 12 часовая смена. Оплата у нас вообще почасовая, но как я понимаю, зарплата у них осталась такая же как была за 12 часов, то есть час работы стал дороже.Был у нас все время групповой чат, где обсуждались все рабочие вопросы.Теперь я узнаю, что несколько месяцев назад был создан новый чат, куда меня не добавили. Как пример: нам второй месяц задерживают зарплату, о том что зарплата будет завтра я узнаю случайно от коллег, которые в том чате состоят.Начальник вообще человек своеобразный (например, уволил нескольких сотрудников, просто позвонивим и сказав что завтра на работу можно не приходить).Работа мне в целом не нравиться, прям через силу сюда хожу, просто сейчас других вариантов нету. Но все равно чувство несправедливости присутствует. Не могу понять, почему может быть такое отношение и что с этим делать?"," 12 апреля, 16:53 ", Автор ,
Job,"Молчи, начинай "" дружить"" с коллегами, умно подлизывай начальнику и ищи другую работу. Можно поинтриговать, но для этого надо хорошо всех и все знать, так что не стоит пока."," 12 апреля, 17:02 ", Гость ,
Job,"А что начальник говорит, вы с ним-то обсуждали?"," 12 апреля, 17:32 ", Гость ,
Job,"Что делать? Пока не уволили искать спокойно и не торопясь другую работу. Которая интереснее, доходнее, график удобнее."," 12 апреля, 17:42 ", 🦔 ,
Job,"Не совсем понятно в чем смысл начинать ""дружить"" и ""подлизывать начальнику""?"," 12 апреля, 18:25 ", Гость ,"Молчи, начинай "" дружить"" с коллегами, умно подлизывай начальнику и ищи другую работу. Можно поинтриговать, но для этого надо хорошо всех и все знать, так что не стоит пока."
Job,"я никогда не молчу и все высказываю, первый раз когда высказывалась-обиделись. сейчас прислушиваются. не молчите! только вежливо, но серьезно говорите."," 12 апреля, 22:11 ", Гость ,
Job,"Работаю в офисе, одни бабы. Комната маленькая. Постоянно стучу ногами или руками, уже всех довела. Что делать ? Не могу с собой бороться …"," 12 апреля, 15:45 ", Автор ,
Job,А работать начать?," 12 апреля, 16:05 ", Гость ,
Job,"Попробуйте еще колпачком от ручки щелкать, они вообще взорвутся)"," 12 апреля, 16:07 ", Гость ,
Job,"можете, просто ищете отмазки"," 12 апреля, 16:07 ", Deranker ,
Job,ты нервная что ль?," 12 апреля, 16:12 ", Гость ,
Job,Думаю в последнее время начала стрессовать. Думаю на этом фоне," 12 апреля, 16:45 ", Гость ,ты нервная что ль?
Job,"Была на практике от институте в полиции. Особо такого сверх сложного не давали. Помогала возить бумажки следователю . Пыталась устроиться два раза в отдел кадров в полицию. Провалила тест у психолога, просто не успевала отвечать на вопросы в тесте и меня отправили домой. Я тогда последние деньги отдала за мед осмотр . И мне конечно не вернули . Просто интересно расследовать преступления , копаться в бумагах. Не знаю возьмут ли рядовым сотрудником Аля-младший лейтенант какой-то или поменьше что-то. Все равно не замужем , детей нет."," 12 апреля, 15:44 ", Автор ,
Job,"никем - для этого не образование, а блат иметь надо"," 12 апреля, 16:02 ", Гость ,
Job,"ого младшой уже рядовой сотрудник, вот это вы загнули"," 12 апреля, 16:05 ", Deranker ,
Job,"Тебе дадут свисток и отправят на перекрёсток движение регулировать, а по вечерам в порядке общественной нагрузки и самодисциплины будешь навещать неблагополучные семьи алкоголиков."," 12 апреля, 16:19 ", Гость ,
Job,"Тебя даже в отдел кадров не взяли бумажки перебирать, а мечтаешь о лейтенанте?"," 12 апреля, 16:34 ", Гость ,
Job,"Нужен блат. Нужны свободные штатные единицы. Ваше образование значения не имеет. Пока. Могут взять рядовым в патрульно-постовую службу. Там места бывают чаще. Через несколько лет можно будет попробовать переаттестоваться на офицерскую должность, тогда и звание офицерское присвоят.... НО! Если не будет конфликтов с начальством."," 12 апреля, 19:18 ", Василий ,
Job,"Если да, то как?"," 12 апреля, 14:38 ", Автор ,
Job,"нетНо если бы хотела, то можно и соврать, где, кем работаешьмногое не проверяемо))"," 12 апреля, 14:56 ", Захария ,
Job,Зачем?," 12 апреля, 14:57 ", 🌱🌊Elle🌬️🔥 ,
Job,"А зачем? ну если, конечно, вы не ш л ю ха или наркокурьер"," 12 апреля, 14:57 ", Гость ,
Job,Доход скрываю. Чтобы спали спокойнее.," 12 апреля, 14:59 ", Гость ,
Job,Чтобы не завидовали.," 12 апреля, 15:05 ", Гость ,"А зачем? ну если, конечно, вы не ш л ю ха или наркокурьер"
Job,"Работаю почти год помощником главбуха на 0,5 ставки и учусь заочно в институте. Начальник - ИПэшка ведет бухгалтерию организаций удаленно. Моя работа в офисе. Зарплата МРОТ, точнее половина мрота т.к. ставка неполная. В начале устроилась и думала что будет какое-то развитие, на собеседовании обсуждали что возможен рост (брать фирмы на ведение). Спустя 4 месяца трудоустройства выделили мне пару фирм, с которых прибавка к зп 1,5 тыс. и все дальше застой. Не знаю что делать дальше. Уже устаю собирать эти крошки после начальства, хочу больше зарабатывать и развиваться. Чувствую себя подавленно т.к. понимаю что никакого развития не предвидится. Что делать дальше?(#работа #маленькаязарплата #карьерныйрост #бухгалтерия"," 12 апреля, 14:28 ", Бух ,
Job,ну затребуйте с них ставку или грозите увольнением," 12 апреля, 14:36 ", Гость ,
Job,"А зачем, уже появились онлайн бухгалтера, полностью программное обеспечение. Нейросеть ведёт бухучёт. Идёт замещение человека. Сегодня! Сейчас!"," 12 апреля, 14:44 ", Гость ,
Job,"пойти nahuyсейчас этих бухгалтеров как грязи,работ примитивная, вводить в формулярчики цифры, что может быть тупееи вообще таких как-ты очень легко заменить искусственным интеллектомтак что учись жить всю жизнь на пособие"," 12 апреля, 14:45 ", Гость ,
Job,Мрот в рот.," 12 апреля, 14:45 ", Гость ,
Job,Ненавижу сельдерей.," 12 апреля, 14:48 ", Сырёжа ,
Job,"Завтра будет собеседование. Со мной сразу связалась эйчар, только пишет в ватс ап. Попросила принести Снилс и паспорт. Я спрашиваю для чего вам мой Снилс, мы же только садимся за стол переговоров . Она сказала для анкеты .Я ее спросила что за анкета ? Она проигнорировала сообщение. Компания розничная сеть. Главный магазин для детей находится на Лубянке . Но у меня брали документы только к оформлению на работу. Никак не раньше. Что-то мне кажется тут не чисто ."," 12 апреля, 13:38 ", Автор ,
Job,"сначала она на твои документы возьмёт десяток кредитов, потом подпишет сотню уголовно наказуемых бумажек, а в итоге напишет согласие на вырезание почки. Они всегда так делают"," 12 апреля, 14:25 ", Гость ,
Job,Может это агентство по подбору персонала? Соберут данные и внесут в базу.," 12 апреля, 14:42 ", Гость ,
Job,"Впишете в анкету данные паспорта и снилс, копии делать не разрешайте, если так боитесь ."," 12 апреля, 14:48 ", Жужа ,
Job,"Я на пикабу читала, некоторые, да, берут личные данные, потом могут и продать, у кого-то они просто так валяются"," 12 апреля, 14:54 ", Гость ,
Job,"Опыта работы нет вообще, высшее образование, квалификация потеряна, хочу пройти курсы. Реально ли?"," 12 апреля, 13:32 ", Автор ,
Job,"О! А я уж по тебе почти соскучился. Непорядок! про удалённую работу традиционно спросили, а ты со своей темой подзадержался"," 12 апреля, 14:23 ", Гость ,
Job,"Конечно реально, если мозги в этом направлении лежат. Но айти оооочень большая сфера. И 1С стажёр и админ серверов в Центробанке это все айти, но с совершенно разными квалификациями и требованиями. Так что определяйте направление и вперёд. Но курсы очень хорошо проверяйте. Очень много бесполезного и просто нае...ов."," 12 апреля, 14:27 ", Гость ,
Job,"ага. первый стандартный ответ есть. В тему приглашается автор ""ты опоздал, айти умерло"""," 12 апреля, 14:30 ", Гость ,"Конечно реально, если мозги в этом направлении лежат. Но айти оооочень большая сфера. И 1С стажёр и админ серверов в Центробанке это все айти, но с совершенно разными квалификациями и требованиями. Так что определяйте направление и вперёд. Но курсы очень хорошо проверяйте. Очень много бесполезного и просто нае...ов."
Job,"курсы - реально, конечно, там нет ограничений, найти работу тоже можно попробовать"," 12 апреля, 14:35 ", Гость ,
Job,А в 37 со свободнім инглишем?," 12 апреля, 14:37 ", Никто ,
Job,"История стара,но как вести себя я не знаю. Работаем в компании уже 3 года. Вместе поднимали новый отдел,выстраивали его, очень много сил вложили. Всегда были на доверительных отношениях,ни разу друг друга не подставляли. Вся компания знала об этом. Проходит год,и так случается,что необходимо, чтобы кто то стал руководителем над этим отделом. Я отказалась. Потому что я знаю,какая это ответственность,меня вполне устраивало мое положение и зарплата. В итоге встала она. Где то года полтора было всё гладко. Я придерживалась субординации, потому что понимала,что работа это одно,а дружба дружбой. Далее начались сложности. Сразу скажу,что отдел делает вполне хорошие результаты,и по шапке сверху она не получает. Наоборот,как я поняла,она стала спать с начальством выше. Ну и вот ,спустя время,начались придирки. Такие вопросы,иногда тупые,на которые она сама же потом отвечает. При чем придирки идут только по отношению ко мне. У меня есть коллега, которую поставили на ту же должность,что и я (правила компании,не менее двух человек),я ее обучила,она уже вполне хорошо ,спустя год разбирается в данной должности,но докапывается она до сих пор до меня. Я должна отвечать за работу моей коллеги. И когда я даю отпор,что она вполне можете объясниться сама,то мне поступают вопросы по типу ,а чо ты такая злая,почему негативишь и т.д. И каждый раз одно и тоже, только более часто происходят какие то провокационные моменты. Как мне поступить? Что делать? Она прекрасно понимает,что я ни куда не денусь, потому что зарплата нормальная,да и у меня кредиты на ремонт. Может она этим манипулирует, только зачем непонятно? Естественно,как то проводить время вместе я стала реже. Потому что нет особого желания этого делать. Посоветуйте пожалуйста."," 12 апреля, 14:18 ", юлия ,
Job,в бабском коллективе всегда так. У вас мужчины есть в отделе или только женщины?," 12 апреля, 14:22 ", Гость ,
Job,"В отделе нет. Только два директора,но они с нами время не проводит. И она с ними обоими спит..."," 12 апреля, 14:25 ", юлия ,в бабском коллективе всегда так. У вас мужчины есть в отделе или только женщины?
Job,Ищите другое место работы.," 12 апреля, 14:43 ", Гость ,
Job,"А какая вам разница с кем спит ваша подруга? Вы об этом упомянули 2 раза. Зачем? Какое это к вам имени отношение? Это ее личное дело.Отвечая на ваш вопрос могу посоветовать только одно: раз вы подруги или были подругами так и спросите у нее в нерабочей обстановке: что случилось? В последнее время я стала замечать, что …и далее по списку. Спросите с чем это связано, скажите что вам это неприятно и узнайте как можно изменить ситуацию."," 12 апреля, 14:44 ", ГостьЯ ,"В отделе нет. Только два директора,но они с нами время не проводит. И она с ними обоими спит..."
Job,"Странно почему вы вопросы нам задаете, а не подруге за рюмочкой чая"," 12 апреля, 14:51 ", Жужа ,
Job,"Исходя из данных росстата, сСогласны?"," 12 апреля, 13:02 ", e1ena-zav ,
Job,а блогеры то где," 12 апреля, 14:33 ", Гость ,
Job,"Добрый день. Кто верит в удаленную работу? Если кто работает удаленно, подскажите,пожалуйста, где можно найти удаленную работу. Ищу на hh.ru уже 3 месяца и никак не могу найти. Либо отказывают, либо как по-моему мнению вакансии-фейки. Буду всем очень благодарна. Если у кого есть предложения по поводу удаленной работы, пишите, с удовольствием рассмотрю все варианты. #работа"," 12 апреля, 12:47 ", Автор ,
Job,"Что значит верит? Это точно такая же работа, по трудовому договору. Кем работать-то хотите?"," 12 апреля, 12:57 ", kriko ,
Job,"Нет там работы, два програмиста знакомых инженера сказали. Там ловушки инфоциган только. Единственное что можно там сделать это воровать и торговать наркотой."," 12 апреля, 12:58 ", Гость ,
Job,"Работаю удаленно уже 1,5 года, работу на hh нашла. Так что все реально. Хотя на поиски пришлось потратить несколько месяцев, и да за это время были и фейки и просто странные собеседования со странными работодателями."," 12 апреля, 13:03 ", Гость ,
Job,"А приведи ка пример фейковой вакансии. А то верую в улаленную работу, а оно вон оно как оказывается"," 12 апреля, 13:06 ", Гость ,
Job,"Ничего вы не понимаете. Удаленная работа - это когда ничего уметь и делать не надо, а просто сидишь дома и получаешь деньги"," 12 апреля, 13:07 ", Гость ,"Что значит верит? Это точно такая же работа, по трудовому договору. Кем работать-то хотите?"
Job,"В июне 2022 окончила техникум. В ноябре 2022 работала помощником бухгалтера. Вернулся мобилизованный сотрудник, заплатили 5000р за 3 дня и попрощались. В феврале работала оператором 2 недели, уволили и оширафовали за ошибки. А неделю назад опять взяли помощником бухгалтера, сегодня сказали что обнаружена ошибка и уволили оштрафовав на 20% зарплаты. Придя домой на другом сайте нашла их вакансию с требованием о высшем образовании, выходит изначально обманули что оно не нужно. Брехнёй занимаются, если и есть моя ошибка, то это человеческий фактор, я не робот. Даже не знаю что делать, стоит ли вообще искать работу, руки опускаются #работа"," 12 апреля, 11:27 ", Гость ,
Job,https://www.woman.ru/psycho/career/thread/5829418/Покудахтайте вместе," 12 апреля, 11:35 ", Гость ,
Job,"""...сказали что обнаружена ошибка и уволили оштрафовав на 20%""...Это о какой ошибке речь?"," 12 апреля, 11:49 ", Захария ,
Job,"Видимо этого мы не узнаем. Кажется на форуме пошла мода на вбросы на новую тему - как тяжело живется бухгалтером и как работадатели так хотят всех обмануть, что просто кушать не могут"," 12 апреля, 12:21 ", Гость ,"""...сказали что обнаружена ошибка и уволили оштрафовав на 20%""...Это о какой ошибке речь?"
Job,ну да...," 12 апреля, 12:29 ", Захария ,"Видимо этого мы не узнаем. Кажется на форуме пошла мода на вбросы на новую тему - как тяжело живется бухгалтером и как работадатели так хотят всех обмануть, что просто кушать не могут"
Job,"Я тоже бухгалтер и не могу найти работу,может касиром попробуете в супермаркет или в банк"," 12 апреля, 12:35 ", Гость ,
Job,"Назрела проблема с работой, уже обдумываю месяц точно. Хочу уволиться, нет сил тянуть дальше и работать за троих. Вроде и зп норм и коллектив неплохой. Но нагрузка растет, а зарплата-нет, карьерного роста за три года тоже нет, перспектив, что станет легче тоже нет. Давно бы уволилась, но держит то, что работаю я дистанционно. В общем, я на распутье, посоветуйте, как быть ( Стать домохозяйкой я непротив, муж вообще сказал, делать, что хочу… #работа"," 12 апреля, 10:26 ", Автор ,
Job,иди работать на завод---на военный в радиоэлектронику радиомонтажником----интересно тепло чисто--сам работал," 12 апреля, 10:37 ", zero333kk ,
Job,"Ты про работу, а она про ноготочки пилить."," 12 апреля, 10:39 ", Гость ,иди работать на завод---на военный в радиоэлектронику радиомонтажником----интересно тепло чисто--сам работал
Job,Чтоб устать на дистанционной работе надо сильно постараться," 12 апреля, 10:48 ", Гость ,
Job,"По-моему, это какие-то крайности. Или работать за троих, или все бросить и стать домохозяйкой. Пока возраст, здоровье и квалификация позволяют, почему бы не работать. Две зарплаты и в Африке две зарплаты, можно откладывать на старость, вложить в недвигу, ездить в дорогие путешествия, а не по горящим путевкам...Засесть дома и ощутимо (вы пишете, что зп норм, значит, ощутимо) потерять в доходах еще успеете, когда после 45 интерес к вам на рынке труда резко упадет. Другое дело, что если устали работать за троих, не видите перспектив, нужно или искать работу попроще, или с перспективами, или разговаривать с текущим работодателем, что нагрузка выросла, нужен помощник или еще одна штатная единица."," 12 апреля, 10:55 ", Гость ,
Job,"Так если мужик у вас не против, то от форума чего хотите? Увольняйтесь и сидите дома, в чем проблема, не пойму."," 12 апреля, 11:03 ", Гость ,
Job,"Мне 35 лет, замуж вышла в 20, ни разу в жизни не работала, полностью нахожусь на обеспечении мужа.Муж когда ссоримся перестает перечислять деньги , мириться приходиться мне. И выпрашивать деньги, зависимость от него полная.Дети (двое) уже выросли , возить их никуда не надо, сами ходят в школу и секции.Мой интерес сузился до просмотра сериалов, блогеров, посещения спортзала, приготовления еды и обслуживания семьи. Получается, что они все заняты, а я бездельница.Смотрю на своих работающих подруг и завидую. Всегда полны энергии, шикарно выглядят, потому что работа стимулирует следить за собой. У кого-то флирт, романы возникают. Жизнь кипит. Могут позволить себе совершить безбашенные покупки, и никто не упрекнет, потому что сама заработала.А у меня: уборка, глажка, готовка, спортзал, блогеры и сериалы.Закинула резюме на ххру, ни одного отклика. Не представляю как можно начать работу в моем возрасте. Чувствую себя как в болоте, каждый день одно и тоже. И мой труд никем не ценится, все воспринимается как должное , потому что мне ,,все равно делать нечего"". Грустно осознавать себя никем в 35. Обслугой у семьи. И никак не вырваться, потому что опыта ноль. Только уборщицей.Радует, что современное поколение более прогрессивное и девушки не делают сидеть на шеях мужчин и зависить от них. Заканчивая институт уже многие имеют опыт работы и это очень рационально. Домохозяйками остались только такие динозавры, как я и старше. По своей глупости.Как начать карьеру в 35, это реально? Есть высшее образование - специалист по социальной работе. Трудовой книжки даже нет 🤷."," 12 апреля, 10:20 ", Автор ,
Job,"Следующая стадия: муж бросил, нашел молодую, работы нет, никада не работала, кушать хочется. Хны, хны, ааааааааа!"," 12 апреля, 10:25 ", Гость ,
Job,"И даже в Пятерочку наверно на кассу не берут, да?"," 12 апреля, 10:26 ", Гостья ,
Job,"Попробуйте тренером устроиться. Или найти творческое хобби) Например, делать ковры с помощью двунитки и иглы, в пинтересте идеи посмотрите. Можно мебель реставрировать и перепродавать. Вообще столько хобби существует, заняться чем угодно можно"," 12 апреля, 10:26 ", SosaDelavosa ,
Job,"""У кого-то флирт, романы возникают. Жизнь кипит."," 12 апреля, 10:26 ", капитанТруОчевидность ,
Job,если есть желание то реально все главное идти и делать," 12 апреля, 10:27 ", Well.Gi ,
Job,"Все коллеги пишут обычно, по личным причинам. Так что же придумать?Шеф знает, что у меня нет машины и прав, так что идея с подвески родственников отпадает."," 12 апреля, 06:57 ", Автор ,
Job,"""иди нахуй_ псина"" - так скажи"," 12 апреля, 07:56 ", CleanServer ,
Job,"скажите, что у вас намечается запой. но кратковременный"," 12 апреля, 07:57 ", Захария ,
Job,по ТК без объяснения причин можно 3 дня в год прогулять.," 12 апреля, 07:57 ", Мурка Кошкина ,
Job,Старый добрый понос," 12 апреля, 08:31 ", Гость ,
Job,"скажите, что у вас эти дни"," 12 апреля, 09:44 ", Гость ,
Job,"зп состоит из оклада и премии. На встрече оговаривалось, что премия выплачивается всегда, очень редко, когда ее лишают. В результате, получается так. Сотрудник вышел 2 дня на работу и свалился с ковидом на 2 недели. Вышел как раз в день выплаты зп. Понятно, что болел, не работал ( удаленки не предусмотрено на этом месте), решил задать ""шкурный"" вопрос про зп и узнал, что ему в этот день выплатят только за 2 дня до больничного. Оказывается, премия которая должна выплатиться еще в ближ. сутки с него в этот раз снята по решению руководства, т.к. ее пока не за что получать. Человек только ввелся в должность ничего путного не сделал. Человек, естественно, в шоке. Сказал, если так пойдет, то эту премию потом так и не увидишь, найдут, за что снять. И, соответственно, слова о том, что премии редко, когда лишают неправда. Думает уйти. Вы бы остались? Получается, премия платится именно как премия, а не как зп... #работа"," 12 апреля, 00:40 ", Автор ,
Job,а что ему талоны на усиленное питание? да и пусть уходит. другого наймут," 12 апреля, 00:57 ", по над пропастью ,
Job,По моему сотрудник д@лб@еб. Больничный дали и все. Пусть радуется. Премирование всегда на усмотрение руководства. Но этот сотрудник же ведь ты и есть?)," 12 апреля, 01:02 ", ??? ,
Job,"нет, сотрудник не я. А по поводу больничного,если человек оформлен по тк, то его обязаны были дать, а вы так говорите, как будто это манна небесная со стороны начальства"," 12 апреля, 01:09 ", Гость ,По моему сотрудник д@лб@еб. Больничный дали и все. Пусть радуется. Премирование всегда на усмотрение руководства. Но этот сотрудник же ведь ты и есть?)
Job,"Я бы отнеслась вполне нормально. На другой работе премию заработать тяжким трудом и с конкуренцией только можно, а здесь всё на блюдечке. Только пришел, не поработал, а уже какие-то нездоровые требования. Работодатель прав."," 12 апреля, 01:20 ", Дарина ,
Job,"да? а то, что на встрече говорили, что ее лишают в очень редких случаях, а здесь, считайте, забрали из-за больничного, который обязаны давать по определению. Отношение руководства к сотрудникам, конечно, видно"," 12 апреля, 01:53 ", Гость ,"Я бы отнеслась вполне нормально. На другой работе премию заработать тяжким трудом и с конкуренцией только можно, а здесь всё на блюдечке. Только пришел, не поработал, а уже какие-то нездоровые требования. Работодатель прав."
