topic,times,text,quote,users
Books&Literature,21.12.2009,"Сегодня в новых поступлениях обноружил эту замечательную книгу, в примечании написано, что это версия 1935 года легендарного издательства ACADEMIA. Кто-нибудь случайно не читал эту версию, есть какие-то отличия с современными переводами? Может быть она больше, или, наоборот, сокращена? ",nan,ramirez
Books&Literature,10.01.2019,Тот же самый. Перевод с английского Шышмаревой. ,nan,kamenkapenza
Books&Literature,01.02.2018,"           Фантастика ГДР в иллюстрациях Так уж сложилось, что в Советском Союзе лучше и полнее всего были представлены польская и болгарская фантастика, ну а хуже всего, - румынская.Ценители и знатоки кинематографа сразу назовут и цикл о комиссаре Микловане, и ""Даков"" с ""Колонной"", и, даже, ""Трансильванцев..."".Но, могу поспорить, - ни одно фантастическое произведение румынского ""разлива"", так, сходу, и не припомнится.Что же касается фантастики ГДР, то борясь с ЧССР за почётное 3-е место, для нас, во-многом, она и поныне остаётся Terra Incognita.А между тем, в своём Фатерланде, она процветала, наглядным свидетельством чему служат печальные осколки моей бумажной ""зарубежки"" (на языке оригинала).          Издания в твёрдой обложке  I. Внесерийное изданиеBraun Joanna, Braun Güunter Unheimliche Erscheinungsformen auf Omega XI  (Utopischer Roman; Berlin; Verlag Das Neue Leben; 1975 (1974))  Illustrationen von Klaus Einsikat                Grayscale                                                            Чёрно-белые                                           II. Серийные издания                   Серия ""SPANNEND ERZÄLT"" 1. Frühauf Klaus Stern auf Nullkurs  (""SPANNEND ERZÄLT"", Band 159; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Das Neues Leben; 1979)  Illustrationen von Werner Ruhner                                                                                            2. Kröger Alexander Energie für Centaur  (""SPANNEND ERZÄLT"", Band 179; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Neues Leben; 1983)  Illustrationen von Karl Fischer                                                            3. Szameit Michael Das Geheimnis der Sonnensteine  (""SPANNEND ERZÄLT"", Band 185; Phantastischer Roman; Berlin; Verlag Neues Leben; 1984)  Illustrationen von Karl Fischer                                                                    4. Frühauf Klaus Das verhängnisvolle Experiment  (""SPANNEND ERZÄLT"", Band 193; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Das Neue Leben; 1984)  Illustrationen von Werner Ruhner                                                                                Покетбуки        Серийные издания             Серия ""SF UTOPIA""        1. Rank Heiner Die Ohnmacht der Allmächtigen  (Utopischer Roman; Berlin; Verlag Das Neue Berlin; 1984 (1973))    2. Fuhrmann Rainer Planet der Sirenen  (Utopischer Roman; Berlin; Verlag Das Neue Berlin; 1984 (1981))      Серия ""KOMPASS""1. Tuschel Karl-Heinz Die blaue Sonne der Paksi  (""KOMPASS"", Band 308; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Das Neues Leben; 1978)  Illustrationen von Werner Ruhner                                                        2. Ehrhardt Paul Boten der Unendlichkeit  (""KOMPASS"", Band 317; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Das Neues Leben; 1984)  Illustrationen von Regine Schulz und Burckhard Labowski                        3. Frühauf Klaus Stern auf Nullkurs  (""KOMPASS"", Band 324; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Das Neues Leben; 1979)  Illustrationen von Werner Ruhner                                4. Szameit Michael Im Glanz der Sonne Zaurak  (""KOMPASS"", Band 325; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Neues Leben; 1983)  Illustrationen von Ludwig Winkler                                                               5. Kröger Alexander Antarktis 2020  (""KOMPASS"", Band 329; Wissenschaftlich-phantastischer Roman; Berlin; Verlag Neues Leben; 1973)  Illustrationen von Karl Fischer                                                            Хочу предложить любителям и знатокам советской фантастики задаться (и ответить) вопросом, - кого из советских иллюстраторов НФ, напоминают манерой, стилистикой и техникой рисунка, представленные выше иллюстрации.Походу.В 1939 году, в журнале ""Детская литература"" (№1, стр. 61—67.), Александр Беляев опубликовал статью ""Иллюстрация в научной фантастике"".Формально, - критическую, а, по сути, - программную.",nan,LoxNessi
Books&Literature,21.11.2018,"А можно где-то купить такое издание в твердой обложке? Если да, подскажите пожалуйста, где это можно сделать. Сейчас ведь нет проблем переслать книгу, потому что курьерская доставка привезет её по любому адресу. Поэтому буду признателен за информацию о том, где можно приобрести такую фантастику в иллюстрациях, заранее спасибо. ",nan,X-man
Books&Literature,10.12.2017,"Имхо, одна из самых недооценённых советских книжных серий, посвящённых популяризации науки, - это ""Пути в незнаемое: Писатели рассказывают о науке"".Из всей серии оцифровано и присутствуют в сети всего 2 сборника, - 20-й и 21-й.Сейчас речь пойдёт о 7- м сборнике (М.: Советский писатель,1969)   Хочу предложить вниманию библиофилов и книголюбов одну главку из этой книги.Любопытно и познавательно.Рекомендую.М. Белкина. Филобиблон: https://yadi.sk/i/qwYXyjgj3QU6WD",nan,LoxNessi
Books&Literature,10.12.2017,"Да, неплохая серия. В прошлом году обнаружил её, и поставил в планы на сканирование. Правда, в третью очередь. ",nan,AAW
Books&Literature,10.12.2017,"у меня есть Пути в незнаемое. Избранные очерки. 1987пути в незнаемое 1990правда, там ужасное качество печати ",nan,densen2002
Books&Literature,30.11.2014,"Серия увлекательных детективов, которая воспитывает патриотическое отношение к своей Родине. Рекомендую к прочтению. ",nan,maripriv
Books&Literature,30.11.2014,Поддерживаю. Очень хороший цикл детективов. ,nan,ellinav
Books&Literature,02.03.2018,да и экранизация удалась имхо ,nan,Бушев
Books&Literature,03.04.2018,У Акунина все его книги были хороши которые я прочел и это не только о Фандорине. Хотя Азазель мне наверное и впрямь больше всего понравилось читать. ,nan,Yancev
Books&Literature,13.12.2017,"Опять-таки, ещё одна серия, плохо представленная в сети:«Школьная библиотека для нерусских школ»Вот, намедни отсканил:Мир вокруг нас (М., Детгиз, 1956)У книги подзаголовок:""Познавательные рассказы о природе"".И книга действительно не обманывает ожиданий. ",nan,LoxNessi
Books&Literature,01.03.2018, Вёрстка fb2 и вычитка: Tekel  Сканы & djvu: LoxNessi       Яндекс-Диск:  https://yadi.sk/d/OicdGpdN3St5yh  https://yadi.sk/i/kKhkp_3Y3St5tH         MAXIMA-LIBRARY:                         fb2: http://maxima-library.org/avtory/avtory/b/415608                         djvu: http://maxima-library.org/avtory/avtory/b/415609            ,nan,LoxNessi
Books&Literature,28.04.2016,"Фантастика. Роман. Похоже на Рэя Бредбери. Содержание: 30-е годы.америка. Богатый человек приезжает в захолустье на автомобиле и знакомится с девушкой, которая обладает телекинезом. ",nan,Den
Books&Literature,30.06.2013,"В этой статье вы прочтете небольшой обзор книги Тима Ферриса ""The 4-Hour Workweek"" более известную в России, как ""Как работать по 4 часа в неделю и при этом не торчать в офисе ""от звонка до звонка"", жить где угодно и богатеть"".Краткое изложениеНачинается книга с густого шоколада (это видно и из названия). Автор рассказывает о своих подчас невероятных достижения, похлеще, чем барон Мюнхгаузен. Его жизнь-де очень насыщена всевозможными приключениями, путешествиями и открытиями. С деньгами проблем особых нет - при работе всего несколько часов в неделю. Как же он этого добился?Феррис и системаФеррис выступает против упования на социальные гарантии со стороны государства, пенсионные накопления. Не стоит, по его мнению, и всю жизнь планомерно продвигаться по карьерной лестнице.Ему претит понятие ""отставка"" или ""пенсия"". Почему нам должно быть хорошо, когда мы уже дряхлы? Я хочу наслаждаться жизнью сейчас, пока молод! Отсюда и идея мини-отставок, равномерно распределенных по жизни.Нужно работать только, когда к этому есть желание и прилив сил. Работать много и эффективно невозможно. Отсюда и растут ноги у желания работать всего несколько часов в неделю, но максимально эффективно.В современном обществе ценится выслуга и самопожертвование, а не производительность. Это неправильно.Советы Ферриса по эффективностиДелайте ставку на свои сильные стороны, а не на борьбу с вашими слабостями.Гонка за деньгами, за улучшением квартиры и т.д. (так называемые крысиные бега) - зло, которое не дает вам жить полной жизнью.Занимайтесь тем, что вас вдохновляет. Такие дела, как правило, и есть ваша реальная цель.Рассказывает о понятиях абсолютного и относительного доходов. Пример: Абсолютный - 30000 в год. Относительный - 30 в час. Очевидно, что только второй показатель позволит измерить эффективность человека.Нереальные цели более достижимы, чем простые, потому что, их мало кто преследует, а потому практически нет никакой конкуренции. К тому же большие цели гораздо больше мотивируют - вознаграждение после достижения такой цели уж больно велико.Посмотрите на ваших старших коллег по фирме, которые выше вас по званию. Это будущие вы. Вы будете выглядеть так, как они, будете делать то, что делают они. Вам нравится будущий вы? Если нет - это повод серьезно задуматься.Главное, чего стоит бояться - это не фиаско/провал, а скука, равнодушие к тому, чем вы занимаетесь.Феррис и планированиеНе сторонник длительных планирований. Оптимальный срок - 3 месяца. Старается держать себя в тонусе, постоянно искусственно назначая сжатые сроки, создавая искусственный цейтнот.Список дел на завтра надо составлять не позднее, чем накануне вечером.Если вы хотите добиться успеха, то вам придется принимать нестандартные решения не только за себя, но и за окружающих. Не бойтесь этого - потом всегда можно будет извиниться в случае неудачи.Феррис и экономия времениПризывает к низкоинформационной диете. Слишком много новостей, информации залезает в голову. А что реально из это вам нужно?Рассказывает о законе Парето. 1% его клиентов приносили ему большую часть прибыли и при этом требовали к себе всего 1% времени. Собственно, он разогнал 99% своих клиентов)) Не все покупатели хороши. Не бойтесь ""пропалывать"" покупателей, которые помимо доходов несут уйму гемора.Проследите за своим распорядком дня и найдите дела, которые вы делаете только для того, чтобы протянуть время. Избавьтесь от них.Откажитесь от одновременного выполнения нескольких дел сразу.Не стоит доделывать до конца дела, о нудности и бесполезности которых вы поняли уже в процессе их выполнения.Борется с расхитителями времени: ограничьте чтение электронной почты, уберите автопроверку и автооповещение о новых письмах. Создавайте автоответы на письма. Отвечайте на письма максимально подробно, чтобы сократить вероятность повторных писем и вообще старайтесь максимально быстро закончить переписку.Аналогично боремся со звонками. Дает ряд советов, как сократить любой телефонный звонок до минимума. При первой же возможности отсылаем собеседника на почту. Все это приправляется формулировками типа ""у меня сейчас аврал"".Средства коммуникации в порядке предпочтения: электронная почта, телефон, личная встреча.Если вам не избежать встречи - максимально уточните повестку, вопросы, которые там будут обсуждаться. Мотивируйте это тем, что вы хотите хорошо подготовиться к встрече. Замечательный совет! Сколько я в своей жизни провел бесцельных собраний.Если встреча неизбежна, заранее договоритесь о том, когда она закончится. Так и обсуждение будет более продуктивным и свалить вы сможете оттуда без всяких обиняков.Группируйте незначительные дела. Вместо того, чтобы выполнять их по мере поступления, выполняйте их все вместе раз в неделю. Получите существенный выигрыш во времени, и к тому же это не будет вас отвлекать от важных вещей.Менеджмент по ФеррисуДавайте подчиненным максимальные полномочия, чтобы работа не вставала, когда они спрашивают разрешения у вас или не знают что делать.Аналогично, если вы наемник - договоритесь с начальством о максимальной полноте своих полномочий без согласования с начальством.Никогда не автоматизируйте то, что можно упростить. И никогда не делегируйте то, что можно автоматизироватьУчит базовым навыкам делегирования. Например: 1) Попросите помощника своими словами рассказать задание, которые вы ему дали. 2) Через некоторое время, в самом начале, проверьте - правильно ли выполняется работа.Важно, чтобы ваша компания была масштабируемой. То есть с ростом заказов не росло количество вашей занятости.Рассказывает про автоматизацию проектов. Например, говорит, что важно вам, директору, лично поработать на каждом этапе: постоять за прилавком, поотвечать на письма - это позволит увидеть все тонкие моменты, которые можно автоматизировать.Рассказывает о геоарбитраже. Иными словами призывает найти себе качественного удаленного помощника из страны третьего мира. За относительно небольшие деньги такой человек может выполнять всю нудную и рутинную работу, которую сами вы делать не хотите или на выполнение которой у вас просто нет времени.План, как уговорить босса предоставить босса вам работать удаленно- уговорите босса отправлять вас на платные дорогие курсы (после вложения в вас денег ему морально сложно будет вас уволить)- не особо выкладывайтесь, чтобы потом сыграть на контрасте- притворитесь больным, но при этом согласным работать на больничном, дома- после болезни с удивлением заметьте, что дома, несмотря на болезнь, вы сделали в 2 раза больше- ваше предложение об удаленке уже не мольба, а босс сам в ней заинтересован- предложите испытательный срок (1-2 дня в неделю) работать домаПрочееЕще Тим огромную часть книги посвящает таким вопросам (расписывать не буду - это не по теме блога):- Как казаться более значительным, чем вы есть на самом деле- Хитрости, приемы маркетинга товаров по Феррису- Как лучше всего путешествовать по миру, как дешевле всего это сделать без потери в качествеМои мыслиЧто вынес полезного для себя:Появилась идея купить смартфон с 2мя симкартами. Одну симкарту использовать для экстренных вызывов. Другую - для обычных, но все время держать в беззвучном режиме. Чтобы сократить число бестолковых разговоровВ свое время я использовал советы Тима по работе с электронной почтой. В частности, теперь стараюсь отвечать на письма подробнее и включать в них конструкцию ""Если... то, если нет, то..."" - чтобы сократить переписку. Работает, надо сказать. Теперь проверяю почту всего 1 раз в сутки.Согласен с необходимостью иногда оценивать свою работу в ""долларах в час"". Таким образом, удается на многое пересмотреть свое отношение. Например, я заметил, что плачу себе от 50 до 1200 рублей в час. Вот какие перепады бывают!)) От многого начинаешь отказываться.Книга написана американцем для американцев. Большая американская мечта в действии - как мало работать, но много зарабатывать. При этом книга написана, безусловно, талантливо - читать ее довольно интересно.В то же время автор с самых первых страниц начал нас эпатировать: обещаниями, историями. Задача: привлечь максимум нашего внимания. Меня это отталкивает, если честно. И вообще, Тимоти много говорит о том, как казаться значительнее, чем ты есть на самом деле (про фейковые титулы, дипломы, несуществующих замов и сотрудников и т.д..) и мне кажется, что эта книга построена ровно по этой же схеме. По мере чтения этой книги начинаешь всерьез сомневаться, если не в правдивости описанных Тимом достижений, то по крайней мере в манипуляциях сознанием читателя. Не пытается ли Тим и нам пустить пыль в глаза?Тим мне очень напоминает этакого Остапа Бендера - симпатичного и ловкого, но при этом жуликоватого гения, который нравится нам прежде всего тем, что он не такой, как все.По большому счету, Тим не учит нас, как стать выдающимся человеком, как сделать что-то великое и полезное в жизни. Он сосредотачивается на том, что часто можно делать деньги из воздуха, не работая толком и выйдя по сути на сверхраннюю пенсию. Этакое современное эпикурейство. Не вижу в таком подходе ничего плохого. Хотя это и не для меня.Еще не понравилось, что бОльшая половина книги - рассказы, как лучше путешествовать, а другая серьезная часть книги отдана под рассуждения о маркетинге товаров и услуг. Извини, Тим, но, если мне это будет интересно, я куплю отдельную книгу. Неприятное ощущение, как будто Тим откровенно набивал объем.Еще минус - огромное количество информации по американским сайтам, фирмам, которые совершенно неинтересны русскому человеку. Это не вина Тима, конечно.РезюмеОценка: 5/10Читать: нет. Если будете читать, то читайте только первую половину.Оригинал записи: на моем блоге на N-Man.Ru Все о личной эффективности и тайм-менеджменте! ",nan,N-Man
Books&Literature,30.06.2013,"а что думаете по поводу книг Реджины Лидз? обо всем этом есть и в ее книгах по тайм-менеджменту и наведению порядка в офисе, дома и в голове",nan,Dmitry7
Books&Literature,02.06.2014,Я вот нашел тут кое-что:http://iknigi.net/avtor-redzhina-lids/64628-idealnyy-poryadok-za-8-minut-legkie-...,nan,Alex_Shadrinsk
Books&Literature,04.04.2013,"Кто любит остросюжетный романы - чтобы была и любовь, и предательство и экшин, советую прочесть цикл остросюжетных романов ""Ниже - только вверх"" Сергея Журавлева. Цикл состоит из пяти книг, которые связанны сюжетной линией. Концовка не предсказуема, читается легко и непринужденно. Аннотации к книгам можете прочесть на сайте Lumen Publish. ",nan,Kazo
Books&Literature,18.09.2014,От себя добавлю: Владимир Воля - Тахрир.Роман о любви и беспорядках в Египте и проблемах современного общества ,nan,Евгений Наумов
Books&Literature,22.11.2014,"Могу посоветовать книгу Марата Кабирова ""Имя твоего ангела"" Книга относится к жанру мистический триллер. Роман начинается вроде бы с обычной жизненной ситуации – просящей подаяние старушке неизвестный мужчина вручает солидную купюру. И нехитрая интрига, завязанная в самом начале, не отпускает до конца, вовлекая в водоворот событий и увлекая за собой в неизведанную глубину, в созданный автором на грани реального и мистического таинственно-пугающий мир. ",nan,Martin2014
Books&Literature,05.07.2013,"В России эта книга продается в России под названием ""Как привести дела в порядок: искусство продуктивности без стресса"".Краткое изложениеКнига привлекает с первых страниц тем, что она содержит очень мало ""воды"", которой обычно так много в подобных книгах. Сама книга не очень современная (2001 год), поэтому я старался больше концентрироваться на базовых принципах системы GTD.Цели книгиАллен говорит о том, что современный человек слишком перегружает свою голову, свою память. Он держит в уме грядущие встречи, домашние дела, данные обещания и многое другое. За последние годы информационная нагрузка на мозг выросла кратно. Это и порождает стресс. (Подробно о своем опыте борьбы со стрессом по системе GTD я писал в статье ""Как побороть свой стресс"")Не готовы к новым вызовам и устаревшие системы организации, такие как обычные списки дел (To-Do списки).Система Аллена призвана:- Избавить вас от стресса- Научить планированию и организации работы и личной жизни- И, самое главное, высвободить ваш творческий потенциал для по-настоящему великих дел!Человеческое сознаниеЧеловеческий мозг - сложнейший механизм, но он часто работает неэффективно. Мы постоянно прокручиваем снова и снова одни и те же мысли в голове. Это не прекратится пока мы не распланируем все эти мысли и не поставим напоминалки.Другой пример неэффективности нашего сознания: вы вспомните о том, что вам надо купить батарейки не в магазине около стеллажа с батарейками, а почему-то на кухне, когда вы жарите яичницу.Поэтому еще держать все в голове просто глупо.Вертикальное и горизонтальное управление проектамиКстати, проектами Аллен называет не только какие-то рабочие проекты, а вообще любое дело, выполнение которого требует некоторого количества действий. Например, ""купить сыну велосипед"" - это тоже проект, потому что, для его осуществления вам потребуется, как минимум, посмотреть в Интернете список ближайших магазинов, прикинуть сумму, которую вы готовы потратить, определиться с параметрами велосипеда (цвет и т.д..). Вот такой вот маленький, но проект.Вертикальное планирование - это обычный вид планирования, когда вы определяете желаемый результат и цепочку действий, которые к нему приведут. Например, ""Посмотреть в Интернете магазины - Зайти на сайты магазинов - Выбрать модель велосипеда - Купить онлайн"". Это пример вертикального планирования.Горизонтальное планирование - это планирование по контексту. Например, вы идете на прогулку по городу. А перед этим вы находите все дела, которые вы должны сделать из разных проектов, когда вы на прогулке. Эти дела принадлежат разным проектам, но все они должны быть сделаны в городе. Например, ""купить молоко"", ""купить сметану"", ""заплатить по кредиту"", ""проверить почтовый ящик"".Горизонтальная фокусировка - это когда ты четко знаешь, какой следующий шаг ты должен делать в каждом из проектов. Хорошая горизонтальная фокусировка как раз и борется со стрессом.5 фаз управления рабочим процессом по Аллену- Собираем все, что отвлекает наше внимание- Проясняем, что это- Рассортировываем- Составляем последовательность- Из конкретных следующих действий- СборОчевидно, что нам необходим один контейнер, куда будут попадать все новые мысли, дела, любая новая информация. Независимо от контекста, важности. Так же очевидно, что этот контейнер должен опустошаться время от времени.Что это за контейнер? Выбирайте:- Пластиковая папка- Блокнот- Диктофон- КПКЕще одно маленькое, но важное правило: при сборе, если дело можно сделать тут же, потратив на него не более 2х минут - сделайте его!В самый первый раз сбор выглядит следующим образом: вначале ходим по офису, потом по дому, потом везде, где мы бываем. Заглядываем в каждый угол. Везде ""лежат"" какие-то забытые дела. А в самом конце - заглядываем в свою голову.Разгребаем контейнерПосле этого опустошаем контейнер.Из контейнера дела могут попасть:- В папку проекта (если это конкретное действие - гуд, если нет - надо разбить его на конкретные действия)- Сами являются проектом- В папку ""Когда-нибудь"" (здесь их разбивать на действия уже не надо). Например, ""выучить испанский""- В папку ""Справочные материалы"" по какому-то проекту. Например, меню ресторана или номер телефона. Также есть папка ""Общая информация"" - туда все, что не вошло в папки проектов. Для хранения такой информации я использую программу Evernote (писал о ней здесь)- Никуда - в мусорНе выполняйте никогда более чем 1 пункта за раз.Никогда не кладите дело обратно в контейнер!Соблюдайте строгую очередность - по тому, как положили в контейнер. Не смотрите на приоритет!4х-критериальная модель выбора занятияЧтобы знать, что делать в конкретный момент, существует 4 критерия, которыми надо руководствоваться:- Контекст (Дела требуют определенных условий. Например, дом, офис, машина, Интернет)- Время в наличии (У вас есть только 5 минут? Значит и дело нужно небольшое)- Энергия (Устали? В таком случае вам не стоит садиться за написание статьи - лучше полить цветы)- Важность (Какое из действий принесет большую отдачу при прочих равных?)6-уровневая модель оценки важности- Текущие дела (Например, срочный телефонный звонок)- Горизонтальные дела (Следующие действия по проектам)- Круг обязанностей (Например, ""исследование рынка"", ""быть хорошим отцом"" и т.д..)- Цели на 1-2 года- Цели на 3-5 лет (Например, выбор университета)- Жизненные цели (Например, выбор карьеры)Как определить цель проекта?Ставьте перед проектами простые и четкие цели. Не размытые!Пример размытой цели: ""Стать хорошей компании"". Пример четкой: ""Поднять конверсию рекламы на 2%"".Как создать конкретные цели? Просто представьте в голове картинку полного триумфа. А теперь отметьте все основные признаки это успеха. Так вы выяснили признаки, которые можно взять в виде более конкретных целей. Получаем, например, ""довольные клиенты"", ""больше заказов"", ""меньше возвратов товара"".Методика мозгового штурмаДалее следует мозговой штурм. Между тем, где мы сейчас, и идеальной картинкой - большая пропасть. Как ее преодолеть? Что нам мешает?При мозговом штурме важно записывать все входящие идеи - они должны быть все время перед глазами: бумага, доска с маркером, карты памяти...Не подвергайте идеи мозгового штурма критике, оценке. Если вы начинаете оценивать входящие идеи, то вы уходите в сторону от основных целей. Важно количество, а не качество идей. Это позволяет нам шире взглянуть на проблему.Назначаем конкретные следующие действияМногие проекты кажутся неподъемными, потому что, нельзя выполнить проект целиком. Его можно выполнить только выполняя одно последовательное действие за другим. Только тогда проект можно назвать хорошо спланированным, когда по всем направлениям расписано следующее конкретное действие, определено кто это должен делать и когда.До какой глубины ""расписывать"" проект? До тех пор, пока он полностью не уйдет из вашей головы!Ежедневник и ""напоминалки""В ежедневник Аллен заносит либо дела, привязанные к конкретному времени какого-то дня, либо просто привязанные к какому-то дню.Он не верит в работоспособность такой системы, при которой человек расписывает весь день по минутам. Такая система все время будет ломаться из-за неожиданных событий или неправильной оценки требуемого времени. План на день должен быть максимально общим и гибким.В календарь вносите только дела, жестко привязанные к дате. Не вносите туда дела, которые неплохо было бы сделать в эту дату, например.Регулярная настройка системыХорошая система организации должна быть самонастраиваемой, постоянно улучшающейся.Необходимо, например, делать регулярный обзор (и корректировку) всего списка проектов и дел. Как часто? Так часто, чтобы выкинуть эти дела из головы. Рекомендует делать его не реже 1 раза в неделю.Несколько хитростей от АлленаПо всей книге Аллен дает небольшие советы, которые могут дополнительно повысить вашу эффективность:Аллен надевает костюм, чтобы ""захотеть"" заняться спортом. Подумайте, может быть, вам тоже начинает хотеться чего-либо только в определенных условиях.Организуйте по-настоящему удобное рабочее место. Это себя многократно окупит в дальнейшем.Лучше иметь индивидуальное рабочее место, чем совмещенное с коллегой или женой.Ваша система организации должна приносить вам удовольствие. Если нет - задумайтесь, что с ней не так.Телефонный звонок является не самым лучшим способом связи хотя бы потому, что у говорящих не будет письменной копии разговора, к которому хотелось бы вернуться или что-то уточнить. Старайтесь писать е-мейлы.Ни в коем случае не нарушайте систему. Нарушите 1 раз - и вы потеряете свое доверие к ней. А значит все дела снова поселятся в вашей голове!Используйте чек-листы для повторяющихся процедур. Например, ""поездка на конференцию"", ""очистка компа"" и т.д..Мои мыслиКнига написана очень качественно, не случайно она породила целое направление в планировании, которое сейчас коротко именуется ""GTD"".Конечно, очень многие советы методики Аллена устарели технологически, но, вот удивительно, чем больше современный мир производит на свет гаджетов, софта - тем лучше работает система Аллена. Это признак качества.Например, система напоминаний Аллена в 2001 году была ужасно громоздкой (Система из 40+ папочек по каждой на день месяца и на сами месяцы. Он занимался перекладыванием напоминаний из папочки в папочку и т.д.). Сейчас вся эта система реализуется легко и просто с/п современных программ и устройств.Аналогично, стало очень легко настроить синхронизацию разных контейнеров - в один клик!Моя система организации родилась с прочтением этой книги и развивается до сих пор, базируясь на многих из алленовских принципов.Кстати, сейчас книга переиздана и, возможно, в новой версии появились какие-то изменения.РезюмеОценка: 10/10Читать: Обязательно! Я прочел эту книгу 4 раза.Оригинал обзора - на моем блоге!",nan,N-Man
