topic,times,text,users,quote
Family&Relationships,," Сложная ситуация, и что то говорить сложно т.к .У каждого из Вас своя правда, и свое отношение к ситуации так же как и свое отношение к действиям другого. Поступайте по сердцу, отключите голову и прислушайтесь к себе, и в глубине себя вы и найдете верный ответ. Мира Вам и добра",,
Family&Relationships,,"Здравствуйте, девушки! Поделитесь своим мнением. Ситуация такая: Мне 32,5 лет, мужу 32, мы женаты 5 лет, у нас сын 3,5 года , это мой второй брак, после развода взяла сама 2-х квартиру в кредит, в ней сейчас живем, плачу за кредит сама, это было условие что я не буду продавать квартиру ( подстраховываю себя), мне платить еще 1 лет, но накапливаю, что бы погасить быстрее , у мужа есть накопления, и он может с небольшим кредитом в 5 лет купить 3-х комнатную квартиру, что и планируем сделать, но он очень хочет что бы я продала квартиру и мы купили общую квартиру без кредита, а я предлагаю сдавать мою и отдавать за кредиты , и в перспективе иметь две квартиры. Сын сможет там жить. Зарабатываем мы хорошо, машина, откладываем оба, можем путешествовать раз в год. Так вот, сыну уже 3,5 лет , я хочу второго ребенка , а муж категорически против , говорит материально не проблема, говорит не хочет еще забот с детьми, с одним одни только заботы, не отдохнуть , но решения этих проблем обсуждает, как бы было если было двое детей. Как -ну давай беременеть – нет , я не хочу. Только сейчас стало легче. Как мне быть? Я в отчаянье, ждать, что передумает? или отказаться от этой идеи ? Боюсь не реализовать материнский инстинкт, да и сыну нужен родной человек в жизни. Хочу родить до 35 и время уже поджимает. И еще стоит ли идти на уговоры мужа продать свою квартиру и купить общую. Может если я продам квартиру , и мы купим общую я покажу ему что доверяю, и он согласиться на ребеночка.",,
Family&Relationships,," Если муж активно не хочет - второй ребенок может разрушить семью. Я бы на вашем месте попробовала разобраться в проблеме, на годик этот вопрос оставить, может к психологу толковому обратиться. Давайте мужу высказаться, слушайте его, услышьте, почему у него такая точка зрения, не осужадайте. Возможно, когда он увидит вашу поддержку и доверие, он смягчится. а ставить себе какие-то сроки в этом плане - это уже очень плохая идея сама по себе. тут уж человек предполагает а бог (судьба, как вам угодно) располагает.",,
Family&Relationships,," у меня тоже муж не хочет( Говорит материально тяжело, да и ребенок первый нам дался не так-то и легко. Я своему сказала, через 2 года хочу родить второго ребенка. Он засмеялся и сказал - только не от меня)) Я сказала ""хорошо, найди только мне другого мужа. посмеялись, на этом пока все. А вообще, считаю надо разговаривать с мужиками об этом, готовить потихоньку. Говорить, что второй ребенок все равно нужен. Хотя бы для того, чтобы у первого был еще родной человек, кроме мамы и папы.",,
Family&Relationships,, можно и в мужа положение войти как бы.. он же кормилец в семье я так понимаю?,,
Family&Relationships,," Я бы продавать ничего однозначно не стала, это с любой точки зрения неразумно. А по поводу ребенка, да, стоит конечно разговаривать, но я бы не обольщалась что он согласится. Судя по написанному",,
Family&Relationships,," Главное - это на него не давить. Попробовать поговорить и понять, чем же это вызвано ан самом деле.",,
Family&Relationships,," Не надо ни чего продавать, чтобы в случае развода было куда уйти.",,
Family&Relationships,,"здравствуйте. расцените, пожалуйста ситуацию со стороны. развелись с мужем, остались дети мальчики. была поставлена бм в условия что не смогла бы вытянуть детей сама, тк бм отказывался помогать и хотел забрать одного ребенка жить к себе. отец он толковый и у него возможность воспитывать была.так мы и решили. но тк бабушка считала что дети должны остаться с матерью то забрала ребенка.отец постепенно смирился и пропал. с ребенком я общаюсь, но окружающим преподносится, что я ребенка бросила. как бы вы расценили и обьясняли ситуацию людям и например новому мужчине с кем познакомлюсь?",,
Family&Relationships,, верните ребенка. зачем ему жить с бабушкой а не с мамой,,
Family&Relationships,," ... и теперь у тебя пропала возможность выносить ему мозг и шантажировать его ребенком!Теперь тебе нужно идти самой работать и учиться заработывать, а не жить на алименты. Вот, что на самой деле тебя больше всего беспокоит, а вовсе не забота о ребенке. Ты была хреновой матерью.Побольше бы таких случаев!",,
Family&Relationships,, зачем ему жить с бабушкой а не с мамой,,
Family&Relationships,, мы и решили. но тк бабушка считала что дети должны остаться с матерью то забрала ребенка,,
Family&Relationships,," Подавай в суд, тебе видней на кого.",,
Family&Relationships,, Бабушка - это Ваша мама или мать бывшего мужа? Что-то я из Вашего текста ни как не пойму,,
Family&Relationships,,"Имеется взаимная симпатия с двоюродной племянницей (дочь двоюродного брата). Она младше меня всего на 9 лет (ей 18, мне 27). По сути она мне никто, по закону я даже жениться на ней могу. Пока веду себя в рамках приличий. Стоит ли переходить к активным действиям? Интересно только мнение девушек, мужчины и мужчины под женскими никами не пишите.",,
Family&Relationships,," нет, конечно. в 27 лет вы уже должны рассуждать здраво и думать головой, а не одним местом!",,
Family&Relationships,, какой ужас...,,
Family&Relationships,," Ты уверен, что девушка готова? - В свои восемнадцать девушки обычно романтичны и впечатлительны.С другой стороны рекомендую внимательно перечитатьпересмотреть «Унесённые ветром». Роман написан женщиной для женщин, но в виде исключания стал образцом американской классики. По сюжету Эшли Уилкс (англ.Ashley Wilkes)— один из главных героев романа Маргарет Митчелл «Унесённые ветром», женился на своей кузине Мелани. Дальше сам прочтешь...Никакая женщина тут тебе ничено умнее не скажет.",,
Family&Relationships,," Мы не знаем как Вам помочь. Если вы друг другу симпатичны, то почему бы и нет?",,
Family&Relationships,," в чем вообще проблема, если девушка согласна",,
Family&Relationships,," Сексом, конечно, заниматься не стоит. У меня есть дядя старше меня на 1 лет,но выглядит он всего на 23-24, такой стройный, подтянутый.Так вот, я лет с 15 стала замечать, что он на меня посматривает, постоянно провожает меня взглядом. Но мне это нравилось, настоящий мужской взгляд. А пару раз я заметила что у него на меня встал член. Мы обменялись взглядами и сделали вид что все нормально. Общаемся с ним на равных, как друзья, а не как дядя с племянницей. Он мне симпатичен, но родственники есть родственники. Ни он, ни не переходим грань дозволенного.",,
Family&Relationships,," Уменя тоже есть такая племянница, 17 лет, мне 29. Выглядит ох@#$но. Тоже палила что у меня на нее вставал. Один раз сиськи мне показала:нагнулась над столом, а на ней была футболка с большим отверстием для шеи. Я заглянул, она была без лифчика. Я понял, что она мне специально показала. Еще был вечером у родственников, попросили посмотреть компьютер. Захожу в комнату с компьютером, а она сидит на вращающемся кресле перед компьютером в халате после душа и красит ногти на ногах. Говорю, подними ноги, надо достать системник. Она поднимает ноги и остается сидеть на стуле с расставленными ногами, так что я снизу хорошовидел ее трусы. Между моей головой и ее трусиками было расстояние сантиметров 3. А она сидит,хихикает. У меня возникло навязчивое желание отлизать у нее, Я ажслюни пару раз проглотил. Если бы в другой комнате не был ее родители, наверное не удержался бы. Специально ведь дразнит!",,
Family&Relationships,," Всякое в жизни бывает. Если очень хочется и это любовь, то почему бы и нет. Если обоюдно, то попробовать можно. Я за)",,
Family&Relationships,," Ну это же вы не считаетесь родственниками. Думаю, что в этом нет ничего страшного.",,
Family&Relationships,, У евреев брак с двойныи братьями и сестрами разрешается.,,
Family&Relationships,," Я не думаю, что в этом проблема. По сути вы не кровные родственники. Если согласие обоюдное и родные не против - вперед и с песней))",,
Family&Relationships,," Секс-игрушки являются лучшим выбором для совершенствования сексуальной жизни, используете ли вы их для собственного развлечения или в паре, но многие испытывают неловкость, приобретая интимные товары. Поход в секс шоп сам по себе вызывает смущение, когда при этом вас еще и интересуют конкретные вопросы от консультанта, стоящего в окружении огромных фаллосов, кнутов, цепей и наручников, любой может растеряться.",,
Family&Relationships,," Нивкоем разе ваши отношения не должны переходить в интимные - это отношения без перспективы создать полноценную семью, потому что детей ей от Вас рожать нельзя!!! Я думаю Вы знаете почему...",,
Family&Relationships,,девчонки помогите как найти мужика...... и с кошельком побольше)))))))))))) ночью даже перепихнуться не с кем пока кроха спит... мужики козлы их пугает мой прицеп....Изменено 3 авг 218 пользователем mid,,
Family&Relationships,, Было и у меня такое время. Сидя дома никого не найдешь. Пошукайте по своим подружкам. попросите познакомить с нормальным мужиком.,,
Family&Relationships,, А почему обязательно с большим кошельком? А как же любовь?,,
Family&Relationships,, Попробуте поискать иностранца. А то в РФ мужчин мало,,
Family&Relationships,, Ох уж эти дамочки)) так вам кошелек или мужик нужен?))),,
Family&Relationships,,"Наряду с мифом о ""не такой"", которую мужики типажа ""масик"" находят себе для законного письковладения, ну а в большинстве случаев, это конечно же не они находят, а бабы подыскивают тот типаж, кто сам ошейник одеть бы рад+""часики тикают"", широко не то что бы распространен миф, или аксиома, что женщины в массе своей более чистоплотны, деликатны, чем мужчины.Да вот фигвам! Снимите вы уже розовые очки со своих заплывших от обжорства и алкоголя глазок и посмотрите на мир реальный, а не загаженный замшелыми постулатами книги ""Домострой"", изданной в хз каком еще году.О ""не таких"" я уже писал неоднократно. Еще кое что добавлю как будет время и настроение.А теперь поговорим о женской чистоплотности и поведении в быту, когда их не видит запланированный для бытового использования мужичонка.Хотя прожив лет пиццот, баба так же освинячивается в быту, в семье, что об одних только драных, заццаных халатах можно написать небольшую поэмуЧтобы сразу предупредить истошные вопли ""афтару никто нидаед, афтарипатент, ему такие попадались"", скажу -автору на жизненном пути и в силу весомого количества женщин, конечно же попадались разные, но для меня, чтобы свалить от женщины с которой я лягу в постель и приласкаю, достаточно к примеру зайти посикать у одиноко, или не одиноко(что вообще трэш) живущей бабы и увидеть тоненькую ржавую полоску от воды на унитазе.Этого достаточно, чтобы культурно распрощаться и свалить в туман.Так что все ко-ко-ко а-ля ""тибетакиепопадались"" -беспочвенны..Все мои знания почерпнуты из личного опыта и естественно из рассказов знакомых девок, которые иногда сдают весь женский мир с потрохами.Итак- о женской чистоплотности.Как то зайдя в толчок в каком то торговом центре и выходя из него, отплевываясь, возмущаясь сказал знакомой фее о том какой там творится кошмар, мне со смехом рассказали, что в женских туалетах общественного пользования творится такой же капец, о том как может сладострастно стонать какая нибудь бабка с интеллигентной мордой, сидя на толчке и тужась, о том как везде раскиданы затычки, трямпаксы и прочие предметы обихода женского туалета. Ну и конечно же-в женские срльнки очередь практически всегда, потому что бабы цивилизованно, как люди, человек прямоходящий -сикаать пока не научились.Миф о женской чистоплотности-то что тетки постоянно меняют нижнее белье и трусов у них множество, иногда не знают какие надеть и, вроде бы собравшись на работу, или на по.. прампарампапушки, вполне могут вернуться, чтоб одеть другие-правда.Только есть один маленький нюанс-лифчики тетки имеют в гораздо меньшем количестве и в отличии от трусов могут носить их неделями, что иногда вкупе с небритыми (особенно зимой) подмышками создает непередаваемое амбре, особенно если у такой тетки месячные.А постоянно(!) потеющая нижняя часть груди дополняют всеобщий l pueu.Так что большие сиськи у тетки-спорный бонус.Кстати-о трусах -это единственная вещь, которую тетка надевает именно для себя, если уверена, что на них сегодня никто не взглянет.Все остальное ""что девушка не может одеть кроткую юбку по ... длясибя"" -бздж и провокация.Сначала -чтоб впнннццо перед подругами, потом -для того, чтоб ее оценили мужики, а все сказки ""длясибяааа""-блуда и фуфло. Для сибяааа-исключительно трусы.И драный потрепанный лифон в том числе.Ещё-трусы у теток постоянно пачкаются, особенно если они носят стринги, поэтому и придуманы прокладки ""на каждый день"". Это происходит потому что какое то количество смазки у бабы присутствует всегда и еще потому что огромное количество баб подвержено заболеваниям половой и репродуктивной системы, потому как к гинекологу сходить -да она лучше даст крокодилу, или гастарбайтеру из солнечного Таджикистана, чем позволит ковыряться холодной раздвигающейся железякой у себя в письке.Так что по поводу ""мокрощелки"" -это в чем то действительно так.О том как бабы с грязными пиисськами приходят к гинекологам -напишу обязательно, как будет настроение. Там такое творится на приеме, гинекологи со смехом рассказывают что иногда -хоть червяков выковыривай.Все тетки на зиму, или в силу невостребованности в половом плане забивают на бритье ног, вагины и подмышек.Кстати-большинство российских женщин именно бреют интимные места, а все эти шугаринги-писяринги для особых случаев, потому чо основная масса живет в повальной нищете и на лазерную эриляцию надо немного побольше денег, чем на гвнный станок с лезвиями.И да- огромное количество теток волосаты не меньше чем мужики и так как хотя выглядеть хорошо -им приходится брить не только писенку, но и жопы, некоторым грудь, некоторым даже спину, я уж не говорю го том, чтоб брить живот, ноги, подмышки -это делается постоянно, как только на горизонте замаячил подходящий мужик.Все одинокие тетки очень любят кошек. Не одинокие тоже, но меньше. Так вот-у всех практически без исключения одиноких теток с кошками, дома пахнет кошачьей мочой и повсюду, повсюду волосы не только теткины, но и кошкины в огромном количестве. Везде-на постели, на полу, на кровати, на диване,в кастрюлях, на потолке и т.п. Потому что этим кошкам, которых я впрочем люблю так же и как собак, надо знать свое место и не лазать везде, где ей заблагорассудится.У всех теток идут месячные. в этом ничего сверходинарного нет. И противного тоже. противно когда они забывают свернуть свои зтычки, или вытрут кровоточащую ду полотенцем и забывают этот натюрморт убрать от чужих глаз. А забывают они это возможно и редко, но не думаю, что кто то из нас хотя бы раз в жизни с этим не сталкивался.Природную глупость теток доказывает то, что они иногда имеют привычку разглядывать свою прокладку после месячных.Какого они могут там увидеть-для меня тайна о семи печатях.Ну про женские волосы в ванной, раковине и прочих местах думаю рассказывать не надо, этот ц начинает вас преследовать как только вы начинаете пусть даже не жить, а захаживать к одной и той же даме в гости.Тетки любят разводить бардак,вся их чистоплотность-это иллюзия. Достаточно заглянуть в любую бабскую сумочку. Ну а что они могут устроить в салоне своей машины-за это надо лупить розгами до поноса за открытое и циничное глумление над автопроизводителями.Ну а если учесть то, что все тетки наверное периодически не только какают, уверяю вас-это делают даже принцессы, даже ваши ""НЕ ТАКИЕ"", они еще склонны пускать газы, ну нет такого человека, который бы этого не делал, просто стараются тихо пустить шептуна...Так вот, я иногда просто обалдеваю от количества мужиков, которые самои роют себе яму, лепя своими руками из впрочем то неплохой тетки принцесс, что конечно же сказывается на их же, тупых аленей, образе жизни.Еще одна из самых мерзких тетковских привычек-давить прыщи на лице. Причем если им, у себя давить нечего-они всегда навязчиво предложат свои услуги своему в этот момент чем то занятому мужчине.Даже если нечего давить-тетка разыщет и найдет! ... разведчицы! Причем давят так, что хочется немедленно ее долбануть.Так что по сравнению с нашими не совсем чистыми и разбросанными носками, тетки те еще вонючие монстры.",,
Family&Relationships,,"В предисловии к этому посту, я настоятельно прошу всех читателей, а в особенности девушек, а в особенности женщин, а в еще большей особенности женщин после сорока-не читать ничего после этого предисловия,можно не читать даже этих строк, а плюнуть на экран вашего компа и перелистнуть закладку, потому что автар циничная сволачь и гат, потому что за этим предисловием следует разоблачение величайшегонаебалова, рабского положения, сексуального извращения,унизительного статуса и неравенства мужчин в семейной жизни, изобилующего обсцентной лексикой, в простонародье называемой русским трехэтажным матом.Итак:Во всех сказках о семейной жизни этот самый сказочный конец заканчивается одним ""жили щасливо и умерли в один день!""Это что за нах? Мне этта очень не нравиццо! Нинада мне эта!Да мне вообще такой конец не подходит и нах такие сказки вместе с их принцессами и бабками ежками в пизду!Что значит в один день!!!Я не хочу в один день!Вот смотрите, живем мы значит с ""любимой женой"" до 5-6-7-8 и так далее, да?Секс наверно еще есть в пятьдесят, ну допустим есть он с некоторыми напрягами в шестьдесят, возможно он есть и в семьедсят и есть+пачка виагры = секс в 8 лет!!!потом сразу инфарктнахНо мы -стареем.На то что я -старею, мне насрать, если я хочу бабу, значит я еще живой, не полутруп, не кончился как мужчина...Но жена то -тоже стареет,да ?Я конечно вполне могу допустить, что жена в 4 будет кофекта, в питьдисят будет конфекта( сколько мне это будет стоить обяебууу)Но в 6 она будет как конфекта... Только чуть чуть подтаявшая, так?А в семисят она канфетой не будет бляаать!!! Хоть ее зарежь на столе у космического херурга!Слышьте вы, ханжи сейсмоактивные, я ведь и в 5, и в 6, и в 7-8 неконфету незахочу!Потому что я привык к красивым молодым телкам!И хотеть изрядно помятую 5 летнюю бабу?Да блять у меня не встанет ни за чтоооо!!!А на 6 летнюю меня уложить -надо приговорить к пяти годам расстрела в жопу!А на 7-летнюю...это...это... это легче вам сделать льву минет, чтоб уговорить меня за все золото мира!А вот уговорить его встать на 7-летнюю старуху...Я уверен, мой вялый к тому времени стручок, скажет как в сказке человечьим голосом: "" Да поди ка ты дорогой товарищ нахуй,еби ее сам!""Я в пиццот лет буду хотеть молодых,красивых, стройных ,ебабельных телок! Вот таких!Я прекрасно понимаю, как прожив лет 4 семейной жизнью можно с глубочайшим уважением относится к своей жене, матери своих детей, но я не представляю как можно хотеть 5-6-7- летнюю старуху!!Не надо только мне врать ,что они сексуальные и придумывать еще тысячу причин тому как можно захотеть 7-летнюю женщину!Это можно от величайшей половой тоски и безысходности блеаать, не более чем!Простите меня женщины величайше, но это так!Да не то что 7-летнюю, я вообще смотрю на этих 5-летних баб, я не представляю, как кто то на них залазит, шепчет им в дряблыен шеи какие то слова, мнёт их отвисшие груди, раздвигает отвисшие складки их животов и совершает фрикции!Это уже не секс!Это даже не унылая обязанность!Это даже не издевательство над мужским либидо и естеством!Это же цирк уродов!Не ну вы сами представляете эту до невозможности сексуальную картинку?Бррр...Это прямое надругательство над красотой человеческого соединения женского и мужского.я наверное начинаю понимать, почему мужики умирают раньше.Потому что лучше так,чем каждый день в постель и никаких тебе молодых,стройных,длинноногих телок, а вместо попки как орех -сморщенная срака старой жены!Дануменянах!Я сделаю все, я буду нарушать закон, я изучу тысячу способов соблазнения, я накоплю лучше денег НЕ на похороны, я ограблю банк в конце концов...Но я в старости обещаю самому себе -я буду трахать, пусть за деньги, пусть за ништяки, но даже в семисят лет, если дай бог доживу...Я буду трахать красивых, молодых, плохих, циничных телок.И простите меня заранее мои ровесницы... Вам ведь тоже не захочется сморщенного старичка в ваши семисят.Копите дениг, чо )",,
Family&Relationships,,"Здравствуйте! Вот и я дошла до того, что в реальной жизни поговорить не с кем! Зовут меня Елена, и мне 28 лет. Есть дочь от первого брака, 5 лет. Сын, 2 лет, рожден в нынешнем браке. Сейчас я нахожусь на 11 неделе беременности. С мужем мы живём уже 4й год, брак официальный. Сына он безумно любит, падчерицу не обижает, говорит, что любит, как родную. Но к моему беременному положению относится весьма прохладно, и постоянно доводит меня до слез.Стали очень часто ругаться из-за постоянных отсутствий. Живём в доме на земле, дел по хозяйству очень много. А он, вместо того, чтобы копать картошку и пилить дрова, пропадает целыми днями у друга. Тот младше его на несколько лет, живёт с девушкой, детей нет. Чуть наступает утро, муж бежит к другу, с нами не завтракает, убегает поскорее. Проводит все свободное время с этим другом, а тот и рад стараться! Ему тоже скучно, а заботы по дому не волнуют. Мне очень обидно, что муж живёт полной жизнью, а я в компании двоих детей, беременная, сижу дома.Подруг у меня нет, переехали из другого района, здесь ни с кем не общаюсь. Мама живёт далеко, общается по телефону, но тоже ей не до меня. Она живёт вместе с моей старшей сестрой, у той рак крови. Мама больше занята ей, а волновать маму сестра мне запретила. Была подруга, часами разговаривали по телефону. Но бывший муж запретил ей общаться со мной, иначе заберет сына. Он в глаза меня не видел, как и я его. Но ему просто надо лишить мою подружку всяких источников общения, чтобы была послушной.С моим мужем разговаривать бесполезно, вечно называет меня истеричкой. А у меня перестройка организма, гормоны, да и вопросы к нему не задуманные. Вот и приходится плакать, терпеть обиды на пустом месте, и все делать самой. Картошку копаю потихоньку, хоть и тяжело, и боюсь потерять ребенка. А ему все равно! Я плачу, а он только психует.А ещё он пристрастился к пиву, и не может вечера без него прожить. Минимум 1,5 литра, а чаще все 3 выпивает. Денег нет, работынего постоянной нет. Все, что удаётся заработать, по большей части уходит на пиво и сигареты. Купит детям по чупа-чупсу, и на этом все. Надоело уговаривать, чтобы бросил пить. Он не верит, что от пива тоже станет алкоголиком! А он уже алкоголик, если не может отказаться от дурной привычки!Как мне быть? Я и успокоиться не могу, а у меня работа через интернет, тексты пишу. Мне голова ясная нужна, иначе вообще без денег останусь. Нужно платить за свет, мобильную связь, покупать продукты. А он, зная, что дома денег нет, продолжает проливать последнее. Человек он хороший, и детей любит, и в принципе, у нас любовь не прошла. Но он явно хочет свободы, а я ему мешаю! Он хочет свободы, вечеров с другом, пива рекой! А я что? Стирка, готовка, уборка, огород, дети,работа?! Устала от быта, и некому плечо подставить. Вечерами хочется выть, как волку. От боли и одиночества!",,
Family&Relationships,," Бедненькая... Может, как-то мужа получится вывести на серьезный разговор. Другого выхода не вижу.",,
Family&Relationships,," больше ходите куда-то, друзья нужны это факт",,
Family&Relationships,,"У меня есть муж. Секс с ним тоже есть. Но засыпать в одной кровати не хочу. Во первых разные ритмы - я жаворонок, он - сова. Во вторых, мне в принципе, не комфортно с ним спать. Сейчас ночую в детской (дочке 7 лет), под предлогом, что ребенок боится спать один. Но скоро приезжает новая мебель в спальню. И муж надеется на мой ""переезд"" к нему. А мне действительно с дочкой приятней! Это моя кровинка, кусочек меня, с ней у меня более близкий эмоциональный контакт. Мы можем поболтать по-душам перед сном.Она тоже не против!Мне проще ""проведывать"" мужа время от времени для исполнения супружеского долга. Это действительно так дико и неправильно?",,
Family&Relationships,," Честно говоря, странновато. Непредставляю, как это - чтобы было неприятно или некомфортноспать с мужем... Я без своего вообще уснуть не могу...",,
Family&Relationships,," Я спустя 5 лет тоже предпочитаю спать одна. Мужики то ворочаться, то храпят, а после рождения ребенка я очень чутко сплю.",,
Family&Relationships,," Я ещё могу понять, когда человек любит спать один, и ему не комфортно спать с кем-либо. Но когда противно спать с собственным мужем - это уже что-то странное. Тут явно уже не стоит ждать хорошего от семейной жизни, ваши отношения потеряли смысл, если вам не хочется находиться рядом с любимым человеком.",,
Family&Relationships,," Ничего странного в этом нет, если комфортнее спать в одиночку, то лучше так и поступать. Мужья ведь тоже разные бывают, некоторые ворочаются всю ночь, хропят, одеяло постоянно на себя тянут.",,
Family&Relationships,," Если нравится и удобно так, то ничего плохого же нет в этом. Никто не обязан спать и делать так, как ему неудобно)",,
Family&Relationships,, да.. уж.. Ну живите как цари раньше жили - у каждого своя комната и свои аппартаменты... Глупо все-так..,,
Family&Relationships,," я этого не понимаю - я заснуть и спать без мужа - не могу. Кстати доказано, что феромоны супруга - дают более крепкий сон.. Почему у вас наоборот - могу только предположить, что что-то скоро внедрится в вашу семью.. Но - умолкаю..",,
Family&Relationships,," Для этого нужна двухкомнатная квартира, в случае чего свалить в другую комнату и отдохнуть от него недельку другую, а там глядишь и вспыхнет страсть снова.",,
Family&Relationships,," так не в страсти дело. Она есть у автора (я так поняла). дело в т ом, что спать на одной кровати физически не могут..",,
