en,ru
Yeah,Да
"Well, what you got is the situation wherein, uh, if you ever get in trouble, you want to hire the smartest, crookedest, lawyer you can find.","Что ж, у вас сложилась ситуация, в которой, э-э, если вы когда-нибудь попадете в беду, вы захотите нанять самого умного и жуликоватого адвоката, которого сможете найти."
Isn't that terrible?,Разве это не ужасно?
"And, uh, that's not the idea.","И, э-э, идея не в этом."
"It's, the idea is not to get the guy off of the crime,","Идея не в том, чтобы отстранить парня от преступления,"
"Well, to punish him for the crime but also to try and reeducate the man's thinking.","Ну, чтобы наказать его за преступление, но также и попытаться перевоспитать мышление этого человека."
"To get him out of that, uh, uh, criminal mind that he has and to direct, him into a more productive life.","Чтобы избавить его от этого, э-э-э, криминального склада ума, который у него есть, и направить его к более продуктивной жизни."
Yeah,Да
"Well we have, uh, a situation again that I am familiar with where, uh, the son of an acquaintance of mine  was killed while trying to stop a robbery.","Что ж, у нас снова, э-э, знакомая мне ситуация, когда, э-э, сын моего знакомого был убит при попытке предотвратить ограбление."
Uh-huh.,Угу.
Oh,О
"Yes,","Да,"
how sad.,как грустно.
"And the person that killed him was a young woman who had left the house with full intent to commit crimes, carrying a gun in her purse.","И человеком, который убил его, была молодая женщина, которая вышла из дома с полным намерением совершить преступления, неся пистолет в сумочке."
Uh-huh.,Угу.
"And, anyway it'd get to the,","И, в любом случае, это дошло бы до,"
she was sentenced to jail,она была приговорена к тюремному заключению
"but then due to technicalities, she was going to be out of jail within eighteen months after she was sentenced.",но затем из-за технических сложностей она должна была выйти из тюрьмы в течение восемнадцати месяцев после вынесения приговора.
Oh.,Ой.
"Of course it took eighteen months for the thing, the trial to happen.","Конечно, потребовалось восемнадцать месяцев, чтобы это произошло, судебный процесс."
Right.,Верно.
"So, then, uh, there was a letter writing campaign that went in,","Итак, затем, э-э, была проведена кампания по написанию писем, которая прошла в,"
and the Parole Board received approximately a thousand letters protesting putting this person back on the street within eighteen months after killing someone.,"и Комиссия по условно-досрочному освобождению получила около тысячи писем с протестом против возвращения этого человека на улицу в течение восемнадцати месяцев после того, как он кого-то убил."
"And, uh, fortunately it worked.","И, э-э, к счастью, это сработало."
"They, uh, they corrected the technicality.","Они, э-э, они исправили технические неполадки."
"Well if,","Хорошо, если,"
And the person now will have to serve three to four years of the seven or eight they were sentenced to.,"И теперь этому человеку придется отсидеть три-четыре года из семи или восьми, к которым он был приговорен."
Yes.,Да.
"If enough of the public, responded to, uh, the the, uh, parties that are involved, and if enough,","Если достаточное количество общественности отреагировало на, э-э, вовлеченные стороны, и если достаточно,"
they will listen to the voice of the people.,они будут прислушиваться к голосу народа.
"I have found that out. That if enough people respond and rise up against the injustices being done, something is going to change.","Я это выяснил. Что если достаточное количество людей откликнется и восстанет против творимой несправедливости, что-то изменится."
Right.,Верно.
People have to be involved.,Люди должны быть вовлечены.
sipping through a This is it,потягивая это оно
Yeah.,Да.
and most people don't take the time.,и большинство людей не тратят на это время.
That's right.,Верно.
Again the only reason I took the time is because I was personally acquainted  with these people.,"Опять же, единственная причина, по которой я нашел время, заключается в том, что я был лично знаком с этими людьми."
That's right.,Верно.
I'm just  as guilty as the rest in that respect.,"В этом отношении я так же виноват, как и все остальные."
"You were,","Вы были,"
Yes.,Да.
"Uh, but, and I'm not making an excuse","Э-э, но, и я не ищу оправдания"
"but we, our priorities are a bit backward.","но мы, наши приоритеты немного отстали."
Oh yes.,О да.
"Well, they, again the,","Что ж, они, опять же,,"
"and I'm not knocking the civil rights program or anything like that,","и я не подрываю программу гражданских прав или что-то в этом роде,"
"but we've gone, overboard to, uh, protect persons from being, having their civil rights, violated to the point where the person that is damaged, is not protected.","но мы переборщили, чтобы, э-э, защитить людей от нарушения их гражданских прав до такой степени, что пострадавший человек не защищен."
"It's again the victim gets worse punishment then the person, that commits the crimes.","Опять же, жертва получает худшее наказание, чем человек, совершающий преступления."
That's correct.,Это верно.
Yeah,Да
Yeah.,Да.
Yeah.,Да.
Okay.,Хорошо.
I think we're both in agreement on this subject.,"Я думаю, мы оба согласны по этому вопросу."
"Well, I am too.","Что ж, я тоже."
"I mean I, I just can't.","Я имею в виду, я, я просто не могу."
"I, you know, I served on a jury for a lady that was having a mental problem","Я, вы знаете, я был в жюри присяжных по делу леди, у которой были проблемы с психикой"
and we found her not guilty because the lady obviously was not in their right mind.,"и мы признали ее невиновной, потому что леди явно была не в своем уме."
"So if the person is not in the right mind, I mean they had to, uh, put her away.","Так что, если человек не в своем уме, я имею в виду, что они должны были, э-э, упрятать ее подальше."
Yeah.,Да.
"But for her own safety and for, because she didn't know what she was doing.","Но ради ее собственной безопасности и потому, что она не знала, что делала."
"And we couldn't, we just dismissed the case.  You know,","И мы не смогли, мы просто закрыли дело.  Ты знаешь,"
Yeah.,Да.
"and, and, she was, uh, taken care of by the proper facility.","и, и, о ней, э-э, позаботились в надлежащем учреждении."
Yeah.,Да.
Well another side of the coin that with our justice system there are a lot of frivolous cases that go to court.,"Что ж, другая сторона медали в том, что в нашей системе правосудия есть много несерьезных дел, которые доходят до суда."
"There are a lot of things that could be settled out of court which, uh, or should never have gone to court.","Есть много вещей, которые можно было бы урегулировать во внесудебном порядке, но которые, э-э, никогда не должны были обращаться в суд."
"Yes,","Да,"
that's true.,это правда.
"And then the amazing thing, of course, is how, uh, some cases can come to trial in thirty days,","И потом, конечно, удивительно, как некоторые дела могут дойти до суда за тридцать дней,"
and others it takes eighteen months,а у других на это уходит восемнадцать месяцев
"Carolyn, I have a little Schnauzer, little miniature Schnauzer.","Кэролин, у меня есть маленький шнауцер, маленький миниатюрный шнауцер."
Oh.,Ой.
What do you have?,Что у тебя есть?
"Well, it's kind of a mixed breed that we got from the Humane Society","Ну, это своего рода смешанная порода, которую мы получили от Общества защиты животных"
"You know, those make the best animals, uh, best pets.","Ты знаешь, из них получаются лучшие животные, э-э, лучшие домашние любимцы."
"My, uh, son has a, uh, oh,","У моего, э-э, сына есть, э-э, о,"
"it's a real mixture,","это настоящая смесь,"
"it's part, uh, Doberman and part Husky","это наполовину, э-э, доберман, наполовину хаски"
"Oh, my.",О боже.
"Yes,","Да,"
"and they, gentlest dog you ever met,","и они, самые нежные собаки, которых вы когда-либо встречали,"
"and they got him from the, uh, Humane Society here in Oklahoma City","и они забрали его из, э-э, Общества защиты прав человека здесь, в Оклахома-Сити"
"Oh,","О,"
and she's just turned out to be a jewel.,и она просто оказалась драгоценностью.
"My, my little Schnauzer is, is my friend.","Мой, мой маленький шнауцер - мой друг."
She is so spoiled.,Она такая избалованная.
"She's a year and a half old now,","Сейчас ей полтора года,"
"and being single, she's become very important in my life","и будучи одинокой, она стала очень важной в моей жизни"
Uh-huh.,Угу.
"it's so nice to have, come home and find something, or someone who's really so happy to see you.","это так приятно - прийти домой и найти что-то или кого-то, кто действительно так рад тебя видеть."
"Well, my children are the ones that wanted our pet,","Что ж, это мои дети хотели нашего питомца,"
and this one is probably the best one that we have had.,"и это, наверное, лучшее, что у нас было."
"Um, as I say, we got it from the Humane Society,","Эм, как я уже сказал, мы получили это от Общества защиты прав человека,"
"and, uh, we had lost a pet,","и, э-э, мы потеряли домашнее животное,"
and we really went there looking for the one that we had lost.,"и мы действительно отправились туда в поисках того, кого потеряли."
"It got out under the fence while we were on vacation,","Это вылезло из-под забора, пока мы были в отпуске,"
"and we just looked all over for it and couldn't find it,","и мы просто искали его повсюду и не смогли найти,"
"but, uh, when we walked in to the, to the Humane Society, this little dog was, uh, in the office and would sit up and beg,","но, э-э, когда мы зашли в Гуманное общество, эта маленькая собачка была, э-э, в офисе и сидела и умоляла,"
"and just, oh, he was so cute,","и просто, о, он был таким милым,"
and the kids just fell in love with it.,и дети просто влюбились в это.
We just couldn't leave without it.,Мы просто не могли уехать без этого.
"But, it's, um, whoever had it before must have trained it real well, because it's just, you know, it's, uh, a good house dog.","Но это, эм, тот, у кого она была раньше, должно быть, очень хорошо ее дрессировал, потому что это просто, вы знаете, это, эм, хорошая домашняя собака."
I've never had one that I could keep in the house before and tolerate it,"У меня никогда раньше не было такого, что я могла бы держать в доме и терпеть это"
"Sometimes I wish I had not gotten this one, it's a puppy, because I work","Иногда я жалею, что мне достался этот щенок, потому что я работаю"
and I'm not home,и меня нет дома
Uh-huh.,Угу.
"and unfortunately she's not as well trained as, as I would like her to be","и, к сожалению, она не так хорошо обучена, как мне бы хотелось, чтобы она была"
Uh-huh.,Угу.
"and I realize it's my fault,","и я понимаю, что это моя вина,"
"I'm not doing a really great job as a disciplinarian,","Я не очень хорошо справляюсь с обязанностями по соблюдению дисциплины,"
"but, uh,","но, э-э,"
"It's hard to do that when you're not there constantly,","Трудно это делать, когда тебя постоянно нет рядом,"
"It is,","Это,"
it is.,это.
"She's, you know, she's real good,","Она, ты знаешь, она действительно хороша,"
"I can leave her all day in the bathroom with her toys and her food and everything,","Я могу оставить ее на весь день в ванной с ее игрушками, едой и всем остальным,"
Um.,Хм.
"and, and, not one mess does she make","и, и, ни одного беспорядка она не устраивает"
Oh.,Ой.
"and then we go outside,","а потом мы выходим на улицу,"
"and she'll stay outside for, oh, thirty minutes to an hour, come inside and use the restroom.","и она останется снаружи, о-о, от тридцати минут до часа, зайдет внутрь и воспользуется туалетом."
Um.,Хм.
I just want to kill her at those times.,В такие моменты мне просто хочется убить ее.
Oh.,Ой.
"But she's a doll,","Но она кукла,"
"she's a love,","она - любовь,"
she really is.,она действительно такая.
"About the only time we have,","О единственном времени, которое у нас есть,"
"well, I shouldn't say the only time,","ну, я бы не сказал, что это был единственный раз,"
"but most of the time when we have problems with restroom is in the night,","но большую часть времени, когда у нас возникают проблемы с туалетом, это ночью,"
"and, uh, she usually stays inside at night.","и, э-э, она обычно остается дома по ночам."
"We try to take her out right before we go to sleep,","Мы пытаемся вывести ее на улицу прямо перед сном,"
"but, uh, sometimes it doesn't work","но, э-э, иногда это не работает"
"You know, I, I, we always had a pet when I was growing up, oh always had a dog.","Ты знаешь, у меня, у меня, у нас всегда было домашнее животное, когда я рос, о, у нас всегда была собака."
My mother did not like cats.,Моя мать не любила кошек.
"So we always had a dog,","Так что у нас всегда была собака,"
"and, and then, course, when my children were growing up, we always had a dog, and always said it was because the children wanted the pet","и, и потом, конечно, когда мои дети росли, у нас всегда была собака, и мы всегда говорили, что это потому, что дети хотели иметь домашнее животное"
Uh-huh.,Угу.
"and I find that I'm enjoying this one far more than I ever did when it was the children's dog,","и я обнаружил, что этот пес мне нравится гораздо больше, чем когда-либо, когда это была детская собака,"
Oh.,Ой.
"I, uh, in fact my children gave me this, this little puppy for Christmas.","Я, э-э, на самом деле мои дети подарили мне этого, этого маленького щенка на Рождество."
What a cute idea.,Какая милая идея.
"Yeah,","Да,"
I think so,Я так думаю
"Well, we got one one year for Christmas,","Что ж, у нас есть один на Рождество в этом году,"
"and, uh, I had a baby the next day","и, э-э, на следующий день у меня родился ребенок"
"Oh, my goodness.","О, боже мой."
"and, uh, so that one wasn't really well trained","и, э-э, так что тот был не очень хорошо обучен"
"Two babies,","Двое младенцев,"
huh.,Хм.
Oh.,Ой.
"Oh, I just didn't have time to take care of baby and train puppy at the same time,","О, у меня просто не было времени заботиться о ребенке и дрессировать щенка одновременно,"
"so,","так,"
"That, that is really probably bad timing.","Это, это действительно, вероятно, неподходящее время."
"Yeah,","Да,"
I,Я
"it was,","это было,"
it really was.,это действительно было так.
"The older kids had wanted one, though,","Хотя дети постарше хотели такую же,"
"and, you know, we thought, well that would be a fun time for them to have it, you know, get it at Christmas time.","и, вы знаете, мы подумали, что для них было бы забавно провести это время, ну, знаете, получить это на Рождество."
"It was a little Spitz, a little white fluffy and, you know, looked like it came right from the north pole,","Это был маленький шпиц, маленький белый пушистый и, знаете, выглядел так, словно прилетел прямо с северного полюса,"
"Oh, yes,","О, да,"
"and that was fun,","и это было весело,"
"but, um, I, I sure wasn't good at training it","но, эм, я, я уверен, что не был хорош в этом обучении"
Do you,Вы
"I think you have to have time, you know to do those things.","Я думаю, у тебя должно быть время, ты знаешь, чтобы делать такие вещи."
and patience,и терпение
"and you have to, you really have to be, just like your children,","и вы должны, вы действительно должны быть такими же, как ваши дети,"
"when you set a rule you have to stand by it, and be consistent","когда вы устанавливаете правило, вы должны придерживаться его и быть последовательными"
That's right.,Верно.
and ...,и...
"Well, um, since I'm in college, uh, I mean, uh, I haven't seen that much change","Ну, эм, с тех пор как я учусь в колледже, эм, я имею в виду, эм, я не видел таких уж больших изменений"
"I'm kind of young still,","Я все еще немного молод,"
"I don't know how much it changed in the last, uh, twenty years anyway.","В любом случае, я не знаю, насколько это изменилось за последние, э-э, двадцать лет."
"But, I don't know.","Но, я не знаю."
"Do you, do you have an idea of, of how much.","У тебя, у тебя есть представление о том, насколько."
"No,","Нет,"
I'm not that old either,Я тоже не настолько стар
Uh-huh.,Угу.
I'm only twenty-nine.,Мне всего двадцать девять.
"Oh, okay.","О, ладно."
"So, social changes aren't that much for me either.",Так что социальные перемены тоже не так уж важны для меня.
"Yeah,","Да,"
right.,верно.
"Well, I can remember are from, from my childhood were the disco days","Ну, я помню, это из моего детства были дни дискотек"
"and maybe that's changed a lot. Uh the way, the way people dress","и, возможно, это сильно изменилось. Э-э, то, как люди одеваются"
"Well, yeah,","Ну, да,"
that.,это.
"and, uh.","и, эм."
I think attitudes are more lax now than they used to be.,"Я думаю, что сейчас отношение более распущенное, чем раньше."
More lax?,Более расслабленный?
"Uh-huh,","Ага,"
relaxed and laid back and stuff,"расслабленный, непринужденный и все такое"
Uh-huh.,Угу.
and.,и.
Maybe a people are a little more open-minded than maybe they used to be.,"Может быть, люди стали немного более непредубежденными, чем, возможно, были раньше."
I think so.,Я так думаю.
Uh-huh.,Угу.
"I think so,","Я так думаю,"
"and a lot,","и многое другое,"
"I think people are, are used to now saying what's, what's on their minds more more up front than they used to be.","Я думаю, что люди привыкли сейчас говорить то, что у них на уме, более откровенно, чем раньше."
Right.,Верно.
Right.,Верно.
Uh-huh.,Угу.
"Especially with like a lot of the different organizations now like, you know, Pro-Life and, and uh, Choice in, in the special interest groups maybe um, like amnesty.","Особенно с учетом того, что сейчас существует множество различных организаций, таких как, знаете, ""За жизнь"" и, э-э, выбор в группах с особыми интересами, может быть, э-э, таких как amnesty."
Right.,Верно.
"Uh, yeah,","О, да,"
"maybe people are a little, a little more, uh, free to express their opinions, socially free.","может быть, люди немного, немного более, э-э, свободны выражать свое мнение, социально свободны."
"Yeah,","Да,"
I think so.,Я так думаю.
"I think women have come out more too, on, on like child abuse and, and the wife beatings,","Я думаю, что женщины тоже стали чаще высказываться по таким вопросам, как жестокое обращение с детьми и избиения жен,"
"Oh, yeah.","О, да."
Right.,Верно.
"and and like you said, pro pro-choice and whatnot.","и, как ты сказал, про выбор и все такое."
Uh-huh.,Угу.
Uh-huh.,Угу.
Uh-huh.,Угу.
Right.,Верно.
"I think that's become more outstanding than it used to be where women, I think used to be a little bit afraid of coming out and saying something.","Я думаю, что это стало более выдающимся, чем было раньше, когда женщины, я думаю, раньше немного боялись выйти и что-то сказать."
Right.,Верно.
Just wasn't socially acceptable.,Просто это было социально неприемлемо.
"No,","Нет,"
huh-uh.,ха-ха.
Yeah.,Да.
"Uh, maybe, maybe too a big social change that's, that's maybe for the worst is, uh, is, is how, um, the people's, uh, views on, on relationships has changed, you know,","Э-э, может быть, может быть, слишком большие социальные перемены, которые, возможно, к худшему, э-э, это то, как, э-э, взгляды людей на отношения изменились, вы знаете,"
"and now we have, now we have several, you know, we have to worry about AIDS","и теперь у нас есть, теперь у нас есть несколько, вы знаете, мы должны беспокоиться о СПИДе"
"and we have to worry about, uh, maybe people are becoming more aware, more, more afraid of relationships.","и мы должны беспокоиться о том, что, возможно, люди становятся более осведомленными, больше, больше боятся отношений."
Right.,Верно.
"Well, I know like when I was in high school and junior high and stuff and sitting down and having the sex talk with mom, you know and all that stuff,","Ну, я знаю, например, когда я учился в старшей школе и младших классах и все такое, сидел и разговаривал о сексе с мамой, ну, знаешь, и все такое прочее,"
Uh-huh.,Угу.
"and, you know, we didn't have to talk about,","и, ты знаешь, нам не нужно было говорить о,"
"well basically her thing was just don't do it, you know","ну, по сути, ее фишкой было просто не делай этого, понимаешь"
right.,верно.
Yeah.,Да.
"but, I'm not, I'm not naive, to think that my children are not going to not do it.","но я не такая, я не наивная, чтобы думать, что мои дети не собираются этого не делать."
Yeah.,Да.
It wasn't that long that I was that young.,"Прошло не так уж много времени с тех пор, как я был так молод."
Yeah.,Да.
"And I've got a ten year old,","И у меня есть десятилетний ребенок,"
"and, you know, he thought, he knows about condoms,","и, знаете, подумал он, он знает о презервативах,"
"and and he knows about AIDS,","и и он знает о СПИДе,"
Uh-huh.,Угу.
and it's just different things you have to talk to them about now that you would never even have dreamt to have to say anything about.,"и это просто разные вещи, о которых тебе сейчас приходится говорить с ними, о которых ты никогда бы даже не подумал, что тебе придется что-то говорить."
Uh-huh.,Угу.
Yeah.,Да.
Right.,Верно.
"It used to be that we were, that we were trying to protect morality.","Раньше было так, что мы были, что мы пытались защитить мораль."
Now it's we're protecting our lives.,Теперь это мы защищаем наши жизни.
"It's a it's a much different,","Это это совсем другое,"
Uh-huh.,Угу.
"we have, you know,","у нас есть, ты знаешь,"
"you can't just, just hope for abstinence.","ты не можешь просто, просто надеяться на воздержание."
"No,","Нет,"
"I don't, I think that's stupidity on parents' part.","Я не думаю, я думаю, что это глупость со стороны родителей."
"I mean that's, sex is rampant,","Я имею в виду, что секс безудержен,"
Yeah.,Да.
"and it always will be,","и так будет всегда,"
"and and I think, too, noticing the kids, that the fourth and fifth graders, which is what my son is and stuff, they, they're just, they're more, they're very open.","и я тоже думаю, замечая детей, что четвероклассники и пятиклассницы, каков мой сын и все такое, они, они просто, они больше, они очень открыты."
Yeah.,Да.
Uh-huh.,Угу.
Uh-huh.,Угу.
"I mean, the boys are very open because that's, that's all I have is boys, so that's all I'm around basically, is boys,","Я имею в виду, что мальчики очень открыты, потому что это... это все, что у меня есть, - это мальчики, так что, по сути, все, с кем я общаюсь, - это мальчики,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"but they talk about things that I, my brother didn't talk about until he was in college you know,","но они говорят о вещах, о которых я, мой брат, не говорил, пока он не учился в колледже, ты знаешь,"
Uh-huh.,Угу.
"and, and they sit down","и, и они садятся"
and they look at you right in the face,и они смотрят тебе прямо в лицо
and they expect a truthful answer.,и они ожидают правдивого ответа.
That's right.,Верно.
"You can't get them, give them, the, oh, you know, Cabbage Patch answers and stuff.","Ты не можешь получить их, дать им, ну, ты знаешь, ответы на капустные грядки и все такое."
Yeah.,Да.
"They, they,","Они, они,"
that just does not go.,это просто так не проходит.
Right.,Верно.
"And they can tell me, basically some things that I don't know","И они могут рассказать мне, в основном, о некоторых вещах, которых я не знаю"
Uh-huh.,Угу.
"But it, it's interesting, listening to them.","Но это, это интересно, слушать их."
"I think, I think the social changes in them, I think I see it more with that generation than I do with like our generation.","Я думаю, я думаю, что социальные изменения в них, я думаю, что я вижу это больше с тем поколением, чем с таким, как наше поколение."
Uh-huh.,Угу.
"Right,","Правильно,"
right.,верно.
"Yeah,","Да,"
"I, I, I imagine you're right.","Я, я, я полагаю, ты прав."
"I, I teach swim lessons a lot,","Я, я много даю уроков плавания,"
"and, and to see what, see what kids talk about when, uh, you know, they're, they're open about, well, you know,","и, и посмотреть, о чем, посмотреть, о чем говорят дети, когда, э-э, вы знаете, они, они открыты по поводу, ну, вы знаете,"
"kids are a lot more educated now than I think that, that, like we were, uh, at that age um, about a lot of things.","дети сейчас намного более образованны, чем я думаю, что, как и мы, э-э, в том возрасте, э-э, во многих вещах."
"Yeah,","Да,"
I do too.,Я тоже так делаю.
"You know, besides what, besides what they learn, uh, from, from our social environment is, uh, their education is just amazing.","Вы знаете, помимо того, помимо того, чему они учатся, э-э, в нашей социальной среде, их образование просто потрясающее."
"Kids are, kids are learning, uh, you know,","Дети, дети учатся, э-э, ты знаешь,"
"their math is just,","их математика просто,"
"every year, uh, algebra goes down a grade, you know,","каждый год, э-э, алгебра понижается на один балл, ты знаешь,"
"and, and, uh, students learn it earlier.","и, и, э-э, студенты учатся этому раньше."
"I know,","Я знаю,"
"well, my son, the, my fourth grader, he is,","ну, мой сын, мой четвероклассник, он,"
"Uh, which ones have you seen lately?","Э-э, какие из них вы видели в последнее время?"
"Oh, I just sort of blanking tonight.","О, я просто как бы отключаюсь сегодня вечером."
"I just got done saying I just saw one, uh, fairly recently.","Я только что закончил говорить, что видел одного, э-э, совсем недавно."
"Uh, oh, gosh, oh, I know, uh, uh, the one with the two girls that take off from, uh, uh, across, across the country on a crime spree.","Э-э, о, боже, о, я знаю, э-э, ту, с двумя девушками, которые сбежали с, э-э, э-э, с другого конца страны, совершая преступления."
"THELMA AND LOUISE,","ТЕЛЬМА И ЛУИЗА,"
"THELMA AND LOUISE,","ТЕЛЬМА И ЛУИЗА,"
yeah.,да.
Yeah.,Да.
I haven't seen that.,Я этого не видел.
Is it good?,Это хорошо?
"Yeah,","Да,"
"it really is,","это действительно так,"
"it's, it's interesting.","это, это интересно."
Is it?,Так ли это?
"Oh, yeah,","О, да,"
I enjoyed it.,Мне это нравилось.
"I was going to go see, uh, the Billy Crystal movie, also, which was,","Я тоже собирался пойти посмотреть, э-э, фильм с Билли Кристалом, который был,"
I'm a little bit behind.,Я немного отстал.
I usually rent them,Обычно я беру их напрокат
"Yeah,","Да,"
"I, I'm not familiar.","Я, я не знаком с этим."
"Which, which Billy Crystal movie?","Какой, какой фильм с Билли Кристалом?"
"Oh, this is the,","О, это тот самый,"
"uh, just the one, oh,","э-э, только один, о,"
"gosh,","Боже,"
"it was the, uh, CITY SLICKERS,","это были, э-э, ГОРОДСКИЕ ПИЖОНЫ,"
"Oh, CITY SLICKERS,","О, ГОРОДСКИЕ ПИЖОНЫ,"
right.,верно.
That's a real good show.,Это действительно хорошее шоу.
Have you seen that?,Вы это видели?
"Yeah,","Да,"
it's great.,это великолепно.
"Uh, it says a lot about, uh, uh, you know,","Э-э, это многое говорит о, э-э, э-э, ты знаешь,"
"I, I'm young,","Я, я молод,"
"but it says a lot about middle life you know,","но знаешь, это многое говорит о среднем возрасте,"
Uh-huh.,Угу.
"and, uh, uh, it's a really good show.","и, э-э-э, это действительно хорошее шоу."
"Yeah,","Да,"
"I, I, I've heard lots of good things about it","Я, я, я слышал много хорошего об этом"
"and I would have, would have liked to have seen it,","и я бы, хотел бы увидеть это,"
but I was with my wife,но я был со своей женой
and I figured she'd like THELMA AND LOUISE better,"и я подумал, что ей больше понравятся ТЕЛЬМА И ЛУИЗА"
"so,","так,"
Yeah.,Да.
"And I'd heard it was really good, too","И я слышал, что это тоже было действительно вкусно"
"so,","так,"
Yeah.,Да.
"Uh, yeah,","О, да,"
I'm not too familiar with THELMA AND LOUISE.,Я не слишком хорошо знаком с ТЕЛЬМОЙ И ЛУИЗОЙ.
"Uh, uh, uh, recently I, I've seen, uh, the FISHER KING.","Э-э-э, недавно я, я видел, э-э, КОРОЛЯ-РЫБАКА."
Have you seen that?,Вы это видели?
No.,Нет.
It's a really good show.,Это действительно хорошее шоу.
Okay.,Хорошо.
"Uh, has Jeff Bridges and, and, uh, Robin Williams.","Э-э, есть Джефф Бриджес и, и, э-э, Робин Уильямс."
Uh-huh.,Угу.
"Uh, really, really good.","Э-э, действительно, очень хорошо."
"Yeah,","Да,"
"there's, there's been a, a fair number of, of pretty good movies out recently.",в последнее время вышло довольно много довольно хороших фильмов.
Yeah.,Да.
"I mean it kind of runs in, in batches,","Я имею в виду, что это как бы запускается партиями,"
"I mean, for a while, sometimes they come in a whole bunch of them that just, I don't even, you know doesn't even sound like something I want to see.","Я имею в виду, какое-то время, иногда они приходят целой кучей, которые просто, я даже, вы знаете, даже не похожи на то, что я хочу видеть."
Yeah.,Да.
Uh-huh.,Угу.
"What, what kind of movies in general do you like to watch?","Что, какие фильмы вообще вы любите смотреть?"
"Uh, well, I like to be entertained once in a while","Э-э, ну, мне нравится, когда меня время от времени развлекают"
"but, I, I really enjoy watching a movie that, uh, where they don't really try and attract the, you know, the great audience, but rather put out a, a real good movie.","но мне, мне действительно нравится смотреть фильм, в котором, э-э, на самом деле не пытаются привлечь, ну, знаете, великолепную аудиторию, а скорее выпускают действительно хороший фильм."
Uh-huh.,Угу.
"Uh, it always,","Э-э, это всегда,"
"my, my favorite movie of all time has been, uh, uh, THE MISSION.","моим, моим любимым фильмом всех времен был, э-э-э, ""МИССИЯ""."
Did you ever see that?,Ты когда-нибудь видел это?
"No,","Нет,"
"in fact, I'm not even familiar with it,","на самом деле, я даже не знаком с этим,"
I don't think.,Я не думаю.
"Uh, it's a, a","Э-э, это... это"
"I think it's put out by Landmark Productions, the same people who put out CHARIOTS OF FIRE.","Я думаю, что его выпустили Landmark Productions, те же люди, которые выпустили CHARIOTS OF FIRE."
Uh-huh.,Угу.
"Uh, it's a, it's a,","Э-э, это, это,"
has Robert DeNiro in it.,в нем есть Роберт Дениро.
"Uh, he plays one of the main characters","Э-э, он играет одного из главных героев"
"and, uh, it's about, uh, Jesuit community in, uh, at the Inca Falls in, in, uh, South America, Northern Argentina.","и, э-э, это о, э-э, общине иезуитов в, э-э, у водопада Инка в, э-э, Южной Америке, на севере Аргентины."
"Oh, uh-huh No,","О, угу, нет,"
"Uh, really, really good show.","Э-э, действительно, действительно хорошее шоу."
"in fact, I, I, I'll, I'll look for it because I","на самом деле, я, я, я буду, я буду искать это, потому что я"
"Yeah,","Да,"
"it's, it's something that, you know,","это, это нечто такое, что, ты знаешь,"
"it's, it's really stirring.","это, это действительно волнующе."
The cinematography is just beautiful and really beautiful scenes and real good music.,"Кинематография - это просто красивые, по-настоящему красивые сцены и по-настоящему хорошая музыка."
"Actually yeah,","Вообще-то, да,"
"my wife's from down in that region around the the, called the, the Seven Missions which are, which are right down in this, where I'm sure where it was filmed at.","моя жена родом из того региона вокруг, который называется ""Семь миссий"", которые находятся прямо здесь, где, я уверен, это было снято."
Oh.,Ой.
"And, uh, I'm sure that, that would make it worth, worth her watching.","И, э-э, я уверен, что это стоило бы того, чтобы она посмотрела."
Yeah.,Да.
"She,","Она,"
"my, my, uh, my movie watching has, has, severely, uh, has, has changed a lot since I got married.","мой, мой, э-э, просмотр фильмов сильно, э-э, сильно изменился с тех пор, как я вышла замуж."
"Oh, yeah?","О, да?"
"Yeah,","Да,"
"she, she likes, uh, action movies and, uh, and, and comedies","она, она любит, э-э, боевики и, э-э, и, и комедии"
"and so anything that's, has anything little, is a little, little bit less than sort of mainstream Hollywood is is boring to her","и поэтому все, в чем есть хоть что-то маленькое, что немного, чуть-чуть меньше, чем в мейнстрим-Голливуде, кажется ей скучным"
Uh-huh.,Угу.
Uh-huh.,Угу.
Oh.,Ой.
"And, and so I, I, I, I really, I used to watch a fair number of foreign films.","И, и поэтому я, я, я, я действительно, раньше я смотрел довольно много иностранных фильмов."
"I used to watch a lot of, sort of, the less, the less popular films.","Раньше я смотрел много, вроде как, менее популярных фильмов."
Uh-huh.,Угу.
And I find I don't do it anymore or else I have to watch them on my own.,"И я обнаруживаю, что больше этим не занимаюсь, иначе мне придется смотреть их самостоятельно."
I'm much the same way.,Я почти такой же.
"I, I, I, I have a fiance","У меня, у меня, у меня, у меня есть жених"
"and, it, it gets very difficult to, uh, uh,","и, это, становится очень трудно, э-э, э-э,"
Find something both of you will watch.,"Найдите что-нибудь, что вы оба будете смотреть."
