en,ru
"and she came through a, a spell kind of thing and ended up in a pig, um, sty,","и она прошла через что-то вроде заклинания и оказалась в свинарнике,"
and the people that she came to were just farm people,"и люди, к которым она приходила, были просто жителями фермы"
Yes.,Да.
"and she didn't understand them,","и она их не понимала,"
"and they didn't understand her,","и они не понимали ее,"
"but it came together in this book,","но все это собралось воедино в этой книге,"
and it was really a lot of fun.,и это было действительно очень весело.
"Yes,","Да,"
"I think that, uh, we, we,","Я думаю, что, э-э, мы, мы,"
Hi.,Привет.
Hi.,Привет.
"I'm wondering what, what camping means to you.","Мне интересно, что, что значит для тебя кемпинг."
"When I think of camping I think of, of bugs and sleeping bags and, and tents, uh, like along the Appalachian Trail.","Когда я думаю о кемпинге, я думаю о жуках, спальных мешках и палатках, э-э, как на Аппалачской тропе."
"Oh, very good.","О, очень хорошо."
"That's sort of the same thing that, that I do.","Это в некотором роде то же самое, что и я."
"I don't think of, um, trailers and campers and all this stuff.","Я не думаю о, эм, трейлерах, кемперах и прочем подобном."
No.,Нет.
"Um, do you do much camping?","Эм, ты часто ходишь в походы?"
I have never been camping,Я никогда не был в походе
"Oh, you've never been camping.","О, ты никогда не был в походе."
"Oh, gee.","О, боже."
No.,Нет.
Do you do much?,Много ли вы делаете?
"Well, um, yes and no,","Ну, эм, и да, и нет,"
"and, the, uh,","и, э-э-э,"
"I haven't done much recently,","В последнее время я мало что делал,"
"but, um, up until, gee, maybe five or six years ago, I did a lot of it","но, эм, до тех пор, ну и дела, может быть, пять или шесть лет назад, я делал многое из этого"
"Really,","Действительно,"
"and, you know I've,","и, ты знаешь, я,"
"Where you live now,","Где ты сейчас живешь,"
Say?,Сказать?
"or,","или,"
"No, um,","Нет, эм,"
"I used to live abroad,","Раньше я жил за границей,"
"and so, I, I camped a lot in, um, the Middle East","и вот, я, я часто ночевал в лагере на, эм, Ближнем Востоке"
"Oh, okay.","О, ладно."
"and I was able to camp right in ruins, which was always very exciting and, a bit exotic for those who love bugs,","и я смог разбить лагерь прямо в руинах, что всегда было очень захватывающе и немного экзотично для тех, кто любит насекомых,"
"Oh, I bet.","О, держу пари."
"but, um, and then when I used to come back to the states in summer we'd often go up, um, to the lake country in New York with my brother's family and, and do camping there.","но, эм, а потом, когда я летом возвращался в Штаты, мы часто ездили, эм, в озерную страну в Нью-Йорке с семьей моего брата и устраивали там кемпинг."
Uh-huh.,Угу.
"Oh, okay.","О, ладно."
"Well, my uh, husband and, and his uncle especially, uh, grew up camping together,","Ну, мой, э-э, муж и, особенно, его дядя, э-э, выросли в походах вместе,"
"and, uh, they, they just love it,","и, э-э, им, им просто это нравится,"
"and they're planning a trip, uh, into Canada this, I guess in about a year,","и они планируют поездку, э-э, в Канаду в этом году, я думаю, примерно через год,"
"and they're going to spend about a week and a half camping up there,","и они собираются провести там около полутора недель в кемпинге,"
And you're not going?,И ты не пойдешь?
"No,","Нет,"
"this is, this is a, a man's trip","это, это, мужское путешествие"
"Oh, that's too bad,","О, это так плохо,"
So they're really looking forward to that,Так что они действительно с нетерпением ждут этого
"Oh, gee.","О, боже."
so.,так.
I guess it makes a difference.,"Я думаю, это имеет значение."
"I grew up camping, being in Girl Scouts and things like that,","Я выросла в походах, состояла в герлскаутах и тому подобном,"
so.,так.
"And see I was, I was never exposed to it","И видите ли, я был, я никогда не подвергался этому"
"Uh-huh,","Ага,"
uh-huh.,угу.
"so,","так,"
"I, I feel like I'm a little bit too, uh, much of a city, city mouse to try doing it","Я, я чувствую, что я немного слишком, э-э, городская мышь, чтобы пытаться это делать"
"Oh, that's too bad.","О, это очень плохо."
"I think you know, there's certainly a lot of aspects you would like,","Я думаю, вы знаете, что, безусловно, есть много аспектов, которые вам бы понравились,"
"but maybe not the, you know the Canada men's trip, but some other, you know,","но, может быть, не та, ну, ты знаешь, мужская поездка в Канаду, а какая-нибудь другая, ну, знаешь,"
"a nice tent on the, the shore of a lake,","хорошая палатка на берегу озера,"
"and,","и,"
"What's the best part about it to, to you, the, the quiet, the getting away?","Что самое лучшее в этом для тебя, в тишине, в том, чтобы уйти?"
"Right,","Правильно,"
"the, the, the no telephone, the,","это, это, отсутствие телефона, это,"
"gee whiz, you go to bed when it gets dark,","ну и дела, ты ложишься спать, когда стемнеет,"
and you get up when it gets light,"и ты встаешь, когда становится светло"
Wow.,Вау.
"Yeah,","Да,"
"and, um, I guess just, just the change, from the rat race.","и, эм, я думаю, просто, просто перемена после крысиных бегов."
"Now, do you usually, like do you usually go and there's lots of other people around,","Итак, вы обычно, например, вы обычно идете, а вокруг много других людей,"
or is it pretty much isolated.,или это в значительной степени изолировано.
"No,","Нет,"
"it's, uh, it's pretty isolated, um,","это, э-э, это довольно изолировано, э-э,"
"and to me, I like that, I guess, too, although there are people,","и что касается меня, мне это, наверное, тоже нравится, хотя есть люди,"
"I mean, you know, it's really hard to get away","Я имею в виду, ты знаешь, это действительно трудно увести"
Yeah.,Да.
"and I guess when, when we did sites in, in the Middle East, of course it was with a group, in order to make it safe","и я думаю, когда мы делали сайты на Ближнем Востоке, конечно, это было с группой, чтобы сделать это безопасным"
Yes.,Да.
"but, I mean, we'd go in different parts of the ruins, and, and things like that.","но, я имею в виду, мы ходили в разные части руин, и, и тому подобное."
"But we didn't even have tents there,","Но у нас там даже палаток не было,"
we just sort of put out the sleeping roll,мы просто вроде как разложили спальный рулет
"Oh, good grief.","О, боже мой."
"That, that does sound neat,","Это, это действительно звучит красиво,"
"but I don't think I, I've got quite enough nerve to do that.","но я не думаю, что у меня хватит наглости сделать это."
"I know my husband's gone, uh, for several days on the Appalachian Trail before,","Я знаю, что мой муж уехал на несколько дней по Аппалачской тропе, прежде чем,"
"and he said that you can, a lot of times you can go for, you know, a good day before you'll see or meet anybody else on the trail.","и он сказал, что вы можете, много раз вы можете провести, знаете ли, хороший день, прежде чем увидите или встретите кого-нибудь еще на тропе."
Right.,Верно.
"So it's not for the faint of heart, I don't think.","Так что, я не думаю, что это не для слабонервных."
Right.,Верно.
"Actually I just joined, um, the Appalachian Trail Walking Club, or whatever they call it,","Вообще-то я только что присоединился, эм, к клубу прогулок по Аппалачской тропе, или как там это называется,"
"what,","что,"
Oh.,Ой.
I love to walk,Я люблю гулять
Uh-huh.,Угу.
"and, um, I'm going to start with day trips, though, because I don't know the territory and all,","и, эм, я собираюсь начать с однодневных поездок, потому что я не знаю территорию и все такое,"
"and I'm not sure,","и я не уверен,"
my son is not eager to go,мой сын не горит желанием ехать
"I think it would be,","Я думаю, что это было бы,"
yeah.,да.
"Well, that sounds really neat.","Что ж, это звучит действительно здорово."
"Oh, but, you know, I'm going to try","О, но, ты знаешь, я собираюсь попробовать"
"Well, gee whiz,","Ну и дела, блин,"
"I hope you get into camping some day, just slowly.","Я надеюсь, что когда-нибудь ты отправишься в поход, только потихоньку."
we talk about sometimes going up to Chincoteague,"мы говорим о том, чтобы иногда ездить в Чинкотиг"
"Oh, yeah.","О, да."
"and, uh, I,","и, э-э, я,"
"maybe, like you said, start out slow and, and kind of get used to it, and find out that it, maybe it's not as bad as I, I fear it might be","может быть, как ты сказал, начинай медленно и вроде как привыкай к этому, и поймешь, что это, может быть, не так плохо, как я боюсь, что это может быть"
"Right,","Правильно,"
"I think that, you know,","Я думаю, что, ты знаешь,"
"I guess one time recently we went up to Maine, and had planned to camp,","Я думаю, однажды недавно мы поехали в Мэн и планировали разбить лагерь,"
"and you know, the only site left when we got there was in the middle of a field,","и вы знаете, единственное место, оставшееся, когда мы туда добрались, было посреди поля,"
"and I said, Gee whiz, for twenty dollars we can go down the road and get a, a motel which we did,","и я сказал, блин, за двадцать долларов мы можем съездить по дороге и снять мотель, что мы и сделали,"
Yeah.,Да.
"and, so that, you know,","и, чтобы вы знали,"
"if the setting was right and that, it's, it's great,","если обстановка была правильной и это, это, это здорово,"
"but if it's,","но если это,"
"Well, I've been real, um, thinking I'd love to buy a new car, right now, if I could afford it.","Ну, я действительно, эм, думал, что с удовольствием купил бы новую машину прямо сейчас, если бы мог себе это позволить."
Oh,О
But we have two cars right now,Но сейчас у нас есть две машины
"and we're still paying on them,","и мы все еще платим за них,"
but I would love to have one of these new mini vans.,но я бы с удовольствием обзавелся одним из этих новых мини-фургонов.
I've got two little ones,У меня есть двое малышей
and I think that would be just the perfect family car,"и я думаю, что это был бы просто идеальный семейный автомобиль"
"I,","Я,"
right now my car is terminally ill,прямо сейчас моя машина неизлечимо больна
Oh,О
"so I am really looking at, uh, facing the purchase of a car.","так что я действительно рассматриваю, э-э, возможность покупки автомобиля."
"And,","И,"
"uh, what I would like to have is so totally impractical for me that, I won't do it.","э-э, то, что я хотел бы иметь, настолько непрактично для меня, что я не буду этого делать."
But,Но
What is it?,Что это?
"Uh, well, I would like for one time in my life to have a convertible.","Э-э, ну, я бы хотел хоть раз в жизни иметь автомобиль с откидным верхом."
Oh.,Ой.
"And, uh, you know, I don't even like the wind blowing in on me","И, э-э, ты знаешь, мне даже не нравится, когда на меня дует ветер"
so I don't know why I think I want one,"так что я не знаю, почему я думаю, что хочу его"
but I do.,но я знаю.
"Uh, I will probably stay with a foreign make.","Э-э, я, вероятно, остановлюсь на иностранной марке."
I've had real good luck with them.,Мне с ними по-настоящему повезло.
Yeah.,Да.
"We have, um, we have,","У нас есть, эм, у нас есть,"
we went out to buy an American car,мы поехали покупать американскую машину
"so we bought, um, a Chevy Nova about three years ago.","итак, мы купили, эм, Chevy Nova около трех лет назад."
"And, and we opened up the, the hood","И, и мы открыли капот"
"and it said Toyota, made in Japan, right across the front of all the engine parts","и там было написано Toyota, сделано в Японии, прямо напротив всех деталей двигателя"
Is that right?,Это правильно?
Uh-huh.,Угу.
"Toyota, uh,","Тойота, э-э,"
"well, the Chevy Nova is the same car as the Toyota Camry.","ну, ""Шевроле Нова"" - это та же машина, что и ""Тойота Камри""."
"Uh, at that time was the same car","Э-э, в то время была та же самая машина"
so they just put different names on them depending on who they're being shipped to.,"поэтому они просто ставят на них разные названия в зависимости от того, кому они отправляются."
"Oh,","О,"
I thought that was pretty,"Я подумал, что это было мило"
"well, I didn't realize it.","ну, я этого не осознавал."
"I knew that one of the, that Nissan which is Toyota had, uh, joined with, had a plant over here.","Я знал, что у одного из ""Ниссанов"", к которому присоединилась ""Тойота"", был завод здесь."
"but I, I never thought of,","но я, я никогда не думал о,"
Yeah.,Да.
"I know, uh,","Я знаю, э-э,"
you think it's a Chevrolet in the good old U S A.,"ты думаешь, это Шевроле из старых добрых США?"
"Uh-huh,","Ага,"
uh-huh.,угу.
"That's why we were so surprised to see Toyota written, I mean, imprinted on the engine.","Вот почему мы были так удивлены, увидев надпись Toyota, я имею в виду, отпечатанную на двигателе."
It was real interesting.,Это было действительно интересно.
Huh.,Хм.
"But, uh, I,","Но, э-э, я,"
"with so many options now available, you know, where, where cars are concerned, it just seems like there is, there's almost too much of a choice anymore.","теперь, когда доступно так много вариантов, вы знаете, где, что касается автомобилей, просто кажется, что выбор уже почти слишком велик."
"You know, there's so many different options and so many different prices and who has this cash back and whatever.","Вы знаете, есть так много разных вариантов и так много разных цен, и у кого есть этот кэшбэк и все такое."
"I think that if I were really serious about looking for another car, I would take into consideration the price naturally.","Я думаю, что если бы я действительно серьезно относился к поиску другой машины, я бы, естественно, принял во внимание цену."
"But, um, you know, I would really want something that I would want for that much money. For ten or twelve or fifteen thousand dollars or whatever.","Но, эм, ты знаешь, я бы действительно хотел что-то, что я хотел бы получить за такие большие деньги. За десять, или двенадцать, или пятнадцать тысяч долларов, или еще за что-нибудь."
"Well, yeah,","Ну, да,"
and that's minimum.,и это минимум.
"Oh,","О,"
definitely,определенно
"It, you know it's, it's a major purchase, now.","Это, вы знаете, сейчас это крупная покупка."
"What we used to pay for homes is now what a car, can cost.","То, что мы раньше платили за дома, теперь может стоить столько, сколько стоит автомобиль."
"I cannot imagine that, you know, somebody,","Я не могу представить, что, знаете ли, кто-то,"
"I heard a commercial or something about a sixty thousand dollar car about, oh, it would, how, exciting it is to make that kind of a purchase,","Я слышал рекламу или что-то в этом роде об автомобиле за шестьдесят тысяч долларов о том, как было бы здорово совершить такую покупку,"
"and I thought, I don't think I'd find that exciting","и я подумал, что не думаю, что нашел бы это захватывающим"
"I'd be wondering, you know, here I am buying this expensive of a car and my house isn't worth that much money","Мне было бы интересно, знаете, вот я покупаю такую дорогую машину, а мой дом не стоит таких больших денег"
"If they held their value, that would be one thing.","Если бы они сохраняли свою ценность, это было бы одно дело."
That's true.,Это правда.
"But when you consider that when you drive them off of the show lot, they're immediately two thousand dollars depreciated.","Но если учесть, что, когда вы выгоняете их с выставочной площадки, они сразу же обесцениваются на две тысячи долларов."
Yeah.,Да.
"And, you know, that,","И, вы знаете, что,"
"I don't know that, I'll go with,","Я этого не знаю, я пойду с,"
I've bought a new car the last three that I've bought,"Я купил новую машину последние три, которые я купил"
and I don't know that I'll buy a brand new one again.,"и я не знаю, куплю ли я снова совершенно новый."
Yeah.,Да.
"Well, we had a pretty,","Что ж, у нас был довольно,"
we bought our Chevrolet brand new,мы купили наш Шевроле совершенно новый
and then we bought a used car,а потом мы купили подержанную машину
"to Just a minute,","всего на минуту,"
I'll change your diaper.,Я сменю тебе подгузник.
"Then we bought our, our next car used","Потом мы купили нашу, нашу следующую подержанную машину"
"and, uh, we had better luck with our used car,","и, э-э, нам больше повезло с нашей подержанной машиной,"
and I like it more.,и мне это нравится больше.
It cost us less money,Это стоило нам меньше денег
and we got more features and air-conditioning and whatever on it then we did on our brand new one for twice as much money.,"и мы получили больше функций, кондиционеров и всего остального на нем, чем на нашем совершенно новом, за вдвое большие деньги."
"Well, I'm, I'm seriously considering going that route instead of a brand new car.","Ну, я, я серьезно подумываю о том, чтобы пойти этим путем вместо совершенно новой машины."
"If you can find one that's uh, you know, reliable","Если ты сможешь найти что-то, э-э, ну, знаешь, надежное"
If you can get someone that you trust to buy one from,"Если вы сможете уговорить кого-то, кому вы доверяете, купить его у"
"or, you know, make sure that you can have it checked out well enough","или, знаете ли, убедитесь, что вы можете достаточно хорошо это проверить"
"Uh, I wouldn't","Э-э, я бы не стал"
and they don't drive them that much.,и они не так уж часто на них ездят.
Uh-huh.,Угу.
"Sh ,","Ш ,"
Six thousand is just getting broken in for them.,Шесть тысяч - это просто влом для них.
Yeah.,Да.
And if I can find one or a repossession.,И если я смогу найти его или вернуть во владение.
"That's,","Это,"
we bought one like that.,мы купили такой же.
"And with the banks being in such financial, you know, problems now that people,","И поскольку банки сейчас испытывают такие финансовые, вы знаете, проблемы, что люди,"
you can find the banks willing to sell you a car.,"вы можете найти банки, готовые продать вам автомобиль."
Uh-huh,Ага
We bought one car that way,"Таким образом, мы купили одну машину"
"and had,","и имел,"
we bought it real reasonably,мы купили его очень разумно
"and it was in real nice condition so, because apparently whatever the bank get ...","и он был в действительно хорошем состоянии, так что, очевидно, все, что получит банк..."
"Okay, Diane.","Ладно, Диана."
And a very good afternoon to you.,И вам очень хорошего дня.
And good afternoon to you.,И вам добрый день.
"Do you, uh, do most of your cooking at home","Вы, э-э, готовите большую часть своей еды дома"
"or do you, uh, have a lot of people come in and have to prepare for them?","или к вам, э-э, приходит много людей, и вам нужно подготовиться к ним?"
"Um, no.","Эм, нет."
I do most of my cooking at home,Большую часть своей готовки я готовлю дома
"and, um, I could safely say that I have never cooked for a dinner party.","и, гм, я могу с уверенностью сказать, что я никогда не готовила для званого ужина."
Uh-huh.,Угу.
My goodness,Боже мой
"Well, what would you, uh, like to cook?","Ну, что бы ты, э-э, хотела приготовить?"
"What's, what, what's, what is your favorite, uh, recipes, uh, that you would like to have for a dinner party?","Какие, какие, какие, какие ваши любимые, э-э, рецепты, э-э, которые вы хотели бы приготовить на званый ужин?"
"Um,","Хм,"
"Now you're in Dallas, is it?","Теперь ты в Далласе, не так ли?"
"Right,","Правильно,"
I'm in Dallas.,Я в Далласе.
Okay.,Хорошо.
"Of course, um, dinner parties down here probably, oh, turn out to be more things like barbecues","Конечно, гм, званые ужины здесь, вероятно, о, больше похожи на барбекю"
"And,","И,"
"I was, I was thinking in terms of Mexican almost, Tex-Mex.","Я был, я думал почти в терминах мексиканского языка, текс-мекс."
"Uh-huh,","Ага,"
yes.,да.
"Yeah,","Да,"
"uh, Tex-Mex, uh,","э-э, текс-мекс, э-э,"
"Mexican food, um probably a little bit different than what you serve up in Pennsylvania for a dinner party.","Мексиканская кухня, гм, наверное, немного отличается от того, что подают в Пенсильвании на званый ужин."
Uh-huh.,Угу.
"Well, that's a very interesting food though","Что ж, хотя это очень интересная еда"
and when I go out to eat dinner sometimes that's the type of foods I like to find.,"и когда я иногда выхожу куда-нибудь поужинать, мне нравится находить именно такие блюда."
Uh-huh.,Угу.
Right.,Верно.
"We have, uh,","У нас есть, э-э,"
I think Chico's,"Я думаю, что Чико"
"or, or in these different restaurants in this area that, uh, have all this fine Mexican foods.","или, или в этих разных ресторанах в этом районе, где, э-э, подают все эти изысканные мексиканские блюда."
Uh-huh.,Угу.
"But, um, if I were to cook, uh, a dinner party, uh, it may be standard to you","Но, эм, если бы я готовила, эм, званый ужин, эм, для вас это могло бы быть стандартным"
"but, uh, actually I never get too much fried chicken.","но, э-э, вообще-то я никогда не ем слишком много жареной курицы."
Fried chicken.,Жареный цыпленок.
Uh-huh.,Угу.
And I love twice cooked potatoes.,"И я люблю картофель, приготовленный дважды."
"Oh, yes,","О, да,"
I have.,У меня есть.
Uh-huh.,Угу.
Right.,Верно.
"And, uh, I like broccoli casseroles which would include onion and cheese and, and more dill weed and some medium hot peppers.","И, э-э, мне нравятся запеканки из брокколи, в которые можно добавить лук и сыр, а также побольше зелени укропа и немного острого перца средней величины."
Uh-huh.,Угу.
Uh-huh.,Угу.
"As you can see, I'm inclined towards the Mexican type of a meal","Как вы можете видеть, я склоняюсь к мексиканским блюдам"
Right,Правильно
And I would probably have some quiet and gentle fried onion rings mixed in there with it too.,"И я бы, наверное, тоже добавила к нему несколько тихих и нежных обжаренных луковых колец."
Uh-huh.,Угу.
"So, uh, how would you improve upon that?","Итак, э-э, как бы вы улучшили это?"
"Oh, improve upon that?","О, улучшить это?"
Let's see.,Давайте посмотрим.
I'd probably put a bunch of fresh vegetables in.,"Я бы, наверное, положила туда пучок свежих овощей."
"And some,","И некоторые,"
More fresh vegetables?,Еще свежих овощей?
Yeah.,Да.
Included to that?,Включено в это?
"Uh, green beans and, uh carrots and things like that.","Э-э, зеленая фасоль и, э-э, морковь и тому подобное."
Uh-huh.,Угу.
How do you cook your green beans?,Как вы готовите зеленую фасоль?
My green beans?,Моя зеленая фасоль?
Uh-huh.,Угу.
"Um, I just get fresh green beans from the grocery store and snap off the ends and put them in water and steam them for about ten minutes.","Хм, я просто беру свежую зеленую фасоль в продуктовом магазине, обрываю кончики, опускаю ее в воду и готовлю на пару около десяти минут."
So you,Так вы
And I like to put a little Mrs Dash in with them.,И мне нравится приобщать к ним маленькую миссис Дэш.
All right that's what I was wondering about.,"Ладно, это то, о чем я задавался вопросом."
"What, what you use and, and in herbs and so forth.","Что, что вы используете и, и в травах и так далее."
Uh-huh.,Угу.
"Right,","Правильно,"
uh-huh.,угу.
"Um, I like to just put a tablespoon or so of Mrs Dash in there.","Хм, мне нравится просто класть туда столовую ложку или около того миссис Дэш."
Uh-huh.,Угу.
And it makes them pretty tasty.,И это делает их довольно вкусными.
Have you ever tried Chinese type green beans?,Вы когда-нибудь пробовали зеленую фасоль китайского типа?
The Chinese type.,Китайский типаж.
"Are they the real,","Являются ли они настоящими,"
"We use soy sauce,","Мы используем соевый соус,"
"No,","Нет,"
I haven't ever used that.,Я никогда этим не пользовался.
"Well, you might, uh, be interested in that.","Ну, вас это может, э-э, заинтересовать."
"Have,","Иметь,"
it gives a very delicious taste.,это придает очень восхитительный вкус.
"You, you have a soy sauce taste","Ты, у тебя вкус соевого соуса"
"and you also have a little cream sauce in there because you you would use the, uh, water and,","и еще у тебя там есть немного сливочного соуса, потому что ты... ты бы использовала, э-э, воду и,"
Uh-huh.,Угу.
"uh, golly. What's this white powder that, that, uh, that you mix with water and gives a thick sauce?","ух, черт возьми. Что это за белый порошок, который, э-э-э, который вы смешиваете с водой и получается густой соус?"
A white powder.,Белый порошок.
I can't even think of the name of that right at the moment.,"В данный момент я даже не могу придумать, как это называется."
"Um, gosh.","Эм, черт возьми."
Anyhow,В любом случае
sorry about my mind.,извини за мой разум.
That's okay.,Все в порядке.
"But, uh, it does make a nice thick creamy sauce with the green beans","Но, э-э, из него получается отличный густой сливочный соус с зеленой фасолью"
Uh-huh.,Угу.
and then you have a nice soy sauce taste under it with a few onions in there with it.,и тогда у вас получится приятный на вкус соевый соус с добавлением к нему нескольких луковиц.
If it does,Если это произойдет
Uh-huh.,Угу.
"it, it brings out such a, so much different things in, uh in the string beans.","это, это раскрывает так много разных свойств в... э-э... в стручковой фасоли."
Yeah.,Да.
"I, I like it to try them differently.","Мне, мне нравится пробовать их по-другому."
Uh-huh.,Угу.
"So you might, uh, think about that.","Так что ты мог бы, э-э, подумать об этом."
"Yeah,","Да,"
I might try that.,Я мог бы попробовать это.
Chinese cooking actually has a lot of very delicious tastes to them.,В китайской кухне на самом деле много очень вкусных блюд.
"Oh, yes.","О, да."
I love Chinese.,Я люблю китайскую кухню.
"And, uh, north African cooking is good when you use something called couscous.","И, э-э, североафриканская кухня хороша, когда вы используете что-то под названием кускус."
North African?,Северная Африка?
Uh-huh.,Угу.
"And that's, uh, made from, uh, I think they call it, beans.","И это, э-э, приготовлено из, э-э, я думаю, они называют это фасолью."
"And that's the type of something that whatever you mix with it this couscous, uh, absorbs the taste of whatever else you put in it where that makes a very delicious dish.","И это тот тип чего-то, что, что бы вы с ним ни смешивали, этот кускус, э-э, впитывает вкус всего остального, что вы в него кладете, и получается очень вкусное блюдо."
You probably have to buy that from specialty stores.,"Вероятно, вам придется покупать это в специализированных магазинах."
Uh-huh.,Угу.
"C o u s, c o u s.","Давай, давай."
"And that's a, a north African dish.",И это североафриканское блюдо.
They eat it one to two meals everyday in north Africa.,В Северной Африке его едят один-два раза в день.
Huh.,Хм.
And it is very very flexible.,"И это очень, очень гибко."
You can do a lot of things with it.,С его помощью вы можете многое сделать.
"It makes a fantastic, uh, uh, salad with cucumbers and, olive oil and onions","Получается фантастический, э-э-э, салат с огурцами, оливковым маслом и луком"
"and,","и,"
Uh-huh.,Угу.
"Oh, boy,","О, боже,"
real tasty.,очень вкусно.
"Well, I've enjoyed talking with you,","Что ж, мне было приятно поговорить с вами,"
and I hope I've given you some ideas,"и я надеюсь, что подал вам несколько идей"
"Well, I've enjoyed talking with you.","Что ж, мне понравилось с вами разговаривать."
"and, uh, that's one thing we can enjoy is good delicious food.","и, э-э, это единственное, чем мы можем наслаждаться, - это хорошей вкусной едой."
"Oh, yes.","О, да."
"Well, thank you very much Miss Diane.","Что ж, большое вам спасибо, мисс Диана."
"Okay,","Окей,"
thank you.,благодарю вас.
Bye-bye.,Пока-пока.
Bye-bye.,Пока-пока.
"All right, Carolyn,","Хорошо, Кэролин,"
"When do you,","Когда вы,"
"are you reading the papers about the, the Middle East summit?",вы читаете газеты о ближневосточном саммите?
"Uh, some.","Э-э, немного."
Yes.,Да.
I'm just a little bit too.,Я просто немного слишком.
"I think, um, I think I was worn worn out from Middle East after the war.","Я думаю, эм, я думаю, что я был измотан, измотан на Ближнем Востоке после войны."
Yeah.,Да.
"I think it kind of, uh, it didn't really take over the first page quite as much as it did I think during the war.","Я думаю, что это как бы... э-э-э... на самом деле это не занимало первую страницу так сильно, как, я думаю, было во время войны."
Uh-huh.,Угу.
"But, um, we definitely need something there with all the hostages and what all.","Но, эм, нам определенно нужно что-то там со всеми заложниками и всем прочим."
"Yeah,","Да,"
yeah.,да.
"That's I think, uh,","Это, я думаю, э-э,"
I don't know in the short run it would be really nice to get the hostages all back.,"Я не знаю, в краткосрочной перспективе было бы действительно здорово вернуть всех заложников."
Uh-huh.,Угу.
"I think that's really, uh, really important.","Я думаю, что это действительно, э-э, действительно важно."
Yeah.,Да.
But I think they just have a whole different world than we do,"Но я думаю, что у них просто совершенно другой мир, чем у нас"
"so, I don't know.","так что, я не знаю."
But I don't know what do you think some of the long term repercussions might be?,"Но я не знаю, какими, по-вашему, могут быть некоторые долгосрочные последствия?"
"Oh, well, you know, I just see this Middle East situation with, with Russia and everything there that's happened I think that that crisis has kind of slowed down,","О, ну, вы знаете, я просто вижу эту ситуацию на Ближнем Востоке с Россией и всем, что там произошло, я думаю, что этот кризис отчасти замедлился,"
"and I see the Middle East as being, you know the real hot spot of the future so to speak.","и я рассматриваю Ближний Восток как, вы знаете, настоящую горячую точку будущего, так сказать."
Uh-huh.,Угу.
Yeah.,Да.
"So, I guess I view it as being the prime importance as far as trying to negotiate, trying to wind down some of the tensions and everything that are there.","Итак, я полагаю, что рассматриваю это как первостепенную важность с точки зрения попыток переговоров, попыток ослабить некоторую напряженность и все остальное, что там есть."
Uh-huh.,Угу.
"Yeah,","Да,"
"I think, um,","Я думаю, эм,"
"I don't know I have, uh, I just have this, this civil rights mentality I, I guess.","Я не знаю, у меня, э-э, просто у меня такой менталитет гражданских прав, я, наверное."
You know should we,"Ты знаешь, должны ли мы"
"or, or you know, should we, uh,","или, или ты знаешь, должны ли мы, э-э,"
"those, I wish those countries could have the same type of freedoms or whatever that we do.","те, я хотел бы, чтобы в этих странах были такие же свободы или что-то еще, что делаем мы."
Uh-huh.,Угу.
"I guess that's what I, I hope for them.","Я думаю, это то, на что я, я надеюсь для них."
But some of them don't want those freedoms I think.,"Но я думаю, что некоторые из них не хотят этих свобод."
"Their, their religious beliefs may, um, may not, you know,","Их, их религиозные убеждения могут, эм, могут и не быть, ты знаешь,"
they may not want it as a whole,они могут не захотеть этого в целом
so I think that's something that has to be considered too.,"так что я думаю, что это тоже нужно учитывать."
Yeah.,Да.
"But I think that's a, that's really a long term type thing.","Но я думаю, что это действительно долгосрочная вещь."
"I know that the, the,","Я знаю, что тот, тот,"
it said think about long term repercussions,там говорилось подумайте о долгосрочных последствиях
"and I was just thinking, well, peace is peace you know,","и я просто подумал, ну, мир есть мир, ты же знаешь,"
Uh-huh.,Угу.
and that really is the nicest thing.,и это действительно самая приятная вещь.
I guess the question in my mind somewhat,"Я предполагаю, что вопрос в моей голове несколько"
"and, and it depends on the country, you know,","и, и это зависит от страны, вы знаете,"
I think some are more peaceful than others.,"Я думаю, что некоторые из них более миролюбивы, чем другие."
"Uh-huh,","Ага,"
yeah.,да.
"If you look at, um, Iraq for example and you know the recent thing with the U N going in there and the, the bomb development and all this kind of stuff, you know.","Если вы посмотрите, гм, на Ирак, например, и вы знаете недавнюю историю с американцами, отправляющимися туда, и разработкой бомбы, и всем подобным, вы знаете."
Yeah.,Да.
Uh-huh.,Угу.
Gosh.,Боже.
"I think, you know, we should have got him while we could or whatever.","Я думаю, вы знаете, мы должны были заполучить его, пока могли, или что-то в этом роде."
Yeah.,Да.
Yeah.,Да.
"I, I think so.","Я, я так думаю."
"I think, um,","Я думаю, эм,"
"And I think there's a certain mentality to that that's in the Middle East, you know, the, the constant fighting, you know","И я думаю, что в этом есть определенный менталитет, присущий Ближнему Востоку, вы знаете, постоянные боевые действия, вы знаете"
"And,","И,"
"and,","и,"
Right.,Верно.
"I think, I think they realized we would probably never push him out","Я думаю, я думаю, они поняли, что мы, вероятно, никогда не вытолкнем его вон"
