,Unnamed: 0,speaker,text,code
172877,172877,B,The war?,qy^d
172878,172878,A,Uh-huh.,ny
172879,172879,B,You mean in terms of the economy,qy^d
172880,172880,B,"or,",%
172881,172881,A,"Uh, the economy,",na
172882,172882,A,"the,",%
172883,172883,A,"our soldiers going over, uh,",sd
172884,172884,B,"Oh,",b
172885,172885,A,just everything.,sd
172886,172886,B,I thought we were going to talk about social changes.,sd
172887,172887,B,"Is that, is that what",%
172888,172888,B,"you're kind, of directing it,",qy
172889,172889,A,"Yeah,",ny
172890,172890,A,yeah.,ny
172891,172891,B,Oh okay,bk
172892,172892,A,"Yeah,",b
172893,172893,B,Okay,b
172894,172894,B,"well Um. Well, I think it's caused a lot of, you know, big difference between when people had gone to war before, like compared to Vietnam",sv
172895,172895,A,that's the first thing I thought of,sd
172896,172896,A,I don't know.,h
172897,172897,A,Right.,b
172898,172898,B,"because, I mean, I know that there was so much more support for the soldiers going over,",sv
172899,172899,A,Right.,b
172900,172900,B,"and even people that didn't agree with the war still seem to be able to separate that, you know, and support the soldiers,",sv
172901,172901,A,Right,b
172902,172902,A,"and,",%
172903,172903,B,so.,%
172904,172904,A,"I know that, uh, I've heard people say that you know when people that went to World War Two",sd
172905,172905,A,"you couldn't become a political figure or president unless you had served in the war,",sd
172906,172906,B,Yeah.,b
172907,172907,A,"but then in Vietnam that was totally different, you know,",sv
172908,172908,A,you couldn't be a political figure if you were in Vietnam probably.,sv
172909,172909,B,"Yeah,",b
172910,172910,A,"And now, if you've served in Desert Storm you probably would be a, a good candidate. exactly, exactly.",sv
172911,172911,B,yeah.,b
172912,172912,B,"Yes,",aa
172913,172913,B,"it would be like a bonus for your, image or something.",sv
172914,172914,B,Yeah,b
172915,172915,B,"it,",%
172916,172916,B,"I'm sure it caused a lot of changes in terms of how many families had to have their income, just drastically altered.",sv
172917,172917,A,"Oh, torn apart.",^2
172918,172918,A,"Oh,",%
172919,172919,B,"We had people down the street that the guy was in the reserves and he was just about ready to go and they have a, just had a new baby,",sd
172920,172920,A,Uh-huh.,b
172921,172921,B,"and, uh, they would have, she would have had to go back to work",sd
172922,172922,B,"and, I think she said their income would have dropped by like two thirds.",sd
172923,172923,A,Right.,b
172924,172924,A,"So it,",%
172925,172925,A,"that's also a good reason why it, it,",sv
172926,172926,A,or good that it ended as soon as it did.,sv
172927,172927,B,"Yeah,",b
172928,172928,B,yeah.,b
172929,172929,B,"I think the biggest change that we've seen, um, in, in my life or whatever lately is the economy,",sv
172930,172930,A,Uh-huh.,b
172931,172931,B,"and things are so tight,",sv
172932,172932,B,and like my husband hasn't gotten a raise in two years,sd
172933,172933,B,"and, you know.",%
172934,172934,A,"Exactly,",ba
172935,172935,A,"and it seems like everything is raising, everything that can be, cigarettes, not that I smoke, but cigarettes, um, uh, stamps,",sv
172936,172936,B,Yeah.,b
172937,172937,A,I mean it seems like,sv
172938,172938,B,Even dog licenses,sv
172939,172939,B,"I mean,",%
172940,172940,A,"Exactly,",aa
172941,172941,A,"everything single thing that we do, is higher,",sv
172942,172942,B,Yeah.,b
172943,172943,B,Yeah.,b
172944,172944,A,you know. And they just raised the minimum wage today,sd
172945,172945,A,"but that's not like, you know, as much as they should have raised it I'm sure.",sv
172946,172946,B,"Going to effect too many,",^2
172947,172947,B,"Yeah,",b
172948,172948,B,yeah.,b
172949,172949,A,"But, uh,",%
172950,172950,B,"So, that's the hardest thing for us",sd
172951,172951,B,"and, um, we've been trying to kind of maintain traditional lifestyle in the sense of meaning home.",sd
172952,172952,B,We have a three year old and a two year old,sd
172953,172953,B,"and I'm trying to stay home as long as I can,",sd
172954,172954,A,Right.,b
172955,172955,B,"but, you know, every week it gets harder",sd
172956,172956,B,"because I could go out and be making money,",sd
172957,172957,A,Right.,b
172958,172958,A,Right.,b
172959,172959,B,"you know, so that's a big, uh, stress I think, you know, for the social changes in our family.",sd
172960,172960,A,Yeah.,b
172961,172961,A,"I don't, I don't have any children or anything right now",sd
172962,172962,A,"I'm, uh, I work as a news reporter in Waco,",sd
172963,172963,B,"Oh,",b
172964,172964,A,"and so,",%
172965,172965,B,I see.,b
172966,172966,A,"I get to see,",sd
172967,172967,A,"I got to see a lot of not firsthand but, uh, probably a good part of the war, um, as far as what people thought about it, and a lot of things like that,",sd
172968,172968,B,Uh-huh.,b
172969,172969,A,so.,%
172970,172970,B,"Yeah,",b
172971,172971,B,yeah.,b
172972,172972,B,Well,%
172973,172973,A,It was kind of amazing,sd
172974,172974,A,"people were coming to me to ask me, you know, what's going on, you know, like I knew, or like I sat in on the meetings or something.",sd
172975,172975,B,"Yeah,",b
172976,172976,B,you have an inside track or something.,bf
172977,172977,A,"Yeah,",aa
172978,172978,A,yeah.,aa
172979,172979,A,"So, I got to hear a lot of what the people thought about, you know, changes in, in the war and everything,",sd
172980,172980,A,so that was pretty interesting.,sv
172981,172981,B,"Yeah,",b
172982,172982,B,yeah.,b
172983,172983,B,"Let's see,",^h
172984,172984,B,"what other social changes in the past ten years, oh,",t1
172985,172985,B,"I guess between men and women I've seen a lot of changes, in terms of women feeling like they have to have a career, be mom, be, everything, superperson",sd
172986,172986,A,Yeah.,b
172987,172987,A,"Exactly,",aa
172988,172988,A,"be everything, be supermom,",^2
172989,172989,B,"Yeah,",b
172990,172990,B,"because I know, you know, I, I really get pressure from, because I have a career also,",sd
172991,172991,B,"and I get a lot of pressure from people that, you know, my colleagues",sd
172992,172992,B,that,%
172993,172993,B,"why am I staying home. You know,",sd
172994,172994,A,Right.,b
172995,172995,A,"And,",%
172996,172996,B,whereas before that never would have happened,sv
172997,172997,A,"Whereas it would have been,",sv
172998,172998,B,"people would have said, why are you going to work.",sv
172999,172999,A,"Exactly, um.",aa
173000,173000,B,"So, that's kind of a difference for us.",sv
173001,173001,B,"I think there's more pressure to, um, not necessarily a negative thing but on my husband to be more involved with the family.",sv
173002,173002,A,Right.,b
173003,173003,B,"So he's,",%
173004,173004,A,The roles are changing a lot.,sv
173005,173005,B,"Yeah,",b
173006,173006,B,"he's gotten a lot, uh, you know,",sd
173007,173007,B,"you see all kinds of men being involved in the housework and taking care of the kids and all,",sv
173008,173008,B,"but in terms of his amount of hours at work, nothing on that has lightened up.",sd
173009,173009,A,Right.,b
173010,173010,B,"So, it's now he has the pressure too of being superdad and supercareer",sd
173011,173011,B,"and,",%
173012,173012,A,"And even, you know, I think a lot of the movies we see now kind of, kind of play a good part in our changes",sv
173013,173013,A,"because, you see that they have THE THREE MEN AND A BABY type movies.",sd
173014,173014,B,"Yeah,",aa
173015,173015,B,"that's true,",ba
173016,173016,A,"And I think, you know that,",sv
173017,173017,B,MISTER MOM,sd
173018,173018,B,"and,",%
173019,173019,A,"yeah,",b
173020,173020,A,"and then you have the women, uh, detectives now and, you know, different roles,",sd
173021,173021,B,Uh-huh.,b
173022,173022,A,just in what we see,%
173023,173023,A,"and so we probably want to do that even more now. You know since the women's movement in the, seventies,",sv
173024,173024,B,"Yeah,",b
173025,173025,B,yeah.,b
173026,173026,B,That's true.,ba
173027,173027,A,"and, you know, we've come a long way but I think it's still a, still have a good ways to go.",sv
173028,173028,B,Yeah.,b
173029,173029,B,Yeah.,b
173030,173030,A,"So,",%
173031,173031,B,"I think there's still,",%
173032,173032,B,"I, I know that, um, I grew up in Chicago in the sixties,",sd
173033,173033,A,Uh-huh.,b
173034,173034,B,"and was part,",%
173035,173035,B,"my family was real liberal,",sd
173036,173036,B,"and I think there's a lot of, um, kind of myths that we've come a long way just in terms of our society, and race relations and things like that,",sv
173037,173037,A,Right.,b
173038,173038,B,"and, you know, I think there's so much prejudice still there,",sv
173039,173039,A,Yeah.,b
173040,173040,B,and it's kind of more covert now.,sv
173041,173041,B,"People used to be more clear and say, you know, well, I believe in this or I believe in that,",sv
173042,173042,A,Exactly.,aa
173043,173043,A,Exactly.,aa
173044,173044,B,"and now, you know, I think there's still tremendous amount of prejudice,",sv
173045,173045,A,"It's just not as,",%
173046,173046,B,"but people think, oh, we're in the nineties, we're beyond all that, you know",sv
173047,173047,A,Exactly.,aa
173048,173048,A,"But it's,",%
173049,173049,A,"I mean like I say, we've come a long way, but we have, I mean, twice as far to go, still,",sv
173050,173050,B,"Yeah,",b
173051,173051,B,yeah.,b
173052,173052,A,"and I don't think a lot of people, you know, realize a lot, the plight of a lot of people. You know, and you may be in good standing and everything may look hunky-dory to you,  but there's so many more people,  and that you don't even see or know about.",sv
173053,173053,B,Yeah.,b
173054,173054,B,"But there's so many more people,  that are homeless",^2
173055,173055,B,"and,",%
173056,173056,B,Yeah.,b
173057,173057,B,Yeah.,b
173058,173058,B,"It's real easy to get isolated in your own little community,",sv
173059,173059,A,"Oh, oh, yeah.",ba
173060,173060,B,"you know, because when I was growing up in Chicago, um, we were in a real ethnic neighborhood",sd
173061,173061,B,"and there were people from all, first generation Chinese, German, you know all different nationalities, and everything.",sd
173062,173062,A,Uh-huh.,b
173063,173063,A,Uh-huh.,b
173064,173064,B,"And now we're kind of like in Lewisville, Miss White Little suburbia, you know.",sd
173065,173065,A,Yeah.,b
173066,173066,B,"I mean I don't even know anybody that you know , from any place other than Texas hardly, you know.",sd
173067,173067,A,Yeah.,b
173068,173068,A,"I grew up in, in Brooklyn, New York,",sd
173069,173069,B,"Oh, boy.",ba
173070,173070,A,"and so I was just, I was just surrounded, you know, by Black people,",sd
173071,173071,B,Yeah.,b
173072,173072,A,"because I'm Black,",sd
173073,173073,A,"and so, you know I lived, that's where I lived.",sd
173074,173074,B,Yeah.,b
173075,173075,A,"And so now, I, I feel lucky actually because I've almost lived around everyone.",sd
173076,173076,A,"I've, I went to U T to college,",sd
173077,173077,B,Oh.,b
173078,173078,A,"and so they, you know, they have a lot of different people go there, different kinds of people.",sd
173079,173079,B,Yeah.,b
173080,173080,A,"And so I feel really enriched in that a lot of people don't get to see,",sd
173081,173081,B,Yeah.,b
173082,173082,A,"you know, some people have lived in Lewisville all their life, you know,   and so they don't get to see,",sd
173083,173083,B,"Yeah,",b
173084,173084,B,"and they,   they think the whole world, is like that.",sv
173085,173085,A,Exactly And,ba
173086,173086,B,We lived in a dorm.,sd
173087,173087,B,"My husband and I met in graduate school, at Indiana University",sd
173088,173088,A,Uh-huh.,b
173089,173089,B,"and I was, ours was, uh, international you know, co-ed dorm,",sd
173090,173090,A,Uh-huh.,b
173091,173091,B,"and there were twelve hundred students,",sd
173092,173092,B,they're graduate students from all over the world.,sd
173093,173093,B,"And once we came here it was like,",sd
173094,173094,B,"gosh,",^h
173095,173095,B,"I just miss that,",sd
173096,173096,A,Exactly.,ba
173097,173097,B,"because it really is exciting, to be around people of different cultures and different backgrounds.",sv
173098,173098,A,It is.,aa
173099,173099,B,"We got invited to,",sd
173100,173100,B,"one guy practically roasted a goat in his, in his dorm",sd
173101,173101,A,"Oh, my God.",ba
173102,173102,B,"I wonder if he was from, Iran, or some place,",sd
173103,173103,B,I don't know where,h
173104,173104,A,"Well, there's so many people who have never, you know, even gotten to do that,",sd
173105,173105,A,so that's great.,sv
173106,173106,B,yeah.,b
173107,173107,A,"My sister was telling me she met a she's going to the University of Pennsylvania in, in Philadelphia,",sd
173108,173108,B,"Oh, uh-huh.",b
173109,173109,A,"and, uh, she just met a girl from, um, I think, Barbados or Jamaica, or something, like that.",sd
173110,173110,B,Oh.,b
173111,173111,A,"And I mean this girl she had like two outfits that she would just wear all the time, and everything",sd
173112,173112,B,"Yeah,",b
173113,173113,A,"and, she got some kind of money from her government like five hundred dollars.",sd
173114,173114,B,yeah.,b
173115,173115,A,"So my sister had to take her shopping and, you know, show her what to wear, show her how to match up colors",sd
173116,173116,A,"and, I just thought that was so very exciting, you know, to go and, and just witness, you know, this girl just coming to America type thing, you know.",sd
173117,173117,B,"Oh, God.",ba
173118,173118,B,"Yeah,",b
173119,173119,B,yeah.,b
173120,173120,B,"Yeah,",b
173121,173121,B,really,b
173122,173122,A,"So, you know, I would have loved it, the opportunity to do that,",sd
173123,173123,B,"That is part, of the change I think that I've seen probably, you know, in the past twenty years or whatever, is now kids have to have so much.",sd
173124,173124,A,"but,",%
173125,173125,B,"I mean I even get caught up in it with our kids, even though I buy most of the things at garage sales for their Christmas,",sd
173126,173126,A,"Oh, yeah.",b
173127,173127,A,Uh-huh.,b
173128,173128,B,"I mean, people you know think they're kids have to have five, hundred dollars worth of toys.",sv
173129,173129,A,"the latest cereal about, you know,",sv
173130,173130,B,"Oh, yeah,",b
173131,173131,B,"it's just,",%
173132,173132,A,"Yeah,",b
173133,173133,A,"that's ridiculous, too.",sv
173134,173134,B,"it, it's,",%
173135,173135,A,"When I first moved here I was only thirteen but, everyone had a car in school, you know,",sd
173136,173136,B,"Oh, gosh.",ba
173137,173137,A,"and I couldn't, and I just couldn't you know,",sd
173138,173138,A,"I was from New York and so, you know, we road the bus.",sd
173139,173139,B,"Yeah,",b
173140,173140,B,"me too,",sd
173141,173141,A,And if you had a,%
173142,173142,B,in Chicago I didn't even date a guy that had a car until I was in college,sd
173143,173143,A,Yeah.,b
173144,173144,A,Exactly.,aa
173145,173145,A,And if you had a car there was nowhere to park it anyway,sd
173146,173146,A,"or, you know, it's just,",%
173147,173147,A,"you just didn't have a car,",sd
173148,173148,B,Yeah.,b
173149,173149,A,but then we came here and they had parking lots in the schools,sd
173150,173150,A,and I couldn't understand it.,sd
173151,173151,B,Yeah.,b
173152,173152,A,"You know, all the kids had cars,",sd
173153,173153,B,Yeah.,b
173154,173154,A,"and they, you know, have to have a car.",sd
173155,173155,B,"Oh, gosh,",ba
173156,173156,A,"So that was,",sd
173157,173157,B,"my kids are going to be hating me,",sd
173158,173158,B,"I'll give them a bike and say, here's it",sd
173159,173159,A,Yeah,b
173160,173160,A,"yeah,",b
173161,173161,A,right.,b
173162,173162,B,"so you can afford to pay the insurance, you know",^q
173163,173163,A,Really.,b
173164,173164,A,Or live really close to school and have them walk.,sd
173165,173165,B,"Yeah,",b
173166,173166,B,"no, kidding.",ba
173167,173167,A,"But,",%
173168,173168,A,"uh, yeah,",b
173169,173169,A,a lot of changes.,sv
173170,173170,B,Yeah.,b
173171,173171,A,"So,",%
173172,173172,B,Well did we cover it everything Betty,qy
173173,173173,A,I think so,sd
173174,173174,B,Okay.,bk
173175,173175,B,I guess I'll get back to my laundry,ad
173176,173176,A,"Okay,",aa
173177,173177,A,"well, it's good, it's good talking to you.",fc
173178,173178,B,"You too,",fc
173179,173179,B,good luck.,fc
173180,173180,A,Okay.,fc
173181,173181,B,Bye-bye.,fc
173182,173182,A,Bye-bye.,fc
173183,173183,A,"Well, we haven't really heard that much in the news lately, about, uh, U S involvement in Latin America, since, uh, all this Middle East crisis began.",sd
173184,173184,A,"So I haven't really paid that much attention like, since back in August when all of the news and all of the media began to focus in on, uh, Iraq,",sd
173185,173185,A,"and, the, so the last thing that I remember hearing that much about is the Iran Contra scandal that happened in the Reagan presidency.",sd
173186,173186,A,Can you think of anything else that's happened recently?,qy
173187,173187,B,"No,",nn
173188,173188,B,I would agree with you.,sd
173189,173189,B,"We haven't had too much,",sv
173190,173190,B,"but, uh, historically, we've always, uh, almost been like a big brother to, in, and to the Latin American area, and, uh, almost used them,",sv
173191,173191,B,"I, I, I feel.",%
173192,173192,A,Uh-huh.,b
173193,173193,B,"Uh, I think something will have to be done down there very soon about, uh, about Mexico and, and, uh, some of the other areas,",sv
173194,173194,B,"but, but, with the Persian Gulf, as you said, it's just, uh, been very quiet.",sv
173195,173195,B,"I, I keep pretty close tabs on the paper",sd
173196,173196,B,"and you don't hardly see a,",sv
173197,173197,B,unless it's there and we're just not seeing it.,sd
173198,173198,A,"Well, the only, uh, references that I have seen lately has been, uh, in, part of",sd
173199,173199,A,"the overmilitarization of Iraq was due to companies selling them arms and things,",sd
173200,173200,A,"and, and they made references to in the past, how we have given arms to, uh, Nicaragua and to other places in Latin America, and that those might turn around and haunt us someday.",sv
173201,173201,B,Uh-huh.,b
173202,173202,B,"Well that's,",%
173203,173203,A,"I mean, not, not to this large scale as Iraq,",sv
173204,173204,A,"but that,",%
173205,173205,B,Uh-huh.,b
173206,173206,A,"whenever we give arms to people, as we did, and as we sold arms to, pardon me, to Iraq, when we wanted them to fight Iran, and then, uh, and then it turn around and,",sv
173207,173207,B,"Uh-huh,",b
173208,173208,B,uh-huh.,b
173209,173209,B,"I, I agree we're the largest munitions producer in the world,",sv
173210,173210,B,"and so, uh, there's a lot of money to be made there,",sv
173211,173211,B,"and it's, uh, be very difficult to, to cut it back to a, a level where it should be.",sv
173212,173212,A,Uh-huh.,b
173213,173213,B,"And, and, uh, it will come back to haunt us,",sv
173214,173214,B,it seems to come in cycles.,sv
173215,173215,A,Uh-huh.,b
173216,173216,A,"And I know when I spent,",sd
173217,173217,A,"the time that I've studied in Mexico, uh, Spanish was one of my majors in college, that, uh, there was a kind of a lot of resentment there towards America,",sd
173218,173218,B,Uh-huh.,b
173219,173219,A,"about, uh, like you say, using them,",sv
173220,173220,A,"our interest there is, you know, what profit we could make off of any kind of relationship with them,",sv
173221,173221,B,Right.,b
173222,173222,A,"and that we weren't normally very interested in them,",sv
173223,173223,A,"and they have,",%
173224,173224,A,"in other, in most Latin American countries, they, there are a lot of the kind of problems that we've fought for in other countries, you know,",sv
173225,173225,A,"that they have corruption,",sv
173226,173226,A,"and, and they don't have, uh,",sv
173227,173227,A,"I mean, there's just very few really modern cities.",sd
173228,173228,B,"Right,",b
173229,173229,B,"and the, probably the biggest problem down there is that's where the, that's the drug entry points,",sv
173230,173230,A,Uh-huh.,b
173231,173231,B,"and their economy is,",%
173232,173232,B,"of several of the countries,",%
173233,173233,B,"especially Columbia, is so built on the, on on the drugs, that, uh, our, our little war on drugs has really been laughable.",sv
173234,173234,B,"It's just a, you know, such a small amount,",sv
173235,173235,B,and it,%
173236,173236,B,"it just,",%
173237,173237,B,"it, uh, cuts off just a trickle,",sv
173238,173238,B,"and, uh, if, if we can't get a handle on that through some, through some, uh, method, I don't know where,",sv
173239,173239,B,that will be another big problem.,sv
173240,173240,A,"Well, that's right,",ba
173241,173241,A,because that's just so much of the way that they make their money,sv
173242,173242,A,"and so many communities have, uh, have to have that for farming",sv
173243,173243,B,"Right,",b
173244,173244,B,right.,b
173245,173245,A,"And they don't look at it so much as, you know,",sv
173246,173246,B,"And as long as we're the largest, uh, consumer, then, uh, this is the market.",sv
173247,173247,A,Uh-huh.,b
173248,173248,A,That's right.,ba
173249,173249,B,"If we can cut back the usage, then uh, maybe it will have to go someplace else.",sv
173250,173250,A,"And I think it's really very sad that north of the border, you know, the United States and Canada is so different, from the from South America, and Central America.",sv
173251,173251,B,Uh-huh.,b
173252,173252,B,"Uh-huh,",b
173253,173253,B,yeah.,b
173254,173254,A,"There's really a disparity between the, uh, what a I would call civilization of the countries, you know.",sv
173255,173255,B,"we're just so much wealthier,",sd
173256,173256,B,"and, uh, and, uh, there has to be resentment built up,",sv
173257,173257,A,Uh-huh.,b
173258,173258,B,"and that's where, uh, leaders can use, uh, use that whenever the opportune moment arises.",sv
173259,173259,A,"Yes,",aa
173260,173260,A,"it's really kind of sad, and, that we would go all the way to Iraq and that we would be very concerned with the situation between Jerusalem and, uh, Israel and the Middle East Arab countries, and, and when we have, when we have a lot of problems, right in our own back door.",sv
173261,173261,B,Yeah.,b
173262,173262,B,That's right.,b
173263,173263,B,"Our own hemisphere,",bf
173264,173264,B,"but we've,",%
173265,173265,B,"that's been, uh, that's been the way it's always been.",sv
173266,173266,A,Um.,%
173267,173267,B,"So, uh,",%
173268,173268,A,So I guess we've kind of neglected Latin America.,sv
173269,173269,B,"Very much so, except when we need them.",sv
173270,173270,B,"You know when they found oil in Mexico, then we got very friendly with them again.",sv
173271,173271,A,recently,^2
173272,173272,B,Yeah.,b
173273,173273,A,"Yeah,",aa
173274,173274,A,fairly recently.,sd
173275,173275,A,"Well, that's really sad.",sv
173276,173276,A,I hadn't thought about that in a long time.,sd
173277,173277,B,Um.,%
173278,173278,A,"Well, I guess then, I will go,",ad
173279,173279,A,"but I,",%
173280,173280,B,Okay.,aa
173281,173281,A,"made me stop and think a minute about, not worrying so much about the Middle East crisis.",sd
173282,173282,B,Sure did.,ba
173283,173283,A,"I know that it's not settled but, there are other areas that we could focus our attention on.",sd
173284,173284,B,"Always,",aa
173285,173285,B,yes ma'am.,ba
173286,173286,A,"Well, thank you,",fc
173287,173287,A,you have a good day.,fc
173288,173288,B,"You too, dear.",fc
173289,173289,A,Bye-bye.,fc
173290,173290,B,Bye.,fc
173291,173291,A,"Okay,","fo_o_fw_""_by_bc"
173292,173292,A,what kind of music do you like?,qw
173293,173293,B,"Well, I, uh,",%
173294,173294,B,several years ago a radio broke in my car,sd
173295,173295,A,Uh-huh.,b
173296,173296,B,"and I never,",sd
173297,173297,B,"I got out of the habit of listening to the radio,",sd
173298,173298,B,"and so I haven't been listing,",sd
173299,173299,B,"I, I used to just listen to the rock stations but, um, lately I have been going back to classical music.",sd
173300,173300,A,Uh-huh.,b
173301,173301,B,"I don't really know what too many of the most popular songs are unless, you know, they're in the, the news or something",sd
173302,173302,A,Uh-huh.,b
173303,173303,B,"But, um, so I tend to listen to some of the older songs that were popular back when I was paying attention.",sd
173304,173304,A,Uh-huh.,b
173305,173305,B,And then I like some classical music and some of the pieces that have been around a while.,sd
173306,173306,A,Uh-huh.,b
173307,173307,B,I haven't paid much attention to most of the current music.,sd
173308,173308,B,What about you?,qo
173309,173309,A,"Um, I listen, I listen to a wide variety of music.",sd
173310,173310,A,"Sometimes I'll turn on the classical music, in",sd
173311,173311,A,"sometimes I'll listen to jazz,",sd
173312,173312,B,Uh-huh.,b
173313,173313,A,"uh, every now and then country and western.",sd
173314,173314,A,"Um, I'll listen to some of the rock stations.",sd
173315,173315,A,"I also like the, uh, the, the classic rock stations, that play the older, more mellow type rock music and child in",sd
173316,173316,B,Uh-huh.,b
173317,173317,A,"Um, some of the, some of the rock stations now are the, I guess the top forty stations or whatever.",sd
173318,173318,A,"They just,",%
173319,173319,A,it really gets on my nerves because they play so many commercials,sd
173320,173320,A,"and, sometimes the deejays are just kind of annoying and irritating",sv
173321,173321,B,Uh-huh.,b
173322,173322,B,That's true.,ba
173323,173323,A,"and it gets kind of old,",sv
173324,173324,A,"and they play the same songs over and over,",sv
173325,173325,A,and I just get kind of tired of all that.,sd
173326,173326,B,Uh-huh.,b
173327,173327,A,"So lots of times, I'll just play cassettes instead of listening to the radio, actually.",sd
173328,173328,A,"But, uh, most of my cassettes,",sd
173329,173329,A,"I guess, I don't, I don't like hard rock.",sd
173330,173330,B,No.,b
173331,173331,A,"Um, I have some, some rock and some jazz and a couple, maybe one or two country and western. Some, uh, oh, I can't believe I can't think of his name. Um, Garth Brooks,",sd
173332,173332,B,Uh-huh.,b
173333,173333,A,I have a couple of his tapes.,sd
173334,173334,A,"And, um, but it's mainly, it's mainly just the, the light rock type stuff.",sd
173335,173335,B,"Yes,",b
173336,173336,B,"I don't,",%
173337,173337,B,I never liked any of the heavy metal music,sd
173338,173338,A,Uh-huh.,b
173339,173339,B,"I never really listened to it because I, you know, I prefer to have more, I guess, an established pattern of music to listen to.",sd
173340,173340,A,Uh-huh.,b
173341,173341,B,"But, and I,",%
173342,173342,B,"back a long time ago, when the rap music first came out it was kind of a novelty, and I listened to some of it,",sd
173343,173343,A,Uh-huh.,b
173344,173344,A,Uh-huh.,b
173345,173345,B,"but I, you know,",%
173346,173346,B,now that there's just a million rap groups,sv
173347,173347,B,"and, and, uh, they try to, tend to try to do, outdo each other with raciness, I think,",sv
173348,173348,A,"Oh, yeah.",b
173349,173349,B,"and, so I, you know, I'm not attracted to that at all,",sd
173350,173350,B,"but, um, it made a big difference in my life not to have a radio that was easy access,",sd
173351,173351,B,"and so now that I do have one, I just don't automatically turn it on unless there's something I'm particularly listening to.",sd
173352,173352,A,Uh-huh.,b
173353,173353,B,"But, you know, if you go two or three years without having that,",sv
173354,173354,B,what I got the most exposure to,sd
173355,173355,A,Uh-huh.,b
173356,173356,B,"it really changed my life-style and kept me from just having a, you know, easy access to current music,",sd
173357,173357,B,"and so I did, like I say, tend to go back to albums and cassettes and things that I had, already had purchased.",sd
173358,173358,A,Uh-huh.,b
173359,173359,A,Uh-huh.,b
173360,173360,B,"But we don't have a C D yet, do you?",sd
173361,173361,A,"No,",nn
173362,173362,A,I don't.,sd
173363,173363,A,I sure don't,sd
173364,173364,A,"because I have so many albums and cassettes I feel like, gosh, I'm going to have to go out and buy a C D player and then start collecting C D",sd
173365,173365,A,"and it just,",%
173366,173366,B,Uh-huh.,b
173367,173367,A,I haven't gotten around to doing it yet.,sd
173368,173368,B,"Yeah,",b
173369,173369,B,"I, I kind of decided to wait until it, it was around a while.",sd
173370,173370,B,"It was kind of like, remember when personal calculators first came out,",sd
173371,173371,A,"Yeah,",b
173372,173372,A,yeah.,b
173373,173373,B,"and they were really, really expensive",sd
173374,173374,B,and then now you can get one for two or three dollars.,sd
173375,173375,A,"Just like V C R's, too",sd
173376,173376,B,"Uh-huh,",b
173377,173377,B,uh-huh.,b
173378,173378,A,"Yeah,",b
173379,173379,A,"I thought of that, too, that if I wait, it'll get a lot less expensive,",sd
173380,173380,A,and I can do without it for a while.,sd
173381,173381,B,Sure,ba
173382,173382,B,and also they get better quality,sv
173383,173383,A,Uh-huh.,b
173384,173384,B,"and they learn to have more features and things and without, and making them less expensive.",sv
173385,173385,A,Uh-huh.,b
173386,173386,B,"So we're kind of waiting to, like, uh, now, you know,",sd
173387,173387,B,"and the price of cassettes has gone down because C D are so popular,",sd
173388,173388,A,Uh-huh.,b
173389,173389,B,"so,",%
173390,173390,A,"That's,",%
173391,173391,A,"and a C D is a lot more expensive than a cassette ever was, too,",sd
173392,173392,A,"right now, I think. They're somewhere between ten and fifteen dollars a piece.",sd
173393,173393,B,I haven't even priced them.,sd
173394,173394,B,I guess they must be.,sd
173395,173395,B,"Oh, really?",bh
173396,173396,A,Yeah.,ny
173397,173397,B,That is awful,ba
173398,173398,A,Yeah,b
173399,173399,A,I bought some at Christmas time for friends of mine that have C D players.,sd
173400,173400,A,"I thought, my gosh,",sd
173401,173401,B,Uh-huh.,b
173402,173402,A,now I know another reason why I'm not going to get a C D player for a while.,sd
173403,173403,B,Take our time.,"fo_o_fw_""_by_bc"
173404,173404,A,Right.,b
173405,173405,B,"Well, I can't imagine, um,",sd
173406,173406,B,"you can't record on them and so they won't be as functional as like a cassette player, where if you heard something, you could record it, you know. Uh, if you have, I guess, if you wanted to record something to play out in your car or something, that you'd heard or that you owned an album of,",sd
173407,173407,A,Uh-huh.,b
173408,173408,A,Uh-huh.,b
173409,173409,B,so C D won't be nearly as handy.,sv
173410,173410,A,"Yeah,",b
173411,173411,A,"see, I've got a, on my stereo I've got a, a, uh, turntable, and then I've got a dual cassette",sd
173412,173412,A,so I can record off other cassettes.,sd
173413,173413,B,Uh-huh.,b
173414,173414,A,But I never realized you couldn't record onto,sd
173415,173415,A,I just never really thought about it,sd
173416,173416,A,because I haven't really looked into it very much.,sd
173417,173417,A,I don't have one,sd
173418,173418,A,"and,",%
173419,173419,B,Uh-huh.,b
173420,173420,A,"and I've never really looked at one very closely,",sd
173421,173421,A,"but that, that would be inconvenient because I have a cassette player in my car.",sd
173422,173422,A,"Now I guess, you know, one of these days when I get a new car, maybe, I guess all of them will probably have C D players by then,",sv
173423,173423,B,Yes.,b
173424,173424,A,"but, uh, I'm not planning on doing that for a while.",sd
173425,173425,A,I just got mine paid off,sd
173426,173426,B,Enjoy it.,ad
173427,173427,A,"I'm going to stick with the cassettes and, and, uh, you know, until, until they,",sd
173428,173428,A,"now my sister, my younger sister has a, she does have a C D player that she got for Christmas",sd
173429,173429,A,"and she's got the, the cassette, so she can record off cassettes onto C D I mean, I'm sorry, other way around, off C D onto cassettes.",sd
