en,ru
Yeah.,Да.
And until then I never paid attention to soap operas.,А до тех пор я никогда не обращал внимания на мыльные оперы.
Me too.,Я тоже.
"And to this day twenty years later I'm like, I'm in my thirties,","И по сей день, двадцать лет спустя, я думаю, что мне за тридцать,"
"I'm not that old,","Я не настолько стар,"
"but I'm going, jeez, I can't believe that thing's still on television","но я ухожу, боже, я не могу поверить, что это все еще показывают по телевизору"
"I know,","Я знаю,"
I mean I I almost got hooked on it cause everybody would took about it at dinner and everything else,"Я имею в виду, я я почти подсел на это, потому что все говорили об этом за ужином и обо всем остальном"
"it, you know, it was like.","это, вы знаете, было похоже."
"Yeah,","Да,"
"they, you know,","они, ты знаешь,"
"about the only other kinds of things I like, um,","о единственных других вещах, которые мне нравятся, эм,"
"I like to watch a lot of news, um,","Мне нравится смотреть много новостей, эм,"
don't you miss that with not having a television so far?,"разве ты не скучаешь по этому из-за того, что у тебя пока нет телевизора?"
Um.,Хм.
How long has it been since you've had one?,Как давно у тебя ничего не было в последний раз?
"Well, about, almost a year.","Ну, примерно, почти год."
Oh my God,О боже мой
Yeah.,Да.
"Yeah,","Да,"
you've got about another six months,у тебя есть еще около шести месяцев
and then you'll get one,и тогда ты получишь один
"Well,  I mean I never really watched it much growing up","Ну, я имею в виду, что я никогда особо не смотрела это в детстве"
"By then,","К тому времени,"
"but I thought, you know, my husband would really like miss it because he, he was an only child","но я подумала, вы знаете, моему мужу действительно хотелось бы пропустить это, потому что он, он был единственным ребенком"
and he he's seen a lot of T V.,и он он видел много сериалов
Uh-huh.,Угу.
"And I figured oh, no","И я подумал, о, нет"
it will never last,это никогда не продлится долго
but. I mean I don't miss it that much.,"но. Я имею в виду, что не так уж сильно скучаю по этому."
Yeah.,Да.
"Yeah,","Да,"
my husband is an only child too,мой муж тоже единственный ребенок
and he did miss it,и он действительно скучал по этому
"that's kind of why we got back after eighteen months,","отчасти поэтому мы вернулись спустя восемнадцать месяцев,"
That's funny.,Это забавно.
and I'm trying to think about the only other show I watch.,"и я пытаюсь думать о единственном другом шоу, которое я смотрю."
I've seen CHEERS probably five times,"Я видел ПРИВЕТСТВИЯ, наверное, раз пять"
and I've seen COSBY SHOW probably ten times.,"и я видел шоу КОСБИ, наверное, раз десять."
"Yeah,","Да,"
"I like COSBY,","Мне нравится КОСБИ,"
"L A LAW is probably,","L ЗАКОН, вероятно,,"
I've seen CHEERS,Я видел РАДОСТНЫЕ ВОЗГЛАСЫ
more then that I hate to admit,"больше, чем мне неприятно признавать"
"but, uh,","но, э-э,"
It's pretty cool,Это довольно круто
I like that whenever I watch it.,"Мне это нравится всякий раз, когда я это смотрю."
CHEERS?,ПРИВЕТСТВИЯ?
"Yeah,","Да,"
"I thought it was good,","Я думал, что это было хорошо,"
I've actually been to that bar in Boston,Я действительно был в том баре в Бостоне
"it's a nice, you know, it's a pretty funny show.","это милое, знаете ли, довольно забавное шоу."
"Oh, you have?","О, у тебя есть?"
Yeah.,Да.
"Yeah,","Да,"
I've heard it's pretty cool.,"Я слышал, это довольно круто."
"It's just a, you know, over priced downtown,  Boston yuppie, you know,  tourist attraction.","Это просто, знаете ли, слишком дорогой центр города, бостонский яппи, ну, знаете, туристическая достопримечательность."
Yeah.,Да.
Yeah.,Да.
"I'm trying to think what else is on television,","Я пытаюсь вспомнить, что еще показывают по телевизору,"
I know it's like.,"Я знаю, как это выглядит."
I watched a lot of T V when the war was on.,"Я смотрел много сериалов, когда шла война."
"Yeah,","Да,"
who didn't?,кто этого не сделал?
Isn't that sad?,Разве это не печально?
"And then, uh, I like watching a lot of like college basketball and,  and pro football,","И потом, э-э, мне нравится смотреть много таких игр, как баскетбол в колледже и профессиональный футбол,"
Uh-huh.,Угу.
I mean that sounds kind of stupid,"Я имею в виду, что это звучит немного глупо"
"but,  I do like it.",но мне это действительно нравится.
"Oh not, no,  I like the pro, actually I like pro basket ball as opposed to,","О нет, нет, мне нравится профессионал, на самом деле мне нравится профессиональный баскетбольный мяч, в отличие от,"
I watch pro football,Я смотрю профессиональный футбол
"but I like the N B A play-offs,  back when like the Pistons were in them","но мне нравятся плей-офф N B A, в те времена, когда в них играли ""Пистонс"""
Yeah.,Да.
"and now,","и теперь,"
where are you calling from?,откуда ты звонишь?
"Uh, Sherman, Texas.","Э-э, Шерман, Техас."
"Sherman, Texas, oh,","Шерман, Техас, о,"
Where are you from?,Откуда ты?
I'm in Dallas,Я в Далласе
"I was just saying where am I calling you from, you know,","Я просто спрашивал, откуда я тебе звоню, ты знаешь,"
"well then I don't know if you like the, the Mavericks or not,","ну, тогда я не знаю, нравятся тебе ""Маверикс"" или нет,"
they haven't been that good this year.,в этом году они были не так хороши.
"Um, we're supposed to talk about television","Эм, мы должны были поговорить о телевидении"
let's see,давайте посмотрим
you don't have a T V.,у тебя нет телевизора.
"So, are you really from Texas though?","Итак, вы действительно из Техаса?"
"Yeah,","Да,"
"I'm talking to you from Dallas,","Я разговариваю с тобой из Далласа,"
uh-huh.,угу.
"Well, sounds like you're from up north.","Что ж, звучит так, будто ты с севера."
My voice you mean?,Ты имеешь в виду мой голос?
Yeah.,Да.
"Oh, no,","О, нет,"
that's just because I've moved around,"это просто потому, что я переехал"
"and, uh,  I'm originally from Pennsylvania,","и, э-э, я родом из Пенсильвании,"
Oh.,Ой.
so.,так.
I was going to say.,Я собирался сказать.
"Cause I wondered if you really, you know, if had any teams you like watching from up north or something.","Потому что я подумал, действительно ли у тебя, ну, знаешь, есть ли какие-нибудь команды, за которыми тебе нравится наблюдать с севера или что-то в этом роде."
"Uh, actually I'm a big Chicago Bears' fan.","Э-э, вообще-то я большой поклонник Chicago Bears."
Yeah.,Да.
Real big,Очень большой
"and, uh, um, I always watch them no matter who's on,","и, эм, эм, я всегда смотрю их, независимо от того, кто на,"
"of course you like them too, right.","конечно, они тебе тоже нравятся, верно?"
Yeah.,Да.
Do you?,А ты?
"Well, I'm from Indiana.","Ну, я из Индианы."
"Oh, okay.","О, ладно."
"Yeah,","Да,"
so I like the Bears.,так что мне нравятся Медведи.
"Yeah,","Да,"
"there you go,","вот и ты,"
"and then  and, um, I'm trying to think what else I like to watch on television sports wise.","и потом, и, эм, я пытаюсь подумать, что еще мне нравится смотреть по телевизору в спортивном плане."
"I like,  I like tennis","Мне нравится, мне нравится теннис"
"I watch, uh, huh.","Я смотрю, ага."
"so I mean I'm not, I haven't played in years","так что я имею в виду, что это не так, я не играл уже много лет"
"but, um, I just like to watch, you know,  two players really get, go at it,","но, эм, мне просто нравится наблюдать, вы знаете, как два игрока действительно добиваются своего,"
Yeah.,Да.
Yeah.,Да.
It gets boring after a while,Через некоторое время это становится скучным
"but I don't,","но я не,"
go ahead.,идти вперед.
"I used to watch OPRAH a lot in the afternoons,  before I went to work and stuff","Раньше я часто смотрела ОПРУ во второй половине дня, перед тем как идти на работу и все такое"
OPRAH,ОПРА
"and I see her every once in awhile like if I go workout at T I,","и я вижу ее время от времени, например, если я иду тренироваться в T I,"
Uh-huh.,Угу.
"you know, they have those T V right,  in front of the treadmills,","вы знаете, у них есть эти телевизоры прямо перед беговыми дорожками,"
"Yeah,","Да,"
"on the,  on the tracks","на, на рельсах"
"yeah,","да,"
is,является
I don't know,Я не знаю
she's not as good as she use to be,"она уже не так хороша, как раньше"
"but,","но,"
"Maybe cause she got chubby again or something,","Может, потому что она снова стала пухленькой или что-то в этом роде,"
her disposition's gone downhill.,ее настроение пошло под откос.
"Was she, was her show big when you where in school since you haven't been out that long?","Была ли она, было ли ее шоу большим, когда ты был в школе, ведь ты не так долго отсутствовал?"
Was what?,Был чем?
"Was her show big when you where in college, since you,  haven't been that long?","Было ли ее шоу большим, когда ты учился в колледже, с тех пор, как ты, прошло не так уж много времени?"
"Oh, yeah.","О, да."
"It's pretty cool,","Это довольно круто,"
Was it?,Было ли это?
I mean back then,Я имею в виду тогда
"and the show, did you see the show where she lost all of that fat?","а шоу, вы видели шоу, где она сбросила весь этот жир?"
Yeah,Да
"I saw reruns of it,","Я видел повторы этого фильма,"
She she wheeled it out on a cart .,Она выкатила его на тележке .
I saw tapes of her,Я видел записи с ее участием
yeah.,да.
"That was so cool,","Это было так круто,"
and then man she's really porked out again I guess,"и потом, чувак, я думаю, она снова по-настоящему разозлилась"
"but,","но,"
"Gee, I know","Ну и дела, я знаю"
isn't that terrible.,разве это не ужасно?
Yeah.,Да.
I know,Я знаю
I guess with that money who cares,"Я думаю, с такими деньгами кого это волнует"
I don't know.,Я не знаю.
I'd eat too.,Я бы тоже поел.
Let's see what else is on television.,"Давайте посмотрим, что еще показывают по телевизору."
"Oh, if you don't have a V C R we just got one after nine years don't even spend your money on it.","О, если у вас нет V C R, мы только что получили его через девять лет, даже не тратьте на него свои деньги."
Really.,Действительно.
"Yeah,","Да,"
"cause, you know, if you like movies like we do you do it once in awhile","потому что, знаешь, если тебе нравятся фильмы, как нам, ты делаешь это время от времени"
"and then, you know, you see it when it first comes out if you really want to see it","и потом, вы знаете, вы видите это, когда это впервые выходит, если вы действительно хотите это увидеть"
and then it usually comes on television within two years.  You know.,а потом это обычно показывают по телевидению в течение двух лет.  Ты знаешь.
"Yeah,","Да,"
"we got,  we've got the dollar Cinema in Sherman","у нас есть, у нас есть кинотеатр ""Доллар"" в Шермане"
"so we usually see like first-rate movies,  right away.",так что обычно мы сразу же смотрим первоклассные фильмы.
"Yeah,","Да,"
"really, that's television","на самом деле, это телевидение"
I don't know,Я не знаю
in general on this project we're suppose to talk about,"в общем, в этом проекте мы должны поговорить о"
"so I mean,","так что я имею в виду,"
Yeah,Да
I'm sorry.,Мне жаль.
"That's okay,","Все в порядке,"
"don't,","не,"
"I mean, I, I always .","Я имею в виду, я, я всегда."
"Well, it's hard to talk about something,","Ну, трудно о чем-то говорить,"
"it's like me talking about taxes or something,","это как будто я говорю о налогах или что-то в этом роде,"
Yeah.,Да.
"I feel bad cause I mean,  I should know something about T V shows.","Я чувствую себя плохо, потому что я имею в виду, я должен знать что-нибудь о телешоу."
"Oh, that's okay.","О, все в порядке."
I had one lady one time,Однажды у меня была одна дама
they called in,они позвонили в
I just signed up,Я только что зарегистрировался
"my husband had been on this project, um,","мой муж участвовал в этом проекте, эм,"
"and I, I, she called in","и я, я, она позвонила в"
"and it was all about, we don't have children and it was all about, um, sending your kids to college,  and why you would advise them.","и все это было о том, что у нас нет детей, и все это было о том, как отправить ваших детей в колледж, и почему вы бы им посоветовали."
"And she was from Boston,","И она была из Бостона,"
"and she, I shouldn't talk about this but she was, pretend she was a television show,","и она, я не должен был говорить об этом, но она была, притворись, что она была телевизионным шоу,"
and she was very snooty,и она была очень высокомерной
"and, uh, her kids were going to places like Amherst and B U","и, э-э, ее дети собирались в такие места, как Амхерст и Б У"
and I said I didn't know what that was,"и я сказал, что не знаю, что это было"
"I she went, oh,","Я, она пошла, о,"
"and I thought, um,","и я подумал, эм,"
"so I know,","так что я знаю,"
I mean it's like don't worry about it,"Я имею в виду, это как не беспокойся об этом"
"television at least, you know, everybody's,  at least seen television. During the war did you laugh when they had that man on,","телевидение, по крайней мере, вы знаете, все, по крайней мере, смотрели телевизор. Во время войны вы смеялись, когда у них был этот человек на,"
"uh, what was his name Wolf Blitzer?","э-э, как его звали, Вольф Блитцер?"
What was that?,Что это было?
That guy that was a reporter for C N N.,"Тот парень, который был репортером Си Эн Эн."
Uh-huh.,Угу.
His name is Wolf Blitzer.,Его зовут Вольф Блитцер.
"Did you see it, him when he was doing the coverage of the Gulf?","Вы видели это, его, когда он делал репортаж о Персидском заливе?"
"Um, I might of.","Эм, я мог бы из."
I forget.,Я забыл.
Was he the guy that got captured?,"Был ли он тем парнем, которого схватили?"
"Uh, no,","Эм, нет,"
"that was the other guy from C B S,","это был другой парень из Си Би Эс,"
"oh,  what was his name, uh,","о, как его звали, э-э,"
Oh.,Ой.
I can't remember his name.,Я не могу вспомнить его имя.
"Yeah,","Да,"
but what about this Wolf guy?,но как насчет этого парня-Волка?
"Yeah,","Да,"
"but just ,","но просто ,"
"they made jokes about him like on the CARSON SHOW and all of that,","они отпускали о нем шуточки, как в шоу КАРСОНА, и все такое,"
Oh.,Ой.
Jay Leno.,Джей Лено.
"You know, what my absolutely favorite show is?","Вы знаете, какое мое абсолютно любимое шоу?"
Uh-huh.,Угу.
DAVID LETTERMAN.,ДЭВИД ЛЕТТЕРМАН.
I love that guy.,Я люблю этого парня.
"Yeah,","Да,"
he's funny.,он забавный.
"And SATURDAY NIGHT LIVE,","И СУББОТНИЙ ВЕЧЕР В ПРЯМОМ ЭФИРЕ,"
I use to watch that,"Я привык смотреть, что"
"like I'd come home from second shift and watch him like for an hour and a half,","как будто я приходил домой со второй смены и наблюдал за ним часа полтора,"
he's great.,он великолепен.
"Yeah,","Да,"
SATURDAY NIGHT LIVE has changed a lot if you haven't seen it in about a year.,"SATURDAY NIGHT LIVE сильно изменился, если вы не смотрели его около года."
Huh-uh.,Ха-ха.
I mean I haven't seen it in a couple of months,"Я имею в виду, что не видел этого уже пару месяцев"
"but,","но,"
Has it gotten better?,Стало ли лучше?
"Uh, yeah,","О, да,"
"actually I think it has,","на самом деле, я думаю, что так оно и есть,"
I mean they finally like,"Я имею в виду, что им наконец-то нравится"
and some of those people,и некоторые из этих людей
they really have funny characters on there.,там действительно есть забавные персонажи.
Really.,Действительно.
"Yeah,","Да,"
they have one character on there,у них там есть один персонаж
they just call it Pat,они называют это просто Пэт
"and they, you don't know if it's a man or a woman","и они, вы не знаете, мужчина это или женщина"
"And they say well, they're trying to deduce what he or she is,","И они говорят, что ну, они пытаются сделать вывод, кто он или она такой,"
Uh-huh.,Угу.
so to see if it's a female they say well do you carry a purse,"итак, чтобы проверить, женщина ли это, они спрашивают: ну, у тебя есть сумочка"
and Pat says no,"и Пэт говорит ""нет"""
I carry a fanny pack,У меня есть поясная сумка
"So you still don't know because a fanny pack is man,","Значит, ты все еще не знаешь, потому что поясная сумка - это мужчина,"
"or now days, you know.","или в наши дни, вы знаете."
Yeah.,Да.
Yeah,Да
it's weird,это странно
That's funny.,Это забавно.
"Yeah,","Да,"
"it's, yeah it is pretty funny","это, да, это довольно забавно"
I mean they do some crazy things.,"Я имею в виду, что они совершают какие-то безумные поступки."
"Like when WAYNE'S WORLD,","Как тогда, когда МИР УЭЙНА,"
I love that.,Мне это нравится.
"Yeah,","Да,"
"WAYNE'S WORLD, hey man","МИР УЭЙНА, эй, чувак"
"And what's that other one where they, where they do the, um, skits,","А что это за другой, где они, где они разыгрывают, эм, сценки,"
"well, you've must have seen it recently?","ну, вы, должно быть, видели это недавно?"
"Well, I don't know,","Ну, я не знаю,"
"I've seen it off and on, I think.","Думаю, я видел это время от времени."
You probably have some friends that have television,"У вас, вероятно, есть друзья, у которых есть телевизор"
Uh?,Э?
I said you probably have some friends that have television,"Я сказал, что у тебя, вероятно, есть друзья, у которых есть телевизор"
"Yeah,","Да,"
yeah.,да.
That's where I've seen it,Вот где я это видел
because I've seen it off and on probably.,"наверное, потому, что я видел это время от времени."
"You know, I mean you're not totally out of the loop.","Ты знаешь, я имею в виду, что ты не совсем не в курсе."
Yeah.,Да.
"I mean, yeah.","Я имею в виду, да."
"We, we bug our we, you know,","Мы, мы обманываем наших ""мы"", ты знаешь,"
"one friend of ours got rid of his because we motivated him because we, you know, cause we were getting along out ours","один наш друг избавился от своего, потому что мы мотивировали его, потому что мы, вы знаете, потому что мы ладили со своим"
so he sold his.,поэтому он продал свой.
But the rest of our friends we go and watch them.,Но с остальными нашими друзьями мы ходим и смотрим на них.
"Yeah,","Да,"
"I mean you really, you can do without one","Я имею в виду, что ты действительно можешь обойтись без него"
"but after awhile it will start, um, you know,","но через некоторое время это начнется, эм, ты знаешь,"
I mean you just kind of all of sudden,"Я имею в виду, что ты просто как-то внезапно"
cause you're going well jeez,"потому что у тебя все хорошо, черт возьми"
"you hear about something that somebody else talked about,","вы слышите о чем-то, о чем говорил кто-то другой,"
Uh-huh.,Угу.
and you just end up doing it,"и ты просто заканчиваешь тем, что делаешь это"
"but if you haven't been married that long, you know,  you're doing other things","но если вы не были женаты так долго, вы знаете, вы занимаетесь другими вещами"
Is that on tape?,Это записано на пленку?
"Is that on tape,","Это записано на пленку,"
"there you go,","вот и ты,"
yeah.,да.
That's funny.,Это забавно.
"Oh, my","О, мой"
what else is on,что еще есть на
I don't know,Я не знаю
"what did they watch in college when you where in,","что они смотрели в колледже, когда ты был в,"
where did you go to school?,где ты ходил в школу?
"Oh, Purdue.","О, Пердью."
"Oh, that's a good school.","О, это хорошая школа."
Yeah.,Да.
"Yeah,","Да,"
I know about that.,Я знаю об этом.
They don't have a southern accent up there though.,Хотя у них там нет южного акцента.
No.,Нет.
You must be native Texan?,"Вы, должно быть, коренной техасец?"
Why,Почему?
"do I, Do I have a southern accent?","есть ли у меня, есть ли у меня южный акцент?"
"Well your from Indiana, yeah. *your should be you're","Ну, ты из Индианы, да. * ты должен быть тем, кем ты"
"Oh, real southern,","О, настоящий южанин,"
yeah.,да.
Are you serious?,Ты серьезно?
Uh-huh.,Угу.
I've been here three years.,Я здесь уже три года.
"Deep one, you have a deep one,","Глубокий, у тебя есть глубокий,"
yeah,да
"Oh, wow,","О, вау,"
that's scary.,это пугает.
"It is, um,","Это, эм,"
at Purdue,в Пердью
"I'm trying to think, I went to high school in Chicago, I'm trying to think what Purdue kids watch.","Я пытаюсь думать, я ходил в среднюю школу в Чикаго, я пытаюсь думать, что смотрят дети Пердью."
"We watch, uh, M T V twenty four hours a day","Мы смотрим, э-э, M T V двадцать четыре часа в сутки"
"and then every now and then they'd DAYS, they taped DAYS, you know,  and watch it like four or five times a day.","а потом время от времени у них были ДНИ, они записывали ДНИ на пленку, вы знаете, и смотрели это по четыре или пять раз в день."
Uh-huh.,Угу.
Okay.,Хорошо.
That's the girls I lived with,"Это девушки, с которыми я жил"
"and, you know, other then that I'm sure they watched,","и, вы знаете, кроме этого, я уверен, что они смотрели,"
"Do you know that I've never, I think other then accept on a commercial or on news coverage or something,  like entertainment tonight I've never seen M T V?","Знаете ли вы, что я никогда, я думаю, кроме как в рекламе, или в новостях, или еще в чем-то, например, в ""entertainment tonight"", я никогда не видел M T V?"
Yeah.,Да.
You aren't missing anything,Вы ничего не упускаете
That's kind of what I've heard,"Это вроде того, что я слышал"
It's pretty bad.,Это довольно плохо.
"I mean that's,","Я имею в виду, что это,"
yeah.,да.
Especially if you have kids.,"Особенно, если у вас есть дети."
Don't let them watch it.,Не позволяй им смотреть это.
Yeah.,Да.
No,Нет
we don't,мы не
and I wouldn't even I mean I don't even have cable,"и я бы даже... я имею в виду, у меня даже нет кабеля"
"I don't think it's worth ten to thirty bucks a month to pay,  somebody, uh, to, you know, give me a hundred and fifty, um  channel access to something I'm never going to,","Я не думаю, что стоит платить от десяти до тридцати баксов в месяц кому-то, э-э, чтобы, ну, вы знаете, дать мне сто пятьдесят, э-э, каналов доступа к чему-то, чего я никогда не собираюсь,"
No.,Нет.
I mean my neighbor her husband sits in front of the television all of time,"Я имею в виду мою соседку, ее муж все время сидит перед телевизором"
and they've only been married five years have a cute one year old kids,"и они женаты всего пять лет, у них милые годовалые дети"
"I swear to God he works from eight,","Клянусь Богом, он работает с восьми,"
Okay.,Хорошо.
"Well, I heard Dallas is pretty bad with the crime.","Ну, я слышал, в Далласе довольно плохо с преступностью."
"Well, you know, you know last night I was listening to the, uh, ten o'clock news.","Ну, ты знаешь, ты знаешь, вчера вечером я слушал, э-э, десятичасовые новости."
Uh-huh.,Угу.
"And for the first five to seven minutes of a news broadcast all they were talking about was the number of shootings, the number of drug deals that were going on, and crime","И в течение первых пяти-семи минут выпуска новостей все, о чем они говорили, было количество перестрелок, количество сделок с наркотиками, которые происходили, и преступность"
"and, and it's so depressing just to even listen to the news anymore.","и, и это так угнетает, что даже просто слушать новости больше нельзя."
Uh-huh,Ага
The same way here in Dennison.,"Точно так же здесь, в Деннисоне."
Uh-huh.,Угу.
"I mean, uh, back a couple weeks ago they found, uh, some people I don't remember at some fast food restaurant.","Я имею в виду, э-э, пару недель назад они нашли, э-э, каких-то людей, которых я не помню, в каком-то ресторане быстрого питания."
"They had been, I can't remember if they had been shot or if they had just been thrown in the freezer","Они были, я не могу вспомнить, были ли они застрелены или их просто бросили в морозилку"
"but I'm pretty sure they'd been shot and put the freezer at the fast, food restaurant.","но я почти уверен, что их застрелили и положили в морозилку в ресторане быстрого питания."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And I've worked, worked in fast food restaurants.","И я работал, работал в ресторанах быстрого питания."
"They don't have that much money on hand,","У них не так много денег на руках,"
Yeah.,Да.
they really don't.,на самом деле это не так.
Yeah.,Да.
I did too.,Я тоже так сделал.
"I remember I used to work at, uh, Kentucky Fried Chicken.","Я помню, что раньше работал в ""Кентукки Фрид Чикен""."
Uh-huh.,Угу.
"And, and I just couldn't believe, um, you know, that","И, и я просто не мог поверить, эм, ты знаешь, что"
now I would hate to work at a fast food restaurant or even have my children work in one.,теперь мне бы не хотелось работать в ресторане быстрого питания или даже заставлять своих детей работать в нем.
Uh-huh.,Угу.
"And, uh, because of, uh, the crime","И, э-э, из-за, э-э, преступления"
"that they would, um, kill people just for the few couple hundred dollars that they would have in there, uh, in their cash drawer.","что они, эм, убивали бы людей только за несколько сотен долларов, которые были бы у них там, эм, в ящике для наличных."
Yeah.,Да.
Right.,Верно.
My husband worked at a gas station when he was a teenager.,"Мой муж работал на заправочной станции, когда был подростком."
Uh-huh.,Угу.
"And he, well I don't know, he decided not to work one night or something","И он, ну, я не знаю, однажды ночью он решил не работать или что-то в этом роде"
"and one of the guys that was working was shot,","и один из парней, который работал, был застрелен,"
Uh-huh.,Угу.
"and, Kenny quit the next day.",и Кенни уволился на следующий день.
Uh-huh.,Угу.
"He just, he couldn't deal with it.","Он просто, он не мог с этим смириться."
Yeah.,Да.
yeah.,да.
"Oh, I understand what your talking about.","О, я понимаю, о чем ты говоришь."
"So, yeah,","Так что, да,"
"I have, uh, uh, you know, a real problem, uh,","У меня, э-э, э-э, ты знаешь, реальная проблема, э-э,"
"even though I live further out in the suburbs, the crime follows you anywhere,","несмотря на то, что я живу дальше, в пригороде, преступление преследует вас повсюду,"
Uh-huh.,Угу.
Everywhere.,Везде.
"it, it doesn't matter if you live in a small town or if you live in a small town or if you live in a large city like this.","это, не имеет значения, живете ли вы в маленьком городке, или если вы живете в маленьком городке, или если вы живете в таком большом городе, как этот."
Uh-huh.,Угу.
"Um, so, but, I just think about the all the different ways that we have to protect ourselves from,","Хм, итак, но я просто думаю обо всех различных способах, которыми мы должны защитить себя от,"
"It just seems like a lot of people are attracted to the bigger cities though,","Хотя это просто кажется, что многих людей привлекают большие города,"
Uh-huh.,Угу.
the worst part of it.,худшая часть этого.
Uh-huh.,Угу.
"Um, I lived in Louisville, Kentucky for a while,","Эм, я некоторое время жил в Луисвилле, штат Кентукки,"
Uh-huh.,Угу.
"but, I lived on the outskirts too,","но я тоже жил на окраине,"
"but Louisville was pretty bad especially during like the, uh, Kentucky Derby.","но Луисвилл был довольно плох, особенно во время, например, дерби в Кентукки."
Yeah.,Да.
At this time of the year it's horrible to live in Louisville.,В это время года ужасно жить в Луисвилле.
Uh-huh.,Угу.
Uh-huh.,Угу.
"But, uh.","Но, эм."
Yeah.,Да.
"So, I don't know, um, you know,","Так что, я не знаю, эм, ты знаешь,"
"it's asking about what kind of steps we can take, um, uh, you know, just as citizens to try and, um, uh, protect ourselves.","это вопрос о том, какие шаги мы можем предпринять, эм, эм, вы знаете, просто как граждане, чтобы попытаться, эм, эм, защитить себя."
"I know I have, uh, um, home security system.","Я знаю, что у меня есть, э-э-э, домашняя система безопасности."
Uh-huh.,Угу.
"Plus, I have the, uh, the special lights on, on the outside.","Плюс, у меня, э-э, включены специальные лампы снаружи."
"And I have,","И у меня есть,"
The ones that blink off and on.,"Те, которые то мигают, то включаются."
"Yeah,","Да,"
"that, uh,","это, э-э,"
By themselves I mean.,"Я имею в виду, сами по себе."
"yeah,","да,"
yeah.,да.
By themselves,Сами по себе
"if you if there's some kind of movement, then they'll automatically come on. Um,","если вы... если произойдет какое-то движение, то они автоматически включатся. Эм,"
Right.,Верно.
"but, I mean it's just I'm constantly think about keeping us safe and protected, verses, um,","но, я имею в виду, просто я постоянно думаю о том, чтобы сохранить нас в безопасности, стихи, эм,"
Uh-huh.,Угу.
How many kids do you have?,Сколько у вас детей?
Two.,Два.
Two.,Два.
Oh,О
a boy or?,мальчик или?
One of each.,По одному из каждого.
"Oh, that's what I've got,","О, это то, что у меня есть,"
Yeah.,Да.
Yeah.,Да.
"It is scary,","Это страшно,"
"are your are they babies or,","твои они дети или,"
"No,","Нет,"
"no,","нет,"
there teenagers now.,сейчас там подростки.
"Oh, well good. That they're a comfort to you.","О, что ж, хорошо. Что они служат тебе утешением."
I've still got babies.,У меня все еще есть дети.
Okay,Окей
Yeah,Да
"I've got a, a four year old. He'll be four. And a three month old.",У меня есть четырехлетний ребенок. Ему будет четыре. И трехмесячный ребенок.
"Oh, wow.","О, ничего себе."
And it's scary sometimes.,И иногда это пугает.
Yeah.,Да.
That's a problem.,Это проблема.
Yeah.,Да.
"I'm used to living in, uh,","Я привык жить в, э-э,"
which,который
"we don't live in the city,","мы живем не в городе,"
Uh-huh.,Угу.
but we just.,но мы просто.
"It's still more crowded than what I'm used to,","Здесь все еще больше народу, чем там, к чему я привык,"
Uh-huh.,Угу.
"I'm used to having, you know, eight or ten houses on one street","Я привык, знаете ли, к тому, что на одной улице восемь или десять домов"
"and this one's got houses on either side and, you know, real close together,","а у этого дома по обе стороны и, знаете, очень близко друг к другу,"
Yeah.,Да.
Yeah.,Да.
"and just,","и просто,"
Yeah.,Да.
"It's different,","Это совсем другое,"
"yeah,","да,"
living down here.,"живу здесь, внизу."
"Now, now the nice thing, uh,","А теперь, теперь самое приятное, э-э-э,"
"I feel a little bit more comfort since we're so close together like this. Um,","Я чувствую себя немного спокойнее, потому что мы так близко друг к другу, вот так. Хм,"
"I, I feel like that there's going to be, uh, less crime","Я, я чувствую, что преступлений будет, э-э, меньше"
"or your neighbors going to be watching out for you, um, because it's, it's practically, it's in their backyard, too,","или ваши соседи будут присматривать за вами, эм, потому что это, практически, тоже у них на заднем дворе,"
Right.,Верно.
"Oh, oh well,","О, ну что ж,"
"we think our neighbors are stealing from us, actually my husband.","мы думаем, что наши соседи воруют у нас, на самом деле это мой муж."
"They, uh, well, the one of them's a teenager that lives next door","Они, э-э, ну, один из них - подросток, который живет по соседству"
and her friends are pretty wild.,и ее друзья довольно дикие.
They've stolen gas out of our vehicles.,Они украли бензин из наших машин.
Oh goodness.,О боже.
And so he went and got a locking gas cap for his.,И вот он пошел и купил запирающийся газовый колпачок для своего.
Uh-huh.,Угу.
"They weren't stealing it out of mine so much, because my car, the gas thing is kind of weird where it's hard to, syphon gas out.","Они не так часто крали его у меня, потому что в моей машине бензин какой-то странный, там трудно откачать газ из сифона."
Uh-huh.,Угу.
Uh-huh.,Угу.
"So he, he went and got a locking cap","Итак, он, он пошел и достал запирающий колпачок"
and they tried to break that off.,и они попытались разорвать это.
Oh my goodness.,О боже мой.
"And you excuse me. He went down to Uba , and noticed that it was hanging off where, where they had tried to break it off.","И вы меня извините. Он спустился к Убе и заметил, что она болтается там, где ее пытались оторвать."
Uh-huh.,Угу.
Uh-huh.,Угу.
And they stole our tailgate off his truck,И они украли нашу заднюю дверь с его грузовика
Oh goodness.,О боже.
"Well, we can't say they did","Ну, мы не можем сказать, что они это сделали"
"but,","но,"
"Someone did,","Кто-то сделал,"
"We're pretty,","Мы хорошенькие,"
"yeah,","да,"
Yeah.,Да.
"it had to be somebody that, you know, could do it in the middle of the night","это должен был быть кто-то, кто, знаете ли, мог бы сделать это посреди ночи"
