,speaker,text,code
181534,B,"But, Well, I flew into Milan.",sd
181535,A,"Oh, uh,",%
181536,A,really?,bh
181537,A,Uh-huh.,b
181538,B,"My daughter is, uh, a twirling champion",sd
181539,A,Uh-huh.,b
181540,B,"and she had to perform over there and, in Turin",sd
181541,B,and so we had to fly into Milan,sd
181542,B,"and we got on the subway after so much trouble because the Italians, even if they speak English, they do not want to let you know",sd
181543,A,"Oh, sure.",ba
181544,B,and they gave us all the wrong directions,sd
181545,A,Oh.,b
181546,B,and there were just two of us.,sd
181547,B,At the airport they put us on the wrong bus,sd
181548,B,"Finally, we saw a policeman.",sd
181549,B,He put us on the subway.,sd
181550,A,Uh-huh.,b
181551,B,"We sat there, uh,",sd
181552,B,we did not know Italian.,sd
181553,B,We looked at each other.,sd
181554,B,We said things like spaghetti You know things like that.,sd
181555,A,Uh-huh.,b
181556,B,We finally followed some kids who told us where to get off.,sd
181557,B,"We followed these kids with, uh, gym bags",sd
181558,B,and we figured that must be the sports arena,sd
181559,A,Uh-huh.,b
181560,B,and we lucked out,sd
181561,B,and then when we needed to go to the bathroom there was nothing but a whole in the ground.,sd
181562,B,"I mean it was so, It was kind of a nightmare.",sd
181563,A,Wow.,b
181564,B,"But, that was our experience",sd
181565,B,and I guess all of Italy is not like that.,sv
181566,A,Right.,b
181567,B,"But where we were, it certainly was",sd
181568,B,"and the hotel that we stayed in,",sd
181569,B,"we stayed with our English friends, their team in the hotel",sd
181570,B,and it was beautiful.,sd
181571,B,It was very modern.,sd
181572,A,Uh-huh.,b
181573,B,But it was very far away on a bus.,sd
181574,A,Oh.,b
181575,B,"So, you know, it was, it was really, uh, it was interesting.",sd
181576,B,You always learn something.,sd
181577,A,"Yeah,",b
181578,A,yeah.,b
181579,B,And you always have a fun experience,sv
181580,B,so it is great. You know.,sv
181581,A,You said that you have been to England several times?,qy^d
181582,B,Uh-huh.,ny
181583,A,"I wonder, have you ever been to a, uh, a small town, uh,",qy^d
181584,A,well it is actually about thirty minutes from Salisbury.,sd
181585,A,"It is called, uh, Bemerton?",sd
181586,B,"No,",nn
181587,B,I have not. Huh-uh.,sd
181588,A,Okay.,b
181589,B,"Our friends live like an hour outside of England, like Ash, around there.",sd
181590,A,"Oh, okay.",b
181591,A,"Alright,",b
181592,A,yeah.,b
181593,B,"So, uh-huh.",%
181594,A,"Uh, uh, the reason I am curious, I, uh,",sd
181595,A,"the other place I would like to visit, uh,",sd
181596,A,I guess you heard our our topic for today was clothing?,qy
181597,B,"Yes,",ny
181598,B,I certainly did.,sd
181599,A,How you dress for work and season to season and everything.,sd
181600,B,Uh-huh.,b
181601,A,How do you dress for work?,qw
181602,B,"Well, uh, uh about the same I dress for school.",sd
181603,B,"I, uh, I am a graduate student",sd
181604,B,"so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice.",sd
181605,A,Sure.,b
181606,B,"Uh Uh, uh, although I do, uh, a lot of,",sd
181607,A,You bet.,ba
181608,B,I am a speech pathology major,sd
181609,B,and so I do a lot of clinical work,sd
181610,B,"and when I do clinic work then I have to, uh, uh, look my best.",sd
181611,A,Look professional,sv
181612,B,Yeah.,b
181613,B,Unfortunately.,sv
181614,A,"Yeah,",b
181615,A,I understand.,ba
181616,A,"I am a,",sd
181617,A,I own my company.,sd
181618,A,"I am in the, I am, uh, manufactures rep sales organization",sd
181619,A,and my office is a small office,sd
181620,A,and I am very casual and wear slacks and sports shirt and things like that,sd
181621,B,Uh-huh.,b
181622,A,but then when I travel it is a little different situation.,sd
181623,B,"Yeah,",b
181624,B,sure.,b
181625,B,Uh-huh.,b
181626,B,Yeah.,b
181627,B,Yeah.,b
181628,B,"Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual.",qy
181629,A,"Yeah,",b
181630,A,"I think in today's society, uh, there is more credibility to be quite honest",sv
181631,B,Uh-huh.,b
181632,A,"I will always remember,",sd
181633,A,"I will tell this real quick story when I graduated from college,",sd
181634,A,"my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer.",sd
181635,B,Uh-huh.,b
181636,A,"I worked for the, uh, Smith Douglas Division of Borden Chemical",sd
181637,A,"and I sold uh, you know, manure.",sd
181638,B,Uh-huh.,b
181639,A,"And, uh, I would go out and call on farmers",sd
181640,A,"and I would always try to look my best wearing sport coats and things like that,",sd
181641,A,but I was calling on guys that wore bib overalls.,sd
181642,B,Uh-huh.,b
181643,A,"And so, one day I got up and thought well I will just go casual and you know that I called on a guy wearing exactly that, bib overalls,",sd
181644,A,and he sort of told me that he expected me to be professional,sd
181645,B,Uh-huh.,b
181646,A,and he sort of expected me to dress as a professional,sd
181647,B,"Oh, really?",bh
181648,A,"so, uh, it was sort of,",sd
181649,B,Even the farmers.,qy^d
181650,A,You bet even back then,na
181651,B,"Oh, wow.",bk
181652,A,"so I sort, uh, been aware of my dress ever since then and try to look my best,",sd
181653,B,Uh-huh.,b
181654,A,but here again I dress casual quite a bit,sd
181655,A,"so,",%
181656,B,Uh-huh.,b
181657,B,"Yeah,",b
181658,B,certainly.,ba
181659,A,It gives you confidence.,sd
181660,A,"In my business if I call on the the J C Penney company here in Dallas or say someone say Sears and Roebuck in Chicago, then I wear coat and tie.",sd
181661,A,"If I call on just, uh, a normal little dealer of mine, I might be casual.",sd
181662,B,Uh-huh.,b
181663,A,"I call on Oshman's sporting goods, again, it may be casual or it may be coat and tie.",sd
181664,A,So it depends.,sd
181665,B,"Yeah,",b
181666,B,it depends.,b^m
181667,B,Sure.,b
181668,B,"Uh, so you don't, uh,",%
181669,B,if you had the choice would you wear a tie or not?,qy
181670,A,"Uh, probably no.",nn
181671,B,Uh-huh.,b
181672,B,Uh-huh.,b
181673,A,but then it depends on who you are calling on.,sd
181674,A,"Who you're,",%
181675,A,"you like your minister standing up in front of you with no tie, you just, uh, he would be missing something.",sv
181676,B,Uh-huh.,b
181677,A,"Although, he shouldn't be evaluated on that.",sv
181678,B,"Right,",b
181679,B,right.,b
181680,A,"So, it's its' just different.",sd
181681,B,Uh-huh.,b
181682,B,"Yeah,",b
181683,B,"that, uh,",%
181684,B,"if if you wanted to, uh, uh, really get into a hot issue, uh",ad
181685,B,"well at least in some in some beliefs, uh, how people dress when they go to church is, uh, is uh, sometimes a pretty, pretty hot topic.",sv
181686,A,"Yes,",aa
181687,A,it is.,sv
181688,A,"I am, uh, like a Catholic",sd
181689,A,"and the people that go to my Church, you know",sd
181690,A,Catholics dress very casual a lot of the times.,sd
181691,A,"People in jeans and in whatever,",sd
181692,A,"but yet the way I was raised,",sd
181693,A,"I am a converted Catholic,",sd
181694,A,"the way I was raised,",sd
181695,A,I was raised a Baptist,sd
181696,A,and like as a youngster I use to always dress up all the time.,sd
181697,A,I guess that has changed also.,sv
181698,B,Uh-huh,b
181699,B,"Uh, yeah.",b
181700,B,"I'm, I am, uh, I go to the Church of Christ.",sd
181701,B,I have been raised in the Church of Christ,sd
181702,B,"and, uh, but, uh, I, uh, too many times you hear you hear a lot about what what you're, uh, supposed you're supposed to look your Sunday best uh, uh, and dress and proper attire",sd
181703,A,Right.,b
181704,B,"and, uh, and sometimes that really disappoints me, uh, in, uh, when I see in other economic areas like in Kentucky.",sd
181705,A,Sure.,b
181706,B,"You know, people just don't have that",sd
181707,B,and they are afraid to go to church or afraid to go simply because  they don't have the clothes to wear.,sd
181708,A,But .,%
181709,A,That is a very good point.,ba
181710,A,I am from West Virginia,sd
181711,A,so I understand what you are saying there,sd
181712,B,Uh-huh.,b
181713,A,and it's it's a very good point.,ba
181714,B,Yeah.,b
181715,A,"But you shouldn't, what's the old saying, you shouldn't judge a book by its cover.",sv
181716,B,Certainly.,ba
181717,A,"And, uh, evaluation of an individual. Course, all of it depends on the type of job responsibility you have.",sv
181718,A,I think you have to dress sort of accordingly.,sv
181719,B,Uh-huh.,b
181720,A,"But, uh, you certainly should not judge a book by its cover and, uh, or evaluate a person by that.",sv
181721,B,Uh-huh.,b
181722,A,What about season to season.,qo
181723,A,"Does,",%
181724,A,I guess your dress changes.,qy^d
181725,B,"Uh, yeah",ny
181726,B,a little bit.,sd
181727,B,"Uh, uh of course in the summer if I can get away with it, I wear, uh, uh, a pair of shorts",sd
181728,B,and that's it.,sd
181729,B,"Run around barefoot, no shirt or anything",sd
181730,B,"But, uh,",%
181731,A,"Okay, Ron.","fo_o_fw_""_by_bc"
181732,B,Okay.,"fo_o_fw_""_by_bc"
181733,A,Welcome to the net,fp
181734,A,"and, uh, what did you do about your last auto repair,",qw
181735,A,"oh, and might you say what kind of cars you have and so forth.",ad
181736,B,"Well, Larry, my last one, unfortunately, was a, an expensive one because I had a brand new Lincoln Town Car",sd
181737,B,"and and a couple of ladies ran a stop light,",sd
181738,A,Um.,%
181739,B,"the lights weren't working properly,",sd
181740,B,"it wasn't their fault,",sd
181741,B,"but we, they didn't run it.",sd
181742,B,"We both had green,",sd
181743,B,"and she hit me and did about eleven thousand dollars worth of damage to my car,",sd
181744,B,so.,%
181745,A,"My goodness gracious that's,",ba
181746,B,That was a huge repair bill.,sd
181747,A,"Well, that's still not enough for a total, is it.",qy
181748,B,"I know,",ng
181749,B,I hated that.,sd
181750,A,It's a very expensive automobile.,sd
181751,B,"So it wasn't enough to total it,",sd
181752,B,"but that's my, that's been my most, uh, expensive repair probably in the last year, with the except of just service work, because I buy a new car every two years",sd
181753,B,"and,",%
181754,A,"Oh, and do you buy one every two years?",qy
181755,B,"Well, I travel a lot,",arp_nd
181756,B,"so you know, uh, this last one I leased,",sd
181757,A,Uh-huh.,b
181758,B,"so I don't know,",no
181759,B,and I leased it on a twenty-four month program.,sd
181760,B,First time I've ever done that.,sd
181761,B,"But I'll probably go back to buying them, because I don't care to lease them",sd
181762,A,"Did this car have one of these expanding balloons,",qy
181763,A,"or just are there normal safety belts in it, that you had.",qrr
181764,B,"No,",nn
181765,B,it has the expanding balloons.,sd
181766,A,Did that help you?,qy
181767,B,"Uh, it,",%
181768,B,they didn't go off.,sd
181769,A,They didn't go off.,qy^d
181770,B,"No,",nn
181771,B,"I guess we weren't going,",sd
181772,B,"that sort of upset me,",sd
181773,B,we weren't going fast enough,sd
181774,B,"when I called the dealership about it and called Ford Motor about it,",sd
181775,B,"but, no, sir,",ng
181776,B,"didn't go off, uh,",sd
181777,B,we were,%
181778,B,"it was a bad, rainy, dark, dreary day,",sd
181779,B,"and, and the street lights.",sd
181780,A,"But you were hit in the side, weren't you?",qy
181781,B,Yes.,ny
181782,A,That may be the problem.,sd
181783,A,"You, you may, you may need to be hit from something the, leaning towards the forward to activate it.",sd
181784,B,Yes.,b
181785,B,Took off my whole front fender and hood and everything.,sd
181786,B,"I tell you, just took it all off.",sd
181787,A,My goodness.,ba
181788,B,"It was uh, uh,",sd
181789,B,my doors were okay front and back,sd
181790,A,Uh-huh.,b
181791,B,"but it did, uh, right eleven thousand dollars in damage.",sd
181792,B,It was a,sd
181793,B,"then I get it back and two weeks after that, I'm driving it in front of the local high school, and some young man just wasn't paying any attention and runs in the back of me.",sd
181794,B,That's another twelve hundred dollars worth of damage,sd
181795,A,My goodness.,ba
181796,B,"So, I'm going to get,",%
181797,B,"when my twenty-four months is up on this car, I'm getting rid of this car.",sd
181798,A,I would think so,ba
181799,A,This doesn't sound like you've got very good luck with that one.,sv
181800,B,My golly.,ba
181801,B,"How about you, Larry?",qo
181802,A,"Well, I'm relatively fortunate about that.",sd
181803,A,"Uh, here we, somehow, don't have many people run into us, although at the beginning of each school season, uh, students move into town who are from big cities,",sd
181804,A,"and they sort of drive kind of wild for about two, three weeks, then they finally settle down and,  realize that they don't have to drive that way here.",sd
181805,B,I understand.,ba
181806,A,"And, now that takes the strain out, off of everyone that, uh, is driving a vehicle,",sd
181807,A,"and I find that the most of the repairs I have to do here is body damage due to the salt that we have to put on the road to, uh, take care of us in the winter time.",sd
181808,B,I understand.,ba
181809,A,"Uh, I have a sixty-nine cougar and a seventy-seven pontiac, so forth,",sd
181810,A,"and I have to,",%
181811,A,"and I drive a Honda most of the time,",sd
181812,A,"and like hand over the telephone I have to make sure that, uh, salt and so forth are kept off of it,",sd
181813,A,and once in a while we have to replace some of the plates in the bottom of it because it's rusted away.,sd
181814,B,Sure.,b
181815,B,"I understand that because I'm from West Virginia,",sd
181816,B,and we had the same thing up there continuously salting the roads for snow.,sd
181817,A,Uh-huh.,b
181818,A,"Well, I just, I I had this Cougar totally, uh, the body of it, totally rebuilt, uh, to get some of the rusts that were in the fenders uh, done, and then it all repainted,",sd
181819,A,and then winter got here,sd
181820,A,"and so I put the cover over it then to keep the ice and snow off,",sd
181821,A,like hand over the telephone so I haven't had a chance to drive it very much,sd
181822,A,"But, anyhow, uh, now, are you going to buy this next car",qy
181823,A,"or you going rent it, lease it again?",qrr
181824,B,"No,",nn
181825,B,"I'm going to, I'm going to buy it, Larry,",sd
181826,B,"I don't like the rental,",sd
181827,B,"I think, I'm getting ready to retire myself,",sd
181828,B,"and I'm going to, I'm going to be, you know, driving a car for longer,",sd
181829,A,Are you?,bh
181830,B,"so, I usually drive a car for three years,",sd
181831,B,"and and anyway, and so, but last couple of cars I've only driven for two years,",sd
181832,A,Uh-huh.,b
181833,B,and so I'd leased this one for two years.,sd
181834,B,"So I'll probably go back and buy one,",sd
181835,B,"and, uh, this next car will probably be my retirement car.",sd
181836,A,"Well, that's an awfully big one, that, uh, that one that you had, that Lincoln, uh,",sd
181837,A,"isn't it too large for normal town driving, finding parking places  and getting in and out the doors?",qy
181838,B,"Well, no sir.",ng
181839,B,"Not really,",ng
181840,B,not really,ng
181841,A,Uh-huh.,b
181842,B,"uh, no problem at all.",sd
181843,B,"My wife and daughter,",sd
181844,B,"we have, uh, two Toyotas in the family, one Nissan,",sd
181845,B,and then we have the Lincoln,sd
181846,B,and the,%
181847,B,"not really,",ng
181848,B,"no problem there at all as as far as finding parking places,",ng
181849,B,"it's it's convenient in that, in that regard.",sd
181850,A,"Well, that certainly would be a wonderful, comfortable machine to take on long trips",sv
181851,B,"Yes,",aa
181852,B,it is.,sd
181853,B,"And I and I travel,",sd
181854,A,"I'm, I'm very much aware of that.",sd
181855,B,"I'm like a traveling salesman,",sd
181856,B,"don't travel a lot any more,",sd
181857,B,"but, uh, when I do take it, it is very comfortable to drive.",sd
181858,A,"Yes,",aa
181859,A,"I'm sure it is, because that's the way that I enjoy this Pontiac that I have.",sd
181860,B,Yes,b
181861,B,"it's,",%
181862,A,"It only has thirty-eight thousand miles on it,",sd
181863,A,but it's  very quiet and very smooth riding machine.,sd
181864,B,Is that right?,bh
181865,B,"Well, my wife's Toyota is soon to be four years old,",sd
181866,B,"it only has, doesn't even have thirty thirty thousand miles on it,",sd
181867,B,"so, gosh, been much, in such good shape, that'll probably be an eight or ten year car.",sd
181868,A,Uh-huh.,b
181869,A,"Do you, do you feel that, uh,",qy
181870,A,"Uh, I don't know.","fo_o_fw_""_by_bc"
181871,A,"My personal perception of government and, uh, the way things are at this current time, is that nobody can really be trusted.",sv
181872,A,"And I don't feel that too many of the candidates are out there to, uh, be self-serving to the community.",sv
181873,A,"I think that they have their own, uh, wishes to, uh, be in the limelight and to kind of say, hey, you know, I'm a public official, I don't have to do, uh, certain things",sv
181874,A,and they just stand out more. Involving themselves more and more with politics,sv
181875,A,"but it's really,",%
181876,A,"after all the things that I've seen in the last ten years about government and now the overdrafts, uh, of checks, uh, before that it was the wonderful, uh, escapade that they had with, uh, the new, uh, oh God , chief of, uh,",sv
181877,A,"well Supreme Court,",sv
181878,A,"I'm trying to think of his name and, uh, what they put, uh, him through in regards to,",sv
181879,B,Thomas?,qy^d
181880,A,"Yeah,",ny
181881,A,Thomas.,sd
181882,B,Uh-huh.,b
181883,A,"The sex, sexual harassment, that kind of thing and just to see our government react to that and then just little things that have added up where people have taken vacations on taxpayers' monies and things like that.",sv
181884,A,"I, I just think it's very corrupt and in whether or not they need to start with people that are extremely poor, and send them into government versus people that are rich.",sv
181885,A,"But it's always the rich person that gets into government. That has the money to advertise, the money to to do this.",sv
181886,A,"There's no more Abe, Abraham Lincolns out there, uh, that can get into government, even if they were poor.",sv
181887,A,"So, I know that's my personal viewpoint of things.",sd
181888,B,"Doesn't Wisconsin have a, uh, state, uh, Medicare program or health program?",qy
181889,A,"Now, they just, uh, they've already put through the health bill",na
181890,A,Yes.,ny
181891,A,It just went through,sd
181892,A,and it was passed,sd
181893,A,and that is going to be a heavier tax burden on a lot of the taxpayers and a little bit more on to the medical.,sd
181894,A,"Uh, I don't know if that was done out of just let's be the first state to do it or if it was done really for the needs of the people.",sd
181895,A,You know what I'm saying?,qh
181896,A,"It, it's,",%
181897,A,"right now every little state around here is thinking about oh we need to reform the health, uh, system",sv
181898,A,"and, of course, they think, uh, Wisconsin, our or Minnesota, our neighbor, passed a state law, the health bill",sv
181899,A,and it's kind of like we're the first to do it.,sv
181900,A,"So, I don't know if it's done because we're, we want to be standing out as being innovative in the health system or whether it was done for, uh, you know, a real good purpose to help people that can't afford, uh, health insurance, that kind of thing.",sv
181901,B,Right.,b
181902,B,"Well, I, I think the, one of the biggest problems that, uh, we see in government today is a reflection of society in and of itself.",sv
181903,A,Uh-huh.,b
181904,A,"Oh, sure.",ba
181905,B,"And that is, uh, uh, we become so debt ridden and credit oriented instead of, uh, cash and carry or debt free",sv
181906,A,"Oh, sure.",ba
181907,A,Uh-huh.,b
181908,B,"and therefore, uh, that puts a lot of undue pressure on municipalities, state and federal governments.",sv
181909,A,"It, it sure does.",ba
181910,A,"And  I think it, it is reflecting.",sv
181911,A,"Like you said I think society as a whole, uh, you can't expect, uh,",sv
181912,A,"when we have T V and we have things that are kind of bombarded at us for, uh, you know, immorality and this and this and this, that we can expect somebody to come off that's going to be clean, totally clean And come into government.",sv
181913,B,Right.,b
181914,A,"Uh, but down the line it does hurt.",sv
181915,A,"I mean when somebody's corrupt and somebody's doing something, it's, uh, you know, it does hurt each individual of the society when you find out that somebody's done something or the overdraft policy or, you know, the other things that have occurred,",sv
181916,A,"so, uh,",%
181917,B,"Well, what is,",%
181918,B,"see the thing is, is when a lot of things become acceptable practice uh, it's hard to discern the what has become muddy as to what is ethical and what is not ethical.",sv
181919,A,Uh-huh.,b
181920,B,"And then  someone blows the whistle and says, oh, this is not ethical and yes I did it too.",sv
181921,A,Exactly.,ba
181922,A,Yeah,b
181923,A,"Well, that's exactly what happens in government all the time.",sv
181924,A,They blow the whistle on each other.,sv
181925,A,"Oh, I hear that you're doing this,",^q
181926,A,I've done it,^q
181927,A,"but oh boy,","fo_o_fw_""_by_bc"
181928,A,and it's not going to get out.,sv
181929,A,"yeah,",%
181930,A,"exactly. It's, uh,",%
181931,A,there's no  secrets in the government. Uh  I don't think anymore.,sv
181932,B,"Yeah,",b
181933,B,"we just had,",sd
181934,B,Uh.,%
181935,B,Right.,b
181936,B,"The mayor of Dallas is, uh, Bartlett, Steve Bartlett.",sd
181937,A,Uh-huh.,b
181938,B,"He also, uh, was a congressman. Uh, to the, uh, to Congress.",sd
181939,A,Uh-huh.,b
181940,A,Uh-huh.,b
181941,B,And he had been in that position for years.,sd
181942,A,Sure.,b
181943,B,"And, uh, he was elected mayor of Dallas overwhelmingly.",sd
181944,A,Uh-huh.,b
181945,A,Uh-huh.,b
181946,B,"However, if the vote was taken today, the whole thing might change because he was part of that, uh, check kiting scam",sd
181947,A,"Oh, sure.",ba
181948,A,"I think, I, I don't think, uh",%
181949,A,"Oh, go ahead",ad
181950,A,"I, I am glad to talk to an expert.",sd
181951,A,I always wanted to know who an expert was.,sd
181952,B,"Oh, well, I'm not an expert,",sd
181953,B,"I just had a little, I've, I've seen a little pollution in my time.",sd
181954,B,"It's, uh,",%
181955,B,"the, the chemicals we were dealing with were, uh, a Raid repellent",sd
181956,B,"and, uh, that was really quite dangerous,",sd
181957,B,"I'm not certain that that was,",sd
181958,B,"that, that's really a pollution issue.",sd
181959,B,"I think pollution issue is, is, uh, is, is the argument over, over people catching, uh, things like, uh, respiratory disease.",sd
181960,A,"Uh, well, there, there's two things, uh,",sd
181961,A,"the one I'm interested the most, I guess, myself, uh, would be the, the Freons I mean , for air",sd
181962,A,"the one, I guess, that's the one I'm most curious about is how they're going to replace the Freons in air-conditioning.",sd
181963,A,That seemed to be the biggest surprise to me,sd
181964,A,"and whether,",%
181965,A,"when they replace it, you know, they're going to really come up with something that is not just as bad.",sd
181966,B,"Well, the, you know,",%
181967,B,"that, that's another arguable issue",sv
181968,B,"and I, I've seen the, uh, uh, uh,",sd
181969,B,assuming you can buy into global warming I,sv
181970,A,"Yeah,",b
181971,A,"I, uh, was, uh, you know,",%
181972,A,"where they were all concerned about that,",sd
181973,A,"but that, that it seems to be,",sd
181974,B,"Well, did you see Carl Sagan on SIXTY MINUTES on, uh, when he was talking about when if, if the, if the war started in, in Kuwait and they'd set those, uh, all",qy
181975,A,"No,",nn
181976,A,I heard about it though.,sd
181977,B,"uh, it was, it was, it was interesting",sd
181978,B,"but, uh, I'm just curious what he has to say now that they've got them all lit.",sd
181979,A,"Was that before,",qy
181980,A,"I didn't see it,",sd
181981,A,was that before they actually did that,qy
181982,A,or it was,qrr
181983,B,Yes.,ny
181984,B,"And his argument was, uh, was that, that you would see a, uh, a year with no summer.  Which actually happened.",sd
181985,A,"Because of that,  you know.",^2
181986,B,"And it, it",%
181987,B,"yes,",b
181988,B,"it actually happened,",sd
181989,B,"uh, it was a volcano erupted",sd
181990,B,and it was high enough up,sd
181991,B,"but, uh, they had some people from the national meteorological center I think it was which is the national, anyway, research people",sd
181992,B,"and they said that the, uh, that the pollution would not go high enough.",sd
181993,B,"And it's going to be interesting to see if Carl Sagan and his billions and billions of stars,  may have once made a mistake,",sd
181994,A,Right.,b
181995,B,"but the, the the general, the opinion among, among the, uh, meteorologists at, uh,",sd
181996,B,"I'm, uh, member of the American Meteorological Society,",sd
181997,B,and,%
181998,A,Are you,qy
181999,A,you didn't work at T I?,qy^d
182000,B,"Yeah,",ny
182001,B,I do.,sd
182002,A,"Oh, okay.",bk
182003,B,"But I'm, uh, I, I did that in my .",sd
182004,A,"Where do you work in research,",qy
182005,A,or,%
182006,B,"No, I'm a planner, a production planner.",ng
182007,A,"Oh, okay.",bk
182008,B,"But I, I, I'm in the active reserves as a weatherman,",sd
182009,B,so.,%
182010,A,"Oh, okay,",bk
182011,A,yeah.,b
182012,B,"Uh, I, I keep up from time to time,",sd
182013,B,"but what the, the argument is that, uh, that, uh, maybe there isn't global warming and maybe there is.",sd
182014,B,"But, um, if there is, uh, we probably could do something about it now,",sd
182015,A,Yeah.,b
182016,B,"and if there isn't, if there isn't and we do some the right things, I think,",sd
182017,B,"how do you feel about, about all this smog and stuff on cars.",qo
182018,A,"Uh, well, I'm kind of a car buff myself,",sd
182019,A,"I was going to ask you another question,",sd
182020,A,"but, uh, I'll do that in a minute.",sd
182021,A,"I, I think that the changing, you know, from leaded fuel was a tremendous advantage, you know, not using ...",sv
182022,B,"Well, do you have an older car?",qy
182023,A,"No,",nn
182024,A,"no,",nn
182025,A,no.,nn
182026,B,"I, I have been working on an older car",sd
182027,B,but it,%
182028,B,yeah.,%
182029,A,Really?,bh
182030,A,"Oh, I'm a car buff too,",sd
182031,A,"we ought to talk about that one day, uh, uh,",ad
182032,B,"Well, I'm restoring one.",sd
182033,A,"I think you can use the, you can use high, you know, the ninety-two percent, uh, ninety-two octane I don't think you'll have any trouble.",sd
182034,B,I'm not having any problem it's a seventy.,sd
182035,A,"Oh, yeah.",b
182036,A,Yeah.,b
182037,B,And the.,%
182038,A,"No,","fo_o_fw_""_by_bc"
182039,A,"I, I think, uh,",%
182040,A,"I, uh, work on my own cars",sd
182041,A,"and, uh, I don't think that's a problem.",sd
182042,A,"I thought,",%
182043,A,"I'm saying, I was glad to get rid of leaded gasoline,",sd
182044,A,'n.,%
182045,B,But did you have another,qy
182046,B,you said you had another,sd
182047,A,"Uh, oh,",%
182048,A,"the same thing about the war, uh, or related to the war on,",na
182049,A,I was watching C N N,sd
182050,A,"and I cannot remember what station it was,",sd
182051,A,"what,",%
182052,A,"did you see the advertisements, uh, where they talked about nuclear war, what that would have been like in changing the atmosphere,",qy
182053,A,"it is so scary that I hope that every one of the government officials saw that because it was just total disaster, you know.",sv
182054,B,"Uh,",%
182055,A,"Did you see any of those, uh, I,",qy
182056,A,"it was,",%
182057,B,"No,",nn
182058,B,"I didn't see that , that,",sd
182059,B,"I know that the, uh,",%
182060,B,that's ...,%
182061,A,"It must have been channel thirteen,",sd
182062,A,"I don't recall,",sd
182063,A,"although, I thought it was on C N N, oh,",sd
182064,A,"I,",%
182065,B,"Well, that,",%
182066,B,they called nuclear winner,sd
182067,B,"and, and I suppose that's, that's the ultimate, uh, pollution problem.",sv
182068,A,It was a somewhat of a commercial because it I saw it regularly,sd
182069,A,and it showed that,sd
182070,A,and it was really devastating,sd
182071,A,"and, it would, uh ,",%
182072,B,"Well it,",%
182073,A,how much ash would fall,sd
182074,A,"and, and how it would essentially literally destroy the world, you know.",sd
182075,B,"Well, the Chernobyl accident, uh,",sd
182076,B,"actually, um, because the circulation budget as high as it went, uh, covered, uh, a fairly remarkable amount",sd
182077,B,they did some tracers,sd
182078,B,and they,%
182079,B,"I, I think it's drawn in, uh,",sv
182080,B,"I think, gets in there",sv
182081,B,"I can't think of the other trace,",^h
182082,B,"but I saw a, a presentation on, on that",sd
182083,B,"and they,",%
182084,B,"it went quite a long ways but I, I, I guess I can be a little sympathetic",sv
182085,B,"but, you know, there's some argument that in, in, in the blue grass of Kentucky that the Smoky Mountains that that's the, uh, the pine trees giving off pollution",sd
182086,B,"and,",%
182087,A,"Oh, really,",b
182088,A,"yeah,",b
182089,A,"there, there's probably a lot of natural things, uh,",sv
182090,B,"But the,",%
182091,B,"but when you when you get up in the morning in, in Dallas and, and see all that haze from west Texas, is that, is that pollution?",sv
182092,A,Yeah.,b
182093,A,"Uh, it,",%
182094,A,"I guess it's got to be really,",sv
182095,A,"I don't know,",h
182096,A,"I don't know if it's air pollution it's, uh, it's dust pollution whether it's natural or not I don't know.",sd
182097,B,"Well, it,",%
182098,B,"that's the thing is that I think, I think Dallas really does have a problem in this,",sv
182099,B,"the idea if we could get some cleaner fuel, burning fuel,",sv
182100,B,"the problem is, is it's like Los Angeles.",sv
182101,B,"People don't, people don't want to use mass transit,",sv
182102,B,so.,%
182103,A,Yeah.,b
182104,A,"Oh, yeah,",b
182105,A,"well, I live in Arlington",sd
182106,A,"and there, there, there are no buses.",sd
182107,A,"I mean, there, there is,",sd
182108,A,"the only school bus, the only buses you see are school buses,",sd
182109,A,so.,%
182110,B,"But who wants to, who wants to, um, ride a bus?",qh
182111,A,"Well, I know it, it's, uh, you know,",%
182112,A,"the car is,",%
182113,A,"we have this big romance with the car,",sd
182114,A,"but, uh, I think people are, would be interested if you had one, I mean.",sd
182115,B,"Well, my boss drives forty miles one way each day.",sd
182116,A,Yeah.,b
182117,B,And one of the guys that works with me drives forty-five miles.,sd
182118,A,Yeah.,b
182119,B,"And, and they don't think it,",sd
182120,B,"well, I guess they do think something of it",sv
182121,B,"but, um, not even to, you know,",%
182122,B,"you consider how much, um,",sv
182123,B,"but then you get into all these issues of, of whether it, it's the types of pollution and what it's doing to your lungs",sd
182124,B,"and, are we going to die of, of respiratory,",sd
182125,A,Yeah.,b
182126,B,"so, we all move out of the, out of downtown",sd
182127,B,"so we get away from the, the smog.",sd
182128,B,"My, my wife grew up in southern California",sd
182129,B,"and they moved out to the valley before Los Angeles, uh, when the valley was clean.",sd
182130,A,Yeah.,b
182131,B,And now the valley is not,sd
182132,B,"and so people move out one more valley and, General Motors apparently has one that they're, they're testing,",sd
182133,A,"Well, you said you were car buff, uh,",sd
