en,ru
There ain't nobody going to beat us then.,Тогда нас никто не победит.
Because look how good we did without a quarterback this year,"Потому что посмотрите, как хорошо мы справились без квотербека в этом году"
I know.,Я знаю.
Who was the quarterback?,Кто был квотербеком?
"Well,  They,  had quite a few quarterbacks if you think about it. Uh,","Ну, у них было довольно много квотербеков, если вдуматься. Ух,"
"See, I can't even think of who the New Orleans quarterback,  is.","Видите ли, я даже не могу вспомнить, кто такой квотербек из Нового Орлеана."
Fourcade was for a while.,Фуркад был таким какое-то время.
"And then, um, I can't remember that guy's name, the one that held out for the money","И потом, эм, я не могу вспомнить имя того парня, который настаивал на деньгах"
and he was across the river,и он был на другом берегу реки
"Uh, I can't think of the, I can't think of his name now,","Э-э, я не могу вспомнить, я не могу сейчас вспомнить его имя,"
but really we didn't have a quarterback.,но на самом деле у нас не было квотербека.
"That,  was the whole problem.",В этом и была вся проблема.
Yeah.,Да.
We had one guy that couldn't throw,"У нас был один парень, который не умел бросать"
and we had one guy that couldn't run.,"и у нас был один парень, который не мог бежать."
Huh.,Хм.
"And, it was, it was just bedlam.","И это было, это был просто бедлам."
We really didn't have a quarterback.,У нас действительно не было квотербека.
"It was, uh, defense won all the games.","Это было, э-э, защита выиграла все игры."
"Did they, were they able to draft anybody this year?","Смогли ли они, смогли ли они кого-нибудь призвать в этом году?"
I don't know,Я не знаю
"because, you know, they gave away a lot of their drafts. For different people for, you know, other places.","потому что, вы знаете, они раздали много своих черновиков. Для разных людей, ну, вы знаете, для других мест."
Uh-huh.,Угу.
Right.,Верно.
"So, I don't know.","Так что, я не знаю."
"I hadn't heard, you know, whether they have a new one or not.","Знаете, я не слышал, есть ли у них новый или нет."
"Well, when is the, N F L draft","Ну, а когда будет проект N F L"
"But, uh,","Но, э-э,"
"hasn't, has the N F L draft even gone yet?",еще даже не вышел черновик N F L?
Uh-huh.,Угу.
Not yet.,Ещё нет.
"But, I mean, I don't know whether they have one of the first, you know, choices of somebody,","Но, я имею в виду, я не знаю, есть ли у них один из первых, ну, знаете, вариантов кого-то,"
Right.,Верно.
Right.,Верно.
that would be real good.,это было бы действительно здорово.
"Well, they've,","Что ж, они уже,"
"yeah,","да,"
"they've,","они уже,"
"I mean,","Я имею в виду,"
everybody gets in draft.,все попадают в драфт.
Sure.,Конечно.
"But, I don't know whether they'll be far enough up where they can do any good.","Но я не знаю, заберутся ли они достаточно далеко, чтобы принести хоть какую-то пользу."
Right.,Верно.
"But, uh,","Но, э-э,"
Or even making the playoffs,Или даже выход в плей-офф
"so that doesn't, doesn't help you in the draft.",так что это не поможет вам в проекте.
Right.,Верно.
"But we, really, I mean, really and truly we just don't have a quarterback,","Но у нас, на самом деле, я имею в виду, на самом деле у нас просто нет квотербека,"
Yeah.,Да.
Yeah.,Да.
that's all there is to it.,"вот и все, что в этом есть."
"But, the players and stuff, they finally quit giving away the really good players and started keeping them too.","Но игроки и прочее, они, наконец, перестали отдавать действительно хороших игроков и тоже начали их оставлять."
Uh-huh.,Угу.
"Because we had some,","Потому что у нас было немного,"
you remember when Archie Manning was a quarterback?,"ты помнишь, когда Арчи Мэннинг был квотербеком?"
That was a few years ago.,Это было несколько лет назад.
Yeah.,Да.
"Well, he was good.","Что ж, он был хорош."
"But we, every time we'd get a real good player they'd treat him bad.","Но мы, каждый раз, когда нам попадался по-настоящему хороший игрок, они обращались с ним плохо."
Uh-huh.,Угу.
"And, of course, we had a different coach then, too.","И, конечно, тогда у нас тоже был другой тренер."
But they'd treat him bad Or either they'd trade him off to somebody else for two of these nobodies. *sd,Но они бы плохо обращались с ним или либо обменяли бы его на кого-нибудь другого ради двух из этих ничтожеств. *sd
Uh-huh.,Угу.
Right.,Верно.
And it was weird.,И это было странно.
"It was like they were trying, if you were good, boy , let's don't have you on our team, you know.","Это было так, как будто они пытались, если ты был хорош, парень, давай не будем брать тебя в нашу команду, ты знаешь."
"But, um, this year they had all good players except for the quarterback.","Но, гм, в этом году у них были все хорошие игроки, за исключением квотербека."
Yeah.,Да.
"The quarterback, all of them, every one that they played,","Квотербек, все они, каждый, с кем они играли,"
"I think they played, uh,","Я думаю, они играли, э-э,"
"I can't remember whether we played three or four quarterbacks,","Я не могу вспомнить, играли ли мы с тремя или четырьмя квотербеками,"
but all of them were bad.,но все они были плохими.
Huh.,Хм.
"I mean, they were terrible.","Я имею в виду, они были ужасны."
They could not pitch.,Они не могли подавать.
"You know, they couldn't even take handoffs.","Вы знаете, они даже не могли принять передачу полномочий."
"It was, terrible",Это было ужасно
Right.,Верно.
"But, uh, all the other places, I mean, our defense was unbelievable.","Но, э-э, во всех других местах, я имею в виду, наша защита была невероятной."
"Oh, that's one, it's one thing,","О, это одно, это одно дело,"
Yeah.,Да.
"Buffalo's,  lucky though to have, uh, Jim Kelly than,","Баффало, однако, повезло, что у него есть, э-э, Джим Келли, чем,"
Did you get to watch any of their games?,Вам удалось посмотреть какую-нибудь из их игр?
"now he's the number one rated quarterback in the N F L. I think,","теперь он квотербек номер один по рейтингу в N F L. Я думаю,"
Yeah.,Да.
I'm pretty sure he was this past season.,"Я почти уверен, что он был таким в прошлом сезоне."
"And, uh, then with, uh, uh, the defense, with Bruce Bruce Smith there at linebacker there, they've got a very well rounded team","И, э-э, затем, что касается защиты, с Брюсом Брюсом Смитом на позиции полузащитника, у них очень хорошо подготовленная команда"
"and it seems that they've gotten over their bickering and their fighting as they, problems they had in the past","и кажется, что они справились со своими препирательствами и драками, как и с проблемами, которые у них были в прошлом"
"and now they're, uh, really playing as a, good together as a team.","и теперь они, э-э, действительно хорошо играют вместе, как команда."
Yeah.,Да.
"So,","Так,"
Um. Do you watch it every Sunday?,Хм. Вы смотрите его каждое воскресенье?
"Uh, when I can.","Э-э, когда я смогу."
"I'm a, I'm a musician","Я, я музыкант"
"and, uh, the band I play in, uh, I,","и, э-э, группа, в которой я играю, э-э, я,"
this is just something on the side,это просто что-то на стороне
"and, uh, the band I play in, we tend to rehearse quite a bit on Sundays.","и, э-э, группа, в которой я играю, как правило, довольно много репетирует по воскресеньям."
"So I missed a lot of Sundays during this,","Так что я пропустил много воскресений во время этого,"
Um.,Хм.
"Did you ever get to watch any of the, uh, New Orleans games? Um. *b",Тебе когда-нибудь удавалось посмотреть какие-нибудь игры в Новом Орлеане? Эм. *б
"I, I'd have to confess I don't really scope out the New Orleans games, per se.","Я, я должен был бы признаться, что на самом деле я не очень разбираюсь в играх в Новом Орлеане как таковых."
"New Orleans just isn't, isn't one of the areas,","Новый Орлеан просто не является, не входит в число районов,"
I've lived in so many places.,Я жил в стольких местах.
"I've lived in, uh, Denver","Я жил в, э-э, Денвере"
but I don't like the Broncos.,"но мне не нравятся ""Бронкос""."
"There's, no love for the Broncos.","Нет никакой любви к ""Бронкос""."
"But, I've lived in, uh, uh,","Но я жил в, э-э, э-э,"
No.,Нет.
I was born in Buffalo,Я родился в Буффало
"and I lived in, uh, outside of Boston for five years","и я жил, э-э, за пределами Бостона в течение пяти лет"
and then my family lives in Philadelphia now,"и потом, моя семья сейчас живет в Филадельфии"
"and, uh, so I tend to look for, uh, uh,","и, э-э, поэтому я склонен искать, э-э, э-э,"
Teams in your area.,Команды в вашем регионе.
"and I lived in Detroit, too.",и я тоже жил в Детройте.
"So I like, uh,","Так что мне нравится, э-э,"
"first of all, first and foremost the Bills games I want to see.","прежде всего, в первую очередь игры Bills, которые я хочу посмотреть."
"And then I'll, uh, normally check out the Eagles or the Patriots","А потом я, э-э, обычно проверяю ""Иглз"" или ""Пэтриотс"""
"and, Patriots were so depressing this last year that yeah, that, uh, I kind of gave up on them.","и ""Патриоты"" были настолько удручающими в прошлом году, что да, я вроде как махнул на них рукой."
I know it,Я знаю это
Yeah.,Да.
Yeah.,Да.
"But, uh, first and foremost the Bills.","Но, э-э, в первую очередь счета."
I even,Я даже
"I went to, got to go to a Bills game this year, which was fun.","В этом году я ходил, должен был пойти на игру ""Биллс"", которая была веселой."
"It was the, the Bills, Eagles game, which appropriately enough fortunately, the Bills won.","Это была игра ""Биллс Иглз"", в которой, к счастью, ""Биллс"" победили."
"Oh,","О,"
that's neat.,это здорово.
Yeah.,Да.
And it was good weather.,И это была хорошая погода.
Yes.,Да.
"We beat Buffalo in, in, uh, was it third of December?","Мы обыграли ""Баффало"" в... э-э... это было третьего декабря?"
"And, it was sunny and forty-five degrees.",И было солнечно и сорок пять градусов.
"Oh, my goodness.","О, боже мой."
"So, we couldn't a done much better than that in Buffalo","Так что мы не могли бы добиться большего успеха, чем в Буффало"
No.,Нет.
Because usually it's snowing,Потому что обычно идет снег
Yeah.,Да.
Ice and rain and everything.,"Лед, дождь и все такое."
Sure.,Конечно.
"But, I tell you what,","Но вот что я тебе скажу,"
"if you get to watch some of these,","если вам удастся посмотреть некоторые из этих,"
"now I don't know how it will be this year, you know,","теперь я не знаю, как это будет в этом году, ты знаешь,"
"but, I mean, these games go right down to the wire.","но, я имею в виду, эти игры идут прямо по проводам."
Uh-huh.,Угу.
"It was like I was sitting on the edge of my chair, you know, going oh, no, no.","Это было так, как будто я сидел на краешке своего стула, знаете, и думал: ""О, нет, нет""."
"And one, uh,","И один, э-э-э,"
I can't remember.,Я не могу вспомнить.
"It was about, uh,","Это было о, э-э,"
"it was right close to when we was going to find out if we was going to get to be in the playoffs, or not","это было как раз близко к тому моменту, когда мы собирались выяснить, попадем ли мы в плей-офф или нет"
Uh-huh.,Угу.
"So, we're watching the game.","Итак, мы смотрим игру."
All right.,Все в порядке.
The other team got the ball,Мяч достался другой команде
"and we had like, no, we got the ball back.","и мы сказали: ""Нет, мы вернули мяч""."
That's the way it was.,Вот как это было.
"And they had to kick. And, uh, to know whether we were going to win the game or lose a game because they got one point ahead of us.","И им пришлось брыкаться. И, э-э, чтобы знать, выиграем ли мы игру или проиграем, потому что они опередили нас на одно очко."
Uh-huh.,Угу.
"So we had to sit there, you know,","Так что нам пришлось сидеть там, вы знаете,"
and they cut the show off and started showing us another football game.,и они прекратили шоу и начали показывать нам другой футбольный матч.
We did not get to see the end of the game.,Нам не удалось увидеть конец игры.
You talk about people calling in.,"Вы говорите о людях, которые звонят."
"Oh, my gosh.","О, боже мой."
It was wild.,Это было дико.
"I mean, here everybody is sitting on the edge of their chair, you know,","Я имею в виду, что здесь все сидят на краешке своего стула, вы знаете,"
"Sure,","Конечно,"
and then they changed the game.,а потом они изменили правила игры.
"and they changed it and gave us another game in the middle of another, you know, one that was going on.","и они изменили это и дали нам другую игру в разгар другой, вы знаете, той, которая продолжалась."
Right.,Верно.
Cut us off right there the last few seconds.,"Прервите нас прямо там, в последние несколько секунд."
"The station finally, you know how they'll put the little message down at the bottom. Started telling everybody that they were not the ones that had cut that off, that it was the national, you know,","Станция, наконец, вы знаете, как они разместят маленькое сообщение внизу. Начали говорить всем, что они не были теми, кто это отключил, что это было национальное, вы знаете,"
Right.,Верно.
Right.,Верно.
It was the network.,Это была сеть.
Uh-huh.,Угу.
because it was funny.,потому что это было забавно.
I mean everybody was furious.,"Я имею в виду, что все были в ярости."
"I was so mad I got up and went and called, you know,","Я был так зол, что встал, пошел и позвонил, ты знаешь,"
I couldn't believe that.,Я не мог в это поверить.
"But, almost every game that I watched it would come right down to the end,","Но почти в каждой игре, которую я смотрел, это доходило до самого конца,"
"we would be ahead, you know,","мы были бы впереди, ты же знаешь,"
"but then at the in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them.","но потом, в четвертой четверти, они позволили им подняться либо вместе с ними, либо, знаете ли, прямо перед ними."
Right.,Верно.
And it'd come right down to the end,И это дошло бы до самого конца
and either we made it or we didn't.,"и либо мы сделали это, либо нет."
"Oh, and it was, it was something else.","О, и это было, это было что-то еще."
"I said this is the most,","Я сказал, что это самое,"
if we had a quarterback this year we would have went to the Super Bowl.,"если бы у нас был квотербек в этом году, мы бы отправились на Суперкубок."
Yeah.,Да.
"There's no question about it, because everybody was playing good together except the quarterbacks.","В этом нет никаких сомнений, потому что все хорошо играли вместе, кроме квотербеков."
And the quarterbacks just didn't do anything.,А квотербеки просто ничего не сделали.
Yeah.,Да.
"Well, that's the, that's the guy that counts","Что ж, это тот, это тот парень, который имеет значение"
Yes.,Да.
"But, maybe we, maybe we'll get your guy.","Но, может быть, мы, может быть, мы поймаем твоего парня."
"Oh, I, I don't think Jim Kelly is about to be swayed away from the Bills any time.","О, я, я не думаю, что Джим Келли когда-нибудь откажется от законопроектов."
"Um, so do you have a personal computer?","Эм, так у вас есть персональный компьютер?"
"Uh, well we do have one in, in our home, uh,","Э-э, ну, у нас действительно есть один в... в нашем доме, э-э,"
"it's on the fritz right now, because the monitor isn't working properly","прямо сейчас это не работает, потому что монитор работает неправильно"
"but, uh, it has been, uh, used tremendously, mostly by my children for, uh, playing games","но, э-э, он был, э-э, широко использован, в основном моими детьми для, э-э, игр"
Oh,О
"However, um, you know, the bane of our existence these days,","Однако, эм, вы знаете, проклятие нашего существования в эти дни,"
"uh, but it does have a word processing program, which all of us have used for reports and papers and that sort of thing.","э-э, но там действительно есть программа обработки текстов, которую все мы использовали для отчетов, статей и тому подобного."
"Yeah,","Да,"
"that's what,","вот что,"
"when this subject was mentioned to us I said, well,","когда нам затронули эту тему, я сказал, что ж,"
"I went, gee, that's all I use mine for is a word processor,","Я подумал: ""Ну и дела, все, для чего я использую свой, - это текстовый процессор"".,"
"and I haven't used it since I got out of college,","и я не пользовался им с тех пор, как окончил колледж,"
"and that was six years ago,","и это было шесть лет назад,"
"Oh, wow.","О, ничего себе."
"but it, it was my sister's who,","но это, это была моя сестра, которая,"
my sister bought it,моя сестра купила его
Uh-huh.,Угу.
"and, uh, my father had a small business","и, э-э, у моего отца был небольшой бизнес"
"and she thought that he would incorporate it and use it in the business,","и она думала, что он включит это в свой бизнес и будет использовать в нем,"
"and he never did,","и он никогда этого не делал,"
Oh.,Ой.
he always did everything out by hand.,он всегда все делал вручную.
"He only had three employees,","У него было всего три сотрудника,"
"Oh, yeah.","О, да."
"so, you know, it wasn't really worth it to him to do, to do it.","так что, вы знаете, на самом деле ему не стоило этого делать, делать это."
Yeah.,Да.
"Actually, it would be worth it, if he were able to get a program that would do something that he normally had to do by hand.","На самом деле, это стоило бы того, если бы он смог получить программу, которая делала бы то, что ему обычно приходилось делать вручную."
"Yeah,","Да,"
"like pay, the payroll","как и зарплата, платежная ведомость"
"and,","и,"
"Exactly,","Именно так,"
"and there are, lots of them on the market.",и на рынке их очень много.
"yeah,","да,"
basically payroll.,в основном расчет заработной платы.
Yeah.,Да.
"But you do have to research that, find out what works for your system","Но вы должны исследовать это, выяснить, что работает для вашей системы"
What kind do you have?,Какой вид у вас есть?
"Um, it's an I B M,","Эм, это I B M,"
"I think it's a Professional Three Hundred,","Я думаю, что это профессиональные триста,"
"no,","нет,"
"that's, that's the digital one.","это, это цифровая версия."
"It's an, uh, I B M P C Junior, I think.","Это, э-э, I B M P C Junior, я думаю."
"Oh, well, that's a nice computer.","О, что ж, это хороший компьютер."
Yeah,Да
"she, she, uh, she uses it now, uh, my sister, to,","она, она, э-э, она использует это сейчас, э-э, моя сестра, чтобы,"
"actually, she moved She took it with her, *sd because she needed it to do,","на самом деле, она переехала, она взяла это с собой, * sd, потому что ей это было нужно, чтобы сделать,"
"Uh-huh,","Ага,"
so she took it with her,поэтому она взяла его с собой
"Yeah,","Да,"
don't blame her.,не вини ее.
she just finished up her Bachelor's degree,она только что получила степень бакалавра
Uh-huh.,Угу.
so I don't know if she's going to even use it anymore.,"так что я не знаю, собирается ли она вообще им больше пользоваться."
"It, it's,","Это, это,"
Yeah,Да
"Oh, well, well, encourage her to try other things,","О, хорошо, хорошо, поощряйте ее пробовать другие вещи,"
"because, um, I am, uh,","потому что, эм, я, эм,"
"I work in a school system,","Я работаю в школьной системе,"
and I teach writing,и я преподаю письменность
"and we use the computers a great deal for word processing, you know, because students really do seem to be freer when they write on the computer, as you probably found out yourself,","и вы знаете, мы часто используем компьютеры для обработки текстов, потому что студенты действительно чувствуют себя свободнее, когда пишут на компьютере, как вы, вероятно, сами убедились,"
Yeah.,Да.
"but, um, I also am sponsoring a literary magazine,","но, эм, я также спонсирую литературный журнал,"
"and we're doing our entire layout on the computer uh, because of the graphics program and a page maker program that we have, a publishing program","и мы делаем весь наш макет на компьютере, э-э, из-за графической программы и программы page maker, которая у нас есть, издательской программы"
"Oh, yeah,","О, да,"
"that's, that's neat,","это, это здорово,"
"that's, a very good use.",это очень хорошее применение.
"So, it is wonderful,","Итак, это замечательно,"
"once you get into some of the programs that are out now, you can do so much with them, that you don't do until you really make yourself use them.","как только вы попадете в некоторые из вышедших сейчас программ, вы сможете сделать с ними так много, чего не сделаете, пока по-настоящему не заставите себя ими пользоваться."
Yeah.,Да.
"Well, I know there, there's got to be a lot of uses,","Ну, я знаю, что там должно быть много применений,"
"but it's just you have, to have a need.","но это просто у тебя есть, чтобы иметь потребность."
"You have to make yourself do it,","Ты должен заставить себя сделать это,"
yeah.,да.
"Yeah,","Да,"
but you have to have a need.,но у вас должна быть потребность.
"I really have no need for it at all,","Мне действительно это совсем не нужно,"
Yeah.,Да.
"um, I work for Digital Equipment","эм, я работаю в Digital Equipment"
Uh-huh.,Угу.
and we have a powerful computer down at work.,и у нас на работе есть мощный компьютер.
Oh,О
"so, you don't need a personal one","итак, вам не нужен личный"
"No,","Нет,"
"and I, I still really don't do that much, as you say, play games on it","и я, я все еще на самом деле не так уж много делаю, как ты говоришь, играю в игры на этом"
Yeah.,Да.
"Yeah,","Да,"
yeah.,да.
they're great for playing games.,они отлично подходят для игр.
Right.,Верно.
"My brother,","Мой брат,"
"Well, my son is, uh, studying electronic technology,","Ну, мой сын, э-э, изучает электронные технологии,"
"and he's been able to do things on uh, on the personal computer here that really have enhanced his, um, reports, and his learning and all because he can lay things out that way.","и он смог делать здесь, э-э, на персональном компьютере, вещи, которые действительно улучшили его, э-э, отчеты и его обучение, и все потому, что он может излагать вещи таким образом."
Yeah.,Да.
"Um, and I guess it,","Хм, и я предполагаю, что это,"
"if you're doing that sort of thing it's really useful,","если вы занимаетесь подобными вещами, это действительно полезно,"
"but, um, unless it is, I guess it's kind of a waste.","но, эм, если это не так, я думаю, это своего рода пустая трата времени."
"I know some people who just,","Я знаю некоторых людей, которые просто,"
"they just went through a course, uh, and took the electronic grafting course, drafting, not grafting, but drafting course,","они только что прошли курс, э-э, и прослушали курс электронной прививки, черчения, не прививки, а черчения,"
"Oh, that's, fascinating.","О, это очаровательно."
Uh-huh.,Угу.
"Yeah,","Да,"
the C A D.,в C A D.
"I knew what you meant,","Я знал, что ты имел в виду,"
yeah.,да.
"Yeah,","Да,"
"and that's really neat,","и это действительно здорово,"
"I mean, yeah,","Я имею в виду, да,"
"you can do graphs, graphs on it too,","вы можете делать графики, графики на нем тоже,"
Yeah.,Да.
"but this is, you know, this is one step above it,","но это, вы знаете, это на шаг выше этого,"
"but it's actual, um, drafting,","но это на самом деле, эм, составление проекта,"
Yeah.,Да.
"and I always,","и я всегда,"
"Yes,","Да,"
you can do wonderful design.,вы можете сделать замечательный дизайн.
"It, it's really,","Это, это действительно,"
"well, especially when anyone who's ever done any kind of drafting or engineering uh, drawing, um,","ну, особенно когда любой, кто когда-либо занимался каким-либо черчением или инженерией, э-э, рисовал, э-э,"
you have to be so precise.,вы должны быть так точны.
"Yeah,","Да,"
and the computer does it all for you.,и компьютер делает все это за вас.
Yeah.,Да.
So it was really neat.,Так что это было действительно аккуратно.
"I wanted to go to that course,","Я хотел пойти на этот курс,"
"but my boss wouldn't pay for it,","но мой босс не стал бы за это платить,"
"Oh, well","О, ну что ж"
"I'm like, I'll get a job some day and my boss will pay for it,","Я такой: ""Когда-нибудь я найду работу, и мой босс заплатит за это"".,"
I'll be needed.,Я буду нужен.
Yeah.,Да.
"Because, um, I, I, I didn't want to go do it myself","Потому что, эм, я, я, я не хотела идти и делать это сама"
because I didn't think I was really going to use it.,"потому что я не думал, что действительно собираюсь им воспользоваться."
Uh-huh.,Угу.
"I got this cough,","У меня этот кашель,"
I've got a cold because it was eighty degrees up here and I went outside with no coat on.,"Я простудился, потому что здесь было восемьдесят градусов, и я вышел на улицу без пальто."
"Oh, boy","О, боже"
"Yeah,","Да,"
it was bad.,это было плохо.
"What a change, huh?","Какая перемена, а?"
"Yes,","Да,"
it was a big change.,это была большая перемена.
Yeah.,Да.
"You couldn't really wear a coat because it was so hot,","На самом деле ты не мог надеть пальто, потому что было так жарко,"
"and then, again, I picked up a cold.","а потом, опять же, я подхватил простуду."
Right.,Верно.
"But I'm doing all right, getting over it.","Но у меня все в порядке, я справляюсь с этим."
"Well, that's good.","Что ж, это хорошо."
"So I don't, I don't even know how much, um, personal computers cost nowadays.","Так что я не, я даже не знаю, сколько, гм, стоят персональные компьютеры в наши дни."
"Well, they vary tremendously.","Что ж, они сильно различаются."
"Um, because you can get","Эм, потому что ты можешь получить"
"because you're, they're, uh,","потому что ты, они, э-э,"
"the ones that were made a few years ago, uh, have come down in price significantly, um,","те, что были сделаны несколько лет назад, э-э, значительно подешевели, э-э,"
"you can get them, I've seen them for five, and six hundred dollars,","вы можете купить их, я видел их за пятьсот и шестьсот долларов,"
"but they 're much less, um, have much less memory, and capable, of much less.","но они гораздо меньше, гм, обладают гораздо меньшей памятью и способны на гораздо меньшее."
"Yeah,","Да,"
"they can't do your, um, your drafting and your graphs, and all of that.","они не могут делать ваши, гм, чертежи, графики и все такое."
"no,","нет,"
you can't do very much on them.,вы не можете сделать с ними очень много.
Right.,Верно.
Right.,Верно.
"Um, well, it's just that you have to have, uh, you have to be able to get your program in,","Эм, ну, это просто то, что вы должны иметь, эм, вы должны быть в состоянии внедрить свою программу в,"
"and, and, many of the programs are so big, uh,","и, и, многие программы такие большие, э-э-э,"
they take up so much space that you don't have any place then to work.,"они занимают так много места, что тогда вам негде будет работать."
"You don't have any, bytes left",У вас не осталось ни одного байта
Yeah?,Да?
"but, um, if you, um, if, if you want to go into one that's really useful, you're going to have to go over a thousand dollars,","но, эм, если ты, эм, если, если ты хочешь заняться чем-то действительно полезным, тебе придется выложить больше тысячи долларов,"
"and even for a personal computer it's probably smart to spend that much,","и даже на персональный компьютер, вероятно, разумно потратить столько,"
"and we've,","и у нас есть,"
"ours is not quite that powerful,","наш не настолько силен,"
"and so, you know, we are, we are limited, which may be one reason why,","и так, вы знаете, мы, мы ограничены, что может быть одной из причин, почему,"
You do run you do run into limitations on yours?,Вы действительно сталкиваетесь с ограничениями в своих?
"Oh, yeah,","О, да,"
"Oh, wow.","О, ничего себе."
"uh-huh,","ага,"
"some things we can't do,","есть вещи, которые мы не можем сделать,"
"but, but then we haven't needed to either, you know, um,","но, но тогда нам тоже не нужно было, ты знаешь, эм,"
Yeah.,Да.
but we've been able to do what we can.,"но мы смогли сделать то, что в наших силах."
"Wow, that's neat that you you even reach the limits of yours.","Вау, это здорово, что ты даже достигаешь пределов своих возможностей."
"I haven't even begun to reach the limits,","Я даже не начал достигать пределов,"
"No,","Нет,"
"but I,","но я,"
"mine is not as good as a P C, uh, uh, Junior,","мой не так хорош, как P C, э-э-э, младший,"
"Junior,","Младший,"
yeah.,да.
yeah.,да.
"Yeah,","Да,"
ours is a Commodore One Twenty-eight.,наш - коммодор Один Двадцать восемь.
Yeah.,Да.
"And it, it's not quite as, um, as useful, not quite as powerful.","И это, это не совсем так, гм, так полезно, не совсем так мощно."
Yeah.,Да.
"They, say that Commodore has made a good, um, P C for the price, though.","Однако они говорят, что Commodore сделал хороший, гм, P C за такую цену."
"So,","Так,"
"They did,","Они сделали,"
"yeah,","да,"
"that's very true,","это очень верно,"
"that's very true,","это очень верно,"
they did.,они это сделали.
Very competitive.,Очень конкурентоспособный.
"I don't even, I don't even know much money my sister spent on hers,","Я даже, я даже не знаю, сколько денег моя сестра потратила на свою,"
"but I, I just thought I, it's, it's going to be a waste,","но я, я просто подумал, что это, это будет пустой тратой времени,"
"she's not going to do it, not going to use it.","она не собирается этого делать, не собирается этим пользоваться."
"Oh, well.",Ну что ж.
"Sounds like he, that you were right","Похоже на то, что он, что ты был прав"
Yeah.,Да.
"Well, she likes it,","Что ж, ей это нравится,"
"she gets to write her reports,","она получает возможность писать свои отчеты,"
"but like I say, she could have bought a much cheaper model and done what she wanted.","но, как я уже сказал, она могла бы купить гораздо более дешевую модель и делать то, что хотела."
Yeah.,Да.
And she could have bought a typewriter also,И еще она могла бы купить пишущую машинку
"Yeah,","Да,"
"a typewriter with memory would, would have been fine,","пишущая машинка с памятью была бы, была бы прекрасна,"
"Yeah,","Да,"
it's all she uses it for.,"это все, для чего она его использует."
yeah.,да.
"Um, I think it might have a spelling editor on it,","Хм, я думаю, на нем может быть редактор правописания,"
I'm not sure. Yeah. *b,Я не уверен. Да. *б
"Yeah,","Да,"
"it,","оно,"
"yeah,","да,"
it,оно
"if, if it doesn't she could easily put it on.","если... если это не сработает, она легко могла бы его надеть."
"Yeah,","Да,"
"Yeah,","Да,"
right.,верно.
"that's one of, the one great thing about it",это одна из самых замечательных вещей в этом
Right.,Верно.
Which program did you use?,Какую программу вы использовали?
Did you use Word Perfect?,Вы использовали слово Perfect?
"Um, no,","Эм, нет,"
"I, I really don't,","Я, я действительно не,"
"it's, it was six years ago.",это... это было шесть лет назад.
"Oh, yeah.","О, да."
She pretty much set it up.,Она в значительной степени все подстроила.
"She goes, here, this is, you make your file, and then you can, uh, edit it.","Она говорит: вот, это, ты создаешь свой файл, а потом можешь, э-э, отредактировать его."
Right?,Верно?
"Um, I used the one, the one at work a lot, um,","Эм, я часто пользовалась этим, тем, что на работе, эм,"
"matter of fact, anything I've had to write from now on, I had to","на самом деле, все, что мне приходилось писать с этого момента, я должен был"
"God forbid,","Боже упаси,"
"write a couple of resumes, *listen to this and the previous two utts--same or separate?","напишите пару резюме, * прослушайте это и два предыдущих utt - одинаковые или отдельные?"
"and I was just great,","и я был просто великолепен,"
"and all you have to do is just put it in a, uh, the spelling check mode,","и все, что вам нужно сделать, это просто перевести его в режим проверки орфографии,"
Uh-huh.,Угу.
"And I don't even have to look my, my words up anymore.",И мне даже не нужно больше проверять свои слова.
"Yeah,","Да,"
"they're great,","они великолепны,"
you're right,вы правы
"Well, I guess we've spent our time.","Что ж, я думаю, мы потратили свое время впустую."
"Oh,","О,"
"I need to go help my daughter do something,","Мне нужно пойти помочь моей дочери кое-что сделать,"
so this has been fun talking to you.,так что было весело с тобой пообщаться.
"Okay,","Окей,"
good.,хорошо.
Okay.,Хорошо.
Good luck.,Удачи.
"Yeah,","Да,"
"well, bye.","ну, пока."
"Uh, bye-bye.","Э-э, пока-пока."
"Well, do you think, uh,","Ну, как ты думаешь, э-э,"
"I mean I wonder,","Я имею в виду, мне интересно,"
"the assumption is that it is a problem, uh,","предполагается, что это проблема, э-э,"
"and I've never actually had too many people explain to me why it's a problem, though I have the same instinctual feeling that it's a problem","и на самом деле у меня никогда не было слишком много людей, объясняющих мне, почему это проблема, хотя у меня такое же инстинктивное ощущение, что это проблема"
"and, uh, but it's not clear to me that it is.","и, э-э, но мне не ясно, что это такое."
"Uh,","Ух,"
"Um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions.","Хм, это проблема, если те, кто голосует, не представляют население демографически или с точки зрения их мнений."
