en,ru
"Oh, yeah,","О, да,"
Pappasito's.,У Паппасито.
"No,","Нет,"
we love to go there.,мы любим туда ходить.
We went there on my birthday in March it's great.,"Мы ездили туда на мой день рождения в марте, это здорово."
"You know it always kills me cause I don't like the, the decorations so much","Ты знаешь, это всегда убивает меня, потому что мне так не нравятся украшения"
"it's too,","это слишком,"
"too much like a bar naturally,  and Mexico,","слишком похоже на бар, естественно, и на Мексику,"
Yeah,Да
"yeah,","да,"
"I know,","Я знаю,"
I've seen it.,Я видел это.
"But I love the food I love the food,","Но я люблю еду, я люблю еду,"
"The food is probably,","Еда, вероятно,,"
the food is great.,еда здесь великолепная.
I'm not a I'm Mexican food gourmet by any means,Я ни в коем случае не являюсь гурманом мексиканской кухни
"but it's probably the best tasting,","но это, наверное, лучшая дегустация,"
I don't know would you classify that as Tex-Mex?,"Я не знаю, классифицировали бы вы это как текс-мекс?"
"Yeah,","Да,"
uh-huh.,угу.
"Um, the shredded beef the type of,  spices or sauces they use.","Хм, измельченная говядина того типа, специи или соусы, которые они используют."
Yeah.,Да.
"Uh-huh,","Ага,"
"I like to get that, uh,","Мне нравится понимать, что, э-э,"
"a shrimp it's a shrimp dish,","креветки это блюдо из креветок,"
Really.,Действительно.
"and I don't remember the name of it,","и я не помню, как это называется,"
Uh-huh.,Угу.
"but it's rolled up into, into something,","но это свернуто во что-то,"
"and oh, it's really good.","и, о, это действительно вкусно."
I've never had anything there that wasn't delicious.,Я никогда не пробовала там ничего невкусного.
"Yeah,","Да,"
they are really good.,они действительно хороши.
"Even though you have to stand in line and all of that, that's the only thing I don't like about it too","Даже при том, что вам приходится стоять в очереди и все такое, это единственное, что мне тоже в этом не нравится"
"it's a little bit with the meat market atmosphere, you know.","знаете, это немного похоже на атмосферу мясного рынка."
"Yeah,","Да,"
yeah.,да.
"Even though we don't have kids we've been married long enough to, um, be around not be around that.","Даже при том, что у нас нет детей, мы женаты достаточно долго, чтобы, эм, быть рядом, а не быть рядом с этим."
Yeah.,Да.
"Um, I'm trying to think of what else we like to eat.","Эм, я пытаюсь вспомнить, что еще мы любим есть."
"The one thing I notice is it's just, um, about dining out that you probably can relate to with four children and two of us getting ready to adopt, I mean we find prohibited,  just to cost any more?","Единственное, что я замечаю, это то, что это просто, эм, ужин вне дома, к которому вы, вероятно, можете относиться с четырьмя детьми, и двое из нас готовятся усыновить, я имею в виду, мы находим запрещенным, просто чтобы стоить дороже?"
Uh-huh.,Угу.
Yeah.,Да.
I mean lunch today was eighteen dollars.,"Я имею в виду, что сегодняшний обед стоил восемнадцать долларов."
"Yeah,","Да,"
it's very expensive.,это очень дорого.
"Yeah,","Да,"
I don't know how you feel about that,"Я не знаю, как ты к этому относишься"
but I think that some of it's over priced.,"но я думаю, что некоторые из них завышены по цене."
Yeah,Да
I'm glad I'm talking about food normally these conversations are,"Я рад, что говорю о еде, обычно эти разговоры"
"Sometimes it's hard isn't it to keep a,","Иногда трудно, не так ли, сохранять,"
"Yeah,","Да,"
"it is I don't know, um,","это я не знаю, эм,"
"No,","Нет,"
"sometimes Mark and I, that's my husband Mark,  um, go to the August Moon which is down there","иногда Марк и я, это мой муж Марк, эм, отправляемся на Августовскую Луну, которая находится там, внизу"
Uh-huh.,Угу.
"it's a Chinese,  uh, restaurant with the lions in the front,","это китайский, э-э, ресторан со львами на фасаде,"
"Oh, yeah,","О, да,"
my husband likes that.,моему мужу это нравится.
"yeah,","да,"
off of Arapaho down there?,"вон там, недалеко от Арапахо?"
"yeah,","да,"
"and, Oh, it's pretty good as far as Chinese,","и, о, это довольно хорошо, что касается китайского языка,"
"Yeah,","Да,"
"August Moon,","Августовская луна,"
uh-huh.,угу.
but Chinese isn't my favorite,но китайский не мой любимый
"so,","так,"
I don't like it at all usually,Обычно мне это совсем не нравится
so,так
But he likes it kind of,Но ему это вроде как нравится
so he heats us up a good fight,так что он разогревает нас на хорошую драку
"now, me I'm like I said seafood I'm,","теперь, что касается меня, я, как я уже сказал, я,"
I like that.,Мне это нравится.
"Yeah,","Да,"
"I love seafood,","Я люблю морепродукты,"
So.,Так.
"and I, I like a lot of different ethnic foods.","и я, я люблю много разных этнических блюд."
I like Japanese food.,Мне нравится японская кухня.
There's a place on Greenville called Sagar's .,"В Гринвилле есть заведение под названием ""У Сагара""."
Um.,Хм.
"Well, we haven't been in years down near Presby ,","Ну, мы уже много лет не были рядом с Пресби ,"
and I had a meeting down there today,и сегодня у меня там была встреча
and I saw that,"и я увидел, что"
"and I said, gee I remember that they offer you, um, authentic Japanese feeding,  or American or piano bar,","и я сказал, блин, я помню, что они предлагают вам, гм, настоящую японскую кухню, или американскую, или пиано-бар,"
Oh.,Ой.
and I remember when we went  we were married with another couple that was just dating,"и я помню, когда мы туда поехали, мы были женаты с другой парой, которая просто встречалась"
"and, um, I had never had saki.","и, гм, я никогда не пробовала саки."
Uh-huh.,Угу.
It made all raw fish tastes great,Благодаря этому вся сырая рыба стала великолепной на вкус
"but if you're looking for a very, uh,","но если вы ищете очень, э-э-э,"
"it's very pretty inside,","внутри очень красиво,"
Is it?,Так ли это?
"and the girls wear kimonos and, You know, if you're ever looking for that.","и девушки носят кимоно, и, знаете, если вы когда-нибудь захотите этого."
"Oh, how nice.","О, как мило."
Yeah.,Да.
"Um, but what other kind of foods,","Хм, но какие еще продукты,"
gee I don't know,"ну и дела, я не знаю"
"we went to a place called Grishman's in Greenville,  which was really over priced.","мы отправились в заведение под названием Grishman's в Гринвилле, где цены были действительно завышены."
I don't know that place.,Я не знаю этого места.
Was it?,Было ли это?
Uh-huh.,Угу.
They had a great desert bar.,У них был отличный десертный бар.
Um.,Хм.
That's what we need isn't it?,"Это то, что нам нужно, не так ли?"
Yeah.,Да.
"No,","Нет,"
"there's a lot of nice barbecue places here,","здесь много хороших мест для барбекю,"
"now, I like barbecue okay, Texas barbecue.","так вот, я люблю барбекю, ладно, техасское барбекю."
"Yeah,","Да,"
"I like,  barbecue,","Мне нравится, барбекю,"
It's good.,Это хорошо.
have you ever been to I think it's called Spring Creek Barbecue?,"вы когда-нибудь были на барбекю в Спринг-Крик, кажется, это называется?"
"Yeah,","Да,"
"now,  they're real good.","так вот, они действительно хороши."
"That's real good,","Это действительно хорошо,"
Yeah.,Да.
They are good.,Они хороши.
"There had,","Там было,"
"oh my husband's going upstairs,","о, мой муж поднимается наверх,"
and he says free ice cream,и он говорит бесплатное мороженое
"Yeah,","Да,"
"free ice cream,","бесплатное мороженое,"
yeah.,да.
I didn't know they had that.,"Я не знал, что у них это есть."
Yeah.,Да.
"I can't talk I had chocolate bavarian tort, for desert,  today, which I never eat at lunch","Я не могу говорить, что сегодня на десерт у меня был шоколадный баварский торт, который я никогда не ем на обед"
Oh.,Ой.
and it was wonderful.,и это было чудесно.
Just to die for exactly.,Просто умереть именно за это.
"It was,","Это было,"
Oh.,Ой.
"in fact if I could pick my, um, restaurants on how their coffee is and how their french bread is and the butter and the desert I would be,  yes, I would be in hog heaven.","на самом деле, если бы я мог выбирать свои рестораны по тому, какой у них кофе, какой у них французский хлеб, масло и десерт, я был бы, да, я был бы в раю для свиней."
In heaven,На небесах
And how are your kids at an age where they can contribute to what they want,"И как поживают ваши дети в том возрасте, когда они могут внести свой вклад в то, чего они хотят"
or do you still order for them?,или вы все еще заказываете для них?
"Well, my two littlest,","Что ж, два моих самых маленьких,"
"I just had a baby,","У меня только что родился ребенок,"
"Oh, congratulations.","О, поздравляю."
and she's six months,и ей шесть месяцев
"and then my four year old he, he still,","и тогда мой четырехлетний он, он все еще,"
but my other older two they can.,но двое других моих старших друзей могут.
"So,  they're they're kind of,","Итак, они, они вроде как,"
Uh-huh.,Угу.
"my littlest girl she's still like wants McDonald's, McDonald's, McDonald's","моя самая маленькая девочка, она все еще хочет Макдоналдс, Макдоналдс, Макдоналдс"
"Yeah,","Да,"
"everybody, every child that I even know that eats vegetables, um, looked five years old still after a certain age realized that there is something called a McDonald's.","все, каждый ребенок, которого я даже знаю, который ест овощи, гм, выглядел на пять лет, но все же после определенного возраста понял, что есть нечто, называемое ""Макдоналдс""."
"Oh, I'm telling you.","О, я тебе говорю."
It's really sad isn't it cause it's hard to get them away from junk then.,"Это действительно печально, не так ли, потому что тогда их трудно оторвать от мусора."
"Well, it's kind of funny is sometimes we're like we all want different things,","Ну, это немного забавно, иногда нам кажется, что все мы хотим разных вещей,"
Uh-huh.,Угу.
"and so there's a H Avenue down here,  and along are these fast food restaurants","итак, здесь есть Эйч-авеню, а вдоль нее расположены рестораны быстрого питания"
"Uh-huh,","Ага,"
"I know where that,","Я знаю, где это,"
Right,Правильно
"that's all,","Это все,"
"So we all get to go to our own little thing and drive through and get our own thing,","Так что мы все можем пойти на наше собственное маленькое мероприятие, проехать через него и заняться своим делом,"
and then we go to park over there so we can all have our own.,"а потом мы идем вон туда парковаться, чтобы у каждого из нас был свой собственный."
"Well, that's all right as long as,","Что ж, все в порядке, пока,"
that's on the nights we can't decide.,"это в те ночи, когда мы не можем принять решение."
"I was going to say because with six people how do you, um,","Я собирался сказать, потому что с шестью людьми, как ты, эм,"
"cause with two we have a problem,","потому что с двумя у нас проблема,"
"I mean I can't even imagine, you know, trying to, um,","Я имею в виду, я даже представить себе не могу, ну, знаешь, пытаться, эм,"
you sound like you're doing pretty well with four children.,"ты говоришь так, словно у тебя неплохо получается с четырьмя детьми."
"Well, five of them, they're good, kids.","Ну, их пятеро, они хороши, ребята."
"That's the way the,","Вот каким образом,"
"Yeah,","Да,"
"well, we're getting ready to","что ж, мы готовимся к"
"I shouldn't say this on this conversation,","Я не должен был говорить этого в этом разговоре,"
"but it's just on my mind,","но это просто у меня в голове,"
we're getting ready to go overseas to adopt.,мы готовимся отправиться за границу для усыновления.
"Oh, how nice.","О, как мило."
"Yeah,","Да,"
"we're excited,","мы взволнованы,"
It will be neat.,Это будет аккуратно.
I think it will be worth it,"Я думаю, это того стоит"
"and somebody said to me in terms of,","и кто-то сказал мне в терминах,"
"this is food so I can say this,","это еда, поэтому я могу сказать это,"
"but they, you have to bring a formula,","но они, вы должны принести формулу,"
and I said what's that,"и я спросил, что это"
They laughed,Они рассмеялись
"and I said well, you know, I'm.  thirty something,","и я сказал, ну, ты знаешь, мне тридцать с чем-то,"
"Food's, food.","Еда, еда."
Yeah.,Да.
and I think that that would make them drool any way.,"и я думаю, что это в любом случае заставило бы их пускать слюни."
"Yeah,","Да,"
yeah.,да.
"You, know, I guess are you is it a little bit of constricted, because a lot of restaurants don't take,","Ты, знаешь, я думаю, ты немного стеснен в средствах, потому что во многих ресторанах не берут,"
"in terms of talking about restaurants, I mean are a lot of restaurants, how are they when you have children let alone three or four children?","что касается разговоров о ресторанах, я имею в виду, что ресторанов много, как они себя чувствуют, когда у вас есть дети, не говоря уже о трех или четырех детях?"
"You have to be careful if you go to a, a restaurant that,  that really is more adults you know,  with the atmosphere and everything,","Вы должны быть осторожны, если идете в ресторан, который, вы знаете, действительно более взрослый, с атмосферой и всем остальным,"
Uh-huh.,Угу.
Sure.,Конечно.
"they,","они,"
"if you're,","если ты,"
"like we could probably take our oldest son and,  and our oldest daughter.","как будто мы, вероятно, могли бы взять нашего старшего сына и... и нашу старшую дочь."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And they know how to act,","И они знают, как действовать,"
Yeah.,Да.
I don't think I would chance it with my younger ones because they're just too much of a distraction,"Я не думаю, что рискнула бы сделать это со своими младшими, потому что они слишком сильно отвлекают"
and some restaurants are really trying to go for that atmosphere kind of thing.,и некоторые рестораны действительно пытаются создать такую атмосферу.
"That yuppie kind of crowd, yeah.","Такая толпа яппи, да."
Yeah.,Да.
Yeah.,Да.
So.,Так.
"I just, I just, I've been in some places where they say they take children,","Я просто, я просто, я был в некоторых местах, где, как говорят, забирают детей,"
"and then I've just seen where the wait attendance the wait staff is rude, you know.","и потом, я только что увидел, где обслуживающий персонал... обслуживающий персонал груб, вы знаете."
Yeah.,Да.
And that always just bothered me,И это всегда просто беспокоило меня
"and then, um, on the other hand sometimes the children or the adults are themselves","и потом, гм, с другой стороны, иногда дети или взрослые сами по себе"
Yeah,Да
I don't know what other kind of restaurants,"Я не знаю, какие еще рестораны есть"
"really Pappasito's we love, um,","мы действительно любим Паппасито, эм,"
"we went to one Italian,","мы пошли к одному итальянцу,"
"back on the Italian, we went to some place across from Collin Creek Mall that absolutely putrid for Italian food.","вернувшись к итальянской кухне, мы отправились в какое-то заведение напротив торгового центра Collin Creek, которое совершенно не подходит для итальянской кухни."
Oh.,Ой.
I can't remember the name of it,Я не могу вспомнить его название
"it's on, uh,","это включено, э-э,"
"Is it Tia's, not Tia's, um,","Это Тиа, не Тиа, эм,"
"No,","Нет,"
"that's Mexican, um, right across from on the Dillard's side there,","это мексиканское, эм, прямо напротив, на стороне Дилларда, вон там,"
"Yeah,","Да,"
"I know which one it is,","Я знаю, какой это,"
and I can't think of it.,и я не могу думать об этом.
"I can't,","Я не могу,"
yeah,да
"it's in the strip, yeah,","это на полосе, да,"
"and it had white tablecloth,","и на нем была белая скатерть,"
"I think it was like paper where you could write on them, or something with crayons","Я думаю, это было что-то вроде бумаги, на которой можно было писать, или что-то в этом роде цветными карандашами"
it was just terrible.,это было просто ужасно.
Oh dear.,Ах милый.
"I mean I was shocked,","Я имею в виду, что я был шокирован,"
"I mean the dish was dirty, um,","Я имею в виду, что тарелка была грязной, эм,"
"It was one of these you have bad experience and,  say I don't think I'll come back here.","Это был один из таких случаев, когда у вас был неудачный опыт, и, скажем, я не думаю, что вернусь сюда."
"Yeah,","Да,"
"where you felt like,  like when you're in a bad part of Italy or something.","где ты чувствовал себя как, например, когда ты находишься в плохой части Италии или что-то в этом роде."
Oh dear.,Ах милый.
Um.,Хм.
Oh.,Ой.
"Boy,","Мальчик,"
"but other then that I don't know we, we do our share of pizza eating too, but more like go get it and carry it in cause we're too,  cheap to pay the delivery","но в остальном, я не знаю, мы тоже едим свою долю пиццы, но больше похоже на то, что мы берем ее и несем в дом, потому что мы слишком дешевы, чтобы оплачивать доставку"
Oh.,Ой.
"Yeah,","Да,"
"yeah,","да,"
yeah.,да.
"I don't like strange people coming to my door, um,","Мне не нравится, когда незнакомые люди приходят к моей двери, эм,"
"Well, I, I've got","Что ж, у меня, у меня есть"
one of my favorites were,одними из моих любимых были
"and I can't really think of any other, um, places.","и я действительно не могу вспомнить ни о каких других, эм, местах."
"No,","Нет,"
except that this makes me fat.,"за исключением того, что от этого я толстею."
"No,","Нет,"
I'm just kidding.,Я просто шучу.
"Yeah,","Да,"
you have to watch it if you go out to eat,"вы должны следить за этим, если идете куда-нибудь поесть"
that's true.,это правда.
"Yeah,","Да,"
"that's true,","это правда,"
"but you can always blame it on having children,","но вы всегда можете обвинить в этом рождение детей,"
no,нет
"Yeah,","Да,"
there you go.,вот и ты.
"Well, I enjoyed talking to you,","Что ж, мне понравилось с тобой разговаривать,"
"and I guess, you know, Maybe we'll see you in the restaurants somewhere.","и я думаю, ты знаешь, может быть, мы увидимся с тобой где-нибудь в ресторанах."
"Well, good luck.","Что ж, удачи."
"Yeah,","Да,"
maybe.,может быть.
Okay.,Хорошо.
Okay.,Хорошо.
Bye-bye.,Пока-пока.
Bye-bye.,Пока-пока.
"Well, we're just starting a family through adoption","Ну, мы просто создаем семью через усыновление"
"so I don't really have a lot of, uh, concrete, uh, opinions.","так что на самом деле у меня не так уж много, э-э, конкретных, э-э, мнений."
"Just what I know out of my peer group, uh, has gone through.","Просто то, через что, как я знаю, прошли мои сверстники, э-э-э, прошли."
And none of it has been good,И ничего из этого не было хорошего
"Oh, really?","О, правда?"
Yeah.,Да.
"Uh, the ones that can afford to have live-in nannies,  They seem to be having an okay time.","Э-э, те, кто может позволить себе иметь нянек с проживанием, похоже, неплохо проводят время."
Huh.,Хм.
Uh-huh.,Угу.
"Uh, but a lot of the other ones that have, are professional, uh,","Э-э, но многие другие, у кого есть, являются профессионалами, э-э,"
"I'd say fifty percent of, you know, my peers that I'm, in my circle of friends have tried it and then stopped working until they're, you know, going to get their children in kindergarten or first grade.","Я бы сказал, что пятьдесят процентов, знаете ли, моих сверстников, с которыми я, в моем кругу друзей пробовали это, а затем перестали работать, пока они, знаете ли, не отправят своих детей в детский сад или в первый класс."
Uh-huh.,Угу.
"Uh, but I,","Э-э, но я,"
there must be some good service out there if you  really look and pay for it.,"там должен быть какой-то хороший сервис, если вы действительно смотрите и платите за него."
Right.,Верно.
"What, what age child are you thinking in terms of?","О чем, о ребенке какого возраста вы думаете в терминах?"
In terms of what they're talking about.,"С точки зрения того, о чем они говорят."
No.,Нет.
"For, for yourselves","Для, для самих себя"
Oh.,Ой.
Infant. Uh ...,Младенец. Ух...
"Oh, okay.","О, ладно."
Infant.,Младенец.
So you're starting from the from the baseline.,"Итак, вы начинаете с базовой линии."
Yeah.,Да.
"After eleven years of marriage. Yeah, we are.","После одиннадцати лет брака. Да, это так."
"We're actually, it's happening now.","На самом деле, это происходит сейчас."
"So, we're just going through the process.","Итак, мы просто проходим через этот процесс."
I see,Я вижу
"So and actually the question is, uh, very appropriate.","Так что, на самом деле, вопрос, э-э, очень уместен."
"Cause I'm not sure whether, uh, how strong the maternal instinct is going to be.","Потому что я не уверена, насколько сильным будет материнский инстинкт."
They tell me it's going to be strong,"Они говорят мне, что это будет сильно"
Do you  have children?,У вас есть дети?
Right.,Верно.
I have one son.,У меня есть один сын.
And did you put him in daycare,И вы отдали его в детский сад
or is he older now or younger,или он сейчас старше или моложе
or?,или?
"Well, he's, he's now eighteen. And in, in, you know, has completed a couple of years of university.","Ну, ему, ему сейчас восемнадцать. И в, в, вы знаете, отучился пару лет в университете."
Sure.,Конечно.
So he's out of daycare,"Значит, он ушел из детского сада"
"I,","Я,"
right.,верно.
"And, and so that,","И, и так, что,"
"but I was working full-time, uh  when he was born.","но я работала полный рабочий день, когда он родился."
"You,","Вы,"
uh-huh.,угу.
"But I was very lucky because I was a, a college professor.","Но мне очень повезло, потому что я был профессором колледжа."
Oh.,Ой.
"And so I was able to, you know,","И поэтому я смог, вы знаете,"
"and I, it was  walking distance from, from  my apartment.","и я, это было в нескольких минутах ходьбы от, от моей квартиры."
Flex .,Сгибать.
Yeah.,Да.
So I went up there,"Итак, я поднялся туда"
"and I sort of left him with, with a neighbor.",и я вроде как оставила его с... с соседом.
Uh-huh.,Угу.
And I left him in a carry cot when he was very little,"И я оставила его в кроватке-переноске, когда он был совсем маленьким"
"And I said, you know, he doesn't need anything except, you know, look at him if he cries.","И я сказал, ты знаешь, ему ничего не нужно, кроме, знаешь, посмотри на него, если он плачет."
"But, you know, don't pick him up and, and  this sort of stuff.","Но, знаете, не берите его на руки и тому подобное."
Yeah.,Да.
Because I was gone only an hour at a stretch or an hour and a half.,Потому что меня не было всего час с небольшим или полтора.
"Oh, that's wonderful.","О, это замечательно."
"And I was able to, you know, get, his schedule just, uh, cooperated.","И я смог, знаете ли, добиться, чтобы его расписание просто, э-э, согласовалось."
Right.,Верно.
And ...,И...
That's wonderful.,Это замечательно.
Yeah.,Да.
Yeah.,Да.
"And, and I guess, uh, because of your, um, your, uh, profession.","И, и я думаю, э-э, из-за твоей, э-э, твоей, э-э, профессии."
"I mean, I, uh, I'm in corporate communications.","Я имею в виду, я, э-э, я занимаюсь корпоративными коммуникациями."
"But I've done free-lance writing in the past,","Но в прошлом я писал на фрилансе,"
Uh-huh.,Угу.
"so what we're hoping is that, uh,","итак, мы надеемся, что, э-э,"
I mean my husband thinks I can do it.,"Я имею в виду, что мой муж думает, что я могу это сделать."
"I've just never worked out of a domestic base, you know.","Знаешь, я просто никогда не работал на домашней базе."
"I've always  been in a corporate, uh, environment.","Я всегда был в корпоративной, э-э-э, среде."
Uh-huh.,Угу.
"Uh, but I'm hoping that possibly I can do something where I can go flextime or part-time","Э-э, но я надеюсь, что, возможно, я смогу заняться чем-то, где я смогу работать гибкий график или неполный рабочий день"
"or if they don't have that, uh,","или если у них этого нет, э-э,"
"my boss,","мой босс,"
"I'm very lucky though, again too, my boss is very akin to family building.","Мне очень повезло, хотя, опять же, мой босс очень любит создавать семью."
"So, I think that's something that couples need in going  into this.","Итак, я думаю, что это то, что нужно парам, чтобы заняться этим."
Uh-huh.,Угу.
Right.,Верно.
"Uh, I don't know.","Э-э, я не знаю."
I do think there's good daycare out there.,"Я действительно думаю, что там есть хороший детский сад."
What part of the country are you in?,В какой части страны вы находитесь?
I'm in Maryland.,Я в Мэриленде.
You're in Maryland.,Ты в Мэриленде.
"But, but I was out of the country when, uh, my, my son was little.","Но, но меня не было в стране, когда мой сын был маленьким."
"But, but the thing is, if you have this flextime and that, you might be able to do something similar to what I did.  Which is you know, be there short times","Но, но дело в том, что если у вас есть это гибкое время и все такое, вы могли бы сделать что-то похожее на то, что сделал я.  Что, вы знаете, означает быть там короткое время"
Right.,Верно.
That's what I'm hoping.,"Это то, на что я надеюсь."
"and then later on when he was, you know","а потом, позже, когда он был, вы знаете"
Uh-huh.,Угу.
"I mean this,","Я имею в виду это,"
"we're talking about, uh, I went back to work and, or taught some, some classes like a week after he was born.","мы говорим о том, что я вернулся к работе и преподавал какие-то занятия примерно через неделю после его рождения."
"Oh, my goodness.","О, боже мой."
You were  fortunate.,Тебе повезло.
And so ...,И так далее...
Yeah.,Да.
Yeah.,Да.
"And so that's when I was  saying, you know, don't, don't pick him up and stuff.","И вот тогда-то я и сказал, знаете, не надо, не берите его на руки и все такое."
Yeah.,Да.
But then later what I did was I brought a woman into the house.,"Но потом, позже, я привел в дом женщину."
Uh-huh.,Угу.
Sure.,Конечно.
"And she, she was supposed to help me a little bit with cooking and doing the baby's laundry and this sort of stuff.","И она, она должна была немного помогать мне с приготовлением пищи, стиркой для ребенка и тому подобными вещами."
Uh-huh.,Угу.
"And then, I also came home and sort of was able to see from a distance what she was doing.","А потом я тоже пришел домой и вроде как смог издалека увидеть, что она делает."
Uh-huh.,Угу.
"And, you know, in a sense she, she carried him around a lot, too much. Uh, you know for, for my taste.","И, вы знаете, в каком-то смысле она, она носила его с собой много, слишком много. Э-э, ты знаешь, на мой вкус."
Uh-huh.,Угу.
Right.,Верно.
"It was constantly, no, I don't want him,  to explore anything.","Это было постоянно, нет, я не хочу, чтобы он что-то исследовал."
"He might, uh, he might hurt himself","Он может, э-э, он может навредить себе"
"So do you think that, I mean, do you think that that was in a way though, good good objectivity that, that doesn't really,","Итак, вы думаете, что, я имею в виду, вы думаете, что это было в некотором смысле, хотя, хорошая объективность, которая, на самом деле, не,"
that's not a correct English,это неправильный английский
"but , you know  in a sense, you see what I'm saying though.","но, знаете, в каком-то смысле вы понимаете, о чем я говорю."
"From a mother's standpoint, I mean in a way, it was quote and unquote good objectivity.","С точки зрения матери, я имею в виду, в некотором смысле, это была, без кавычек, хорошая объективность."
"I think it worked out very, very well.","Я думаю, что это сработало очень, очень хорошо."
"Because what he learned to do by the time he was two or so, he would sit next to the desk where I was grading papers or  writing lesson plans.","Потому что то, что он научился делать к тому времени, когда ему было два года или около того, он сидел рядом с партой, за которой я оценивал работы или писал планы уроков."
Uh-huh.,Угу.
See.,Видеть.
Uh-huh.,Угу.
"And he had asked for a paper and, you know, sort of scribble","И он попросил бумагу и, знаете, что-то вроде каракулей"
and then he realized that there  were quiet times,"и тогда он понял, что наступили спокойные времена"
Yeah.,Да.
and there were active times.,и были активные времена.
Right.,Верно.
"And then he learned he, he also learned that, uh, there were times that you had to be gone, so you probably minimized,","А потом он узнал, он, он также узнал, что, э-э, были времена, когда тебе приходилось уходить, так что ты, вероятно, минимизировал,"
"well we're actually, uh, we're getting ready.","ну, на самом деле мы, э-э, мы готовимся."
"I mean, you're far enough away now I can tell you since this is locally, I make sure, we're going to Romania in a few weeks.","Я имею в виду, что теперь ты достаточно далеко, и я могу сказать тебе, поскольку это локально, я уверен, что через несколько недель мы отправимся в Румынию."
Oh.,Ой.
"And that's, uh, just .  Romania.","И это, э-э, просто.  Румыния."
Did you say Romania or Armenia?,Вы сказали Румыния или Армения?
"Oh, okay.","О, ладно."
"Yeah,","Да,"
yeah.,да.
"As in, like, what Twenty Twenty and, uh, but we, we're real excited because we've just developed a contact. Through professional people","Например, что такое ""Двадцать на двадцать"" и, э-э, но мы, мы действительно взволнованы, потому что у нас только что установился контакт. Через профессиональных людей"
"Oh, good.","О, хорошо."
and it's private,и это личное
and it's hospital.,и это больница.
"It's, we're just very excited",Это... мы просто очень взволнованы
Uh ... And what's the word I'm looking for.,Ух... И какое слово я ищу?
Oh great.,"О, отлично."
"When you deal with issues like that, uh, in terms of family building through adoption, uh, and then you have people responding to you, well if you go through that why would you put them in daycare.","Когда вы сталкиваетесь с подобными проблемами, э-э, с точки зрения создания семьи через усыновление, э-э, и тогда у вас есть люди, которые реагируют на вас, ну, если вы проходите через это, зачем вам отдавать их в детский сад?"
Oh that's silly.,"О, это глупо."
"Uh, issues are being raised prematurely in my mind.","Э-э, в моем сознании преждевременно возникают проблемы."
But I guess they're not because it's something I'll have to deal with sooner than later.,"Но я думаю, что это не так, потому что это то, с чем мне придется иметь дело раньше, чем позже."
"Uh, and I, what I've learned to do is just tune out everybody's opinion.","Э-э, и я, чему я научился, так это просто не обращать внимания на мнение окружающих."
"I feel that if the child is healthy, uh, and as long as we make it feel secure, I'd love to do something like with what you did.","Я чувствую, что если ребенок здоров, э-э, и пока мы делаем так, чтобы он чувствовал себя в безопасности, я бы с удовольствием сделал что-то подобное тому, что сделали вы."
Uh-huh.,Угу.
"Uh, I don't think I could be dumper where I could take it from, you know, eight in the morning till nine at night or six at night and leave it there.","Э-э, я не думаю, что я мог бы быть самосвалом, где я мог бы забрать это, ну, знаете, с восьми утра до девяти вечера или с шести вечера и оставить это там."
Right.,Верно.
"Uh, maybe after two or three or, years old.","Э-э, может быть, после двух, или трех, или... лет от роду."
I don't know. Um.,Я не знаю. Эм.
"Oh, I in my opinion, it's even than.","О, я, по-моему, это даже лучше."
I mean  your kids need you,"Я имею в виду, что ты нужен своим детям"
Yeah.,Да.
"Well, they need a schedule I think.","Ну, я думаю, им нужен график."
"I don't think the United States,","Я не думаю, что Соединенные Штаты,"
"what country were you, uh, in Europe when you were uh, uh?","в какой стране вы были, э-э, в Европе, когда вы были э-э-э?"
"No,","Нет,"
I was in the Middle East.,Я был на Ближнем Востоке.
"Uh, that's","Э-э, это"
"Well, that's the same thing.","Что ж, это одно и то же."
I mean I don't know how they are there,"Я имею в виду, я не знаю, как они там оказались"
"but, uh, in eastern Europe,","но, э-э, в Восточной Европе,"
"my stepfather's from England,","мой отчим из Англии,"
"it just seems the United States does not provide for either child care or or elder care, as I call it.","просто кажется, что Соединенные Штаты не обеспечивают ни ухода за детьми, ни ухода за пожилыми людьми, как я это называю."
"Right,","Правильно,"
right.,верно.
"Uh, and we're just not set up for that.","Э-э, и мы просто не созданы для этого."
"Uh, with the .","Э-э, с помощью ."
"I,","Я,"
yeah.,да.
Go ahead.,Идти вперед.
"No,","Нет,"
"I was just going to say, I guess, uh, my sensitivities are, are much more with the, you know, to be at home.","Я просто собирался сказать, я думаю, э-э, моя чувствительность гораздо больше связана с тем, чтобы, знаете, быть дома."
"Because actually, I had my grandmother with me from the time she was from the time she was ninety-two until she died at ninety-seven.","Потому что на самом деле моя бабушка была со мной с тех пор, как ей было девяносто два, пока она не умерла в девяносто семь."
Uh-huh.,Угу.
"See, I think that's wonderful.","Видите, я думаю, что это замечательно."
