en,ru
"and a,","и еще,"
"well,","хорошо,"
"my son was driving,","мой сын был за рулем,"
"and someone came into his lane and hit him,","и кто-то выехал на его полосу движения и сбил его,"
"and fortunately he was able to,","и, к счастью, он смог,"
"his,","его,"
"I mean he was checked out of the hospital, was out of the hospital by that night, but the car was completely totalled","Я имею в виду, что его выписали из больницы, к тому вечеру его выписали из больницы, но машина была полностью разбита"
Uh-huh.,Угу.
"and Mike, and, they had been, my two sons had been a passenger in a car about a year and a half before that, which was hit by another car.","и Майк, и, они были, два моих сына были пассажирами в машине примерно за полтора года до этого, которую сбила другая машина."
Um.,Хм.
"So I mean, I got, I was getting really nervous,","Так что, я имею в виду, я начал по-настоящему нервничать,"
"so I finally said, we, I want a really solid car.","итак, я, наконец, сказал, что мы, я хочу действительно прочную машину."
So we found the Audi second hand.,"Итак, мы нашли подержанную ""Ауди""."
"I guess right now my criteria for cars is, uh, of being solid, able to take an impact","Я думаю, прямо сейчас мои критерии для автомобилей - это, э-э, солидность, способность оказывать влияние"
Right.,Верно.
"and, uh, so, uh, I, we're not going to be in the market for, in the near future for any new car.","и, э-э, итак, э-э, я, мы не собираемся в ближайшем будущем выставлять на рынок какую-либо новую машину."
Uh-huh,Ага
But the things that I would want would be a solid car.,"Но то, чего я хотел бы, - это солидная машина."
Another thing I'd definitely want would be anti-lock brakes.,"Еще одна вещь, которую я бы определенно хотел, - это антиблокировочные тормоза."
Right.,Верно.
"Uh, our, our van, which is a, a delight to drive, does not have,","Э-э, наш, наш фургон, которым так приятно управлять, не имеет,"
"I think the brakes on the Plymouth van is just, are terrible.","Я думаю, что тормоза у фургона Plymouth просто ужасны."
Um.,Хм.
"If the road is at all wet, and I'm,","Если дорога совсем мокрая, и я,"
"and I don't go all that fast, but the, uh, it, it just doesn't hold.","и я действую не так быстро, но, э-э, это, это просто не выдерживает."
It doesn't hold well at all.,Это вообще плохо держится.
"So, I, I definitely want to get anti lock brakes.","Итак, я, я определенно хочу приобрести антиблокировочные тормоза."
"So, I don't know,","Так что, я не знаю,"
"do you have any particular things that, that are priorities on your list.","есть ли у вас какие-то конкретные дела, которые являются приоритетными в вашем списке?"
"Well, it's,","Ну, это,"
"I didn't really need power windows, but it has power, you know, windows and steering and air conditioning,","На самом деле мне не нужны были стеклоподъемники с электроприводом, но у него есть электропривод, знаете ли, стеклоподъемников, рулевого управления и кондиционера,"
Yeah.,Да.
"and, and uh.","и, и э-э-э..."
"I guess down here air conditioning's a must, isn't it.","Я думаю, здесь, внизу, кондиционер просто необходим, не так ли?"
"Uh-huh,","Ага,"
"oh, yeah.","о, да."
It has a stereo and a cassette player,В нем есть стереосистема и кассетный проигрыватель
Uh-huh.,Угу.
"and, um, he's told me it gets forty-two miles to the gallon.","и, эм, он сказал мне, что на галлон приходится сорок две мили."
That's incredible.,Это невероятно.
Uh-huh.,Угу.
That is incredible.,Это невероятно.
So.,Так.
"Uh, we, we get about, our, the van gets, on highways, can get about twenty-eight.","Э-э, мы, мы добираемся примерно, наш фургон добирается, по шоссе, может проехать около двадцати восьми."
The Audi does not have good mileage.,У Audi не очень хороший пробег.
That's the one drawback.,Это единственный недостаток.
"It's a powerful car. Um, but it does not, uh,","Это мощная машина. Эм, но это не значит, эм,"
Uh-huh.,Угу.
"I mean, I, if I'm on a highway and I can get twenty, twenty-one miles per gallon, I consider that I'm lucky.","Я имею в виду, что, если я еду по шоссе и могу разогнаться на двадцать, двадцать одну милю на галлон, я считаю, что мне повезло."
"Maybe, maybe sometimes I've gotten twenty-two.","Может быть, может быть, иногда мне становилось двадцать два."
It comes out around the eighteen or nineteen local driving,Это выходит где-то в восемнадцать или девятнадцать по местному времени.
Uh-huh.,Угу.
"and that's a, to me is a real drawback.","и это, на мой взгляд, реальный недостаток."
"I wish I would, you know, I could settle for twenty-eight,","Я бы хотел, ты знаешь, я мог бы довольствоваться двадцатью восемью,"
"but, uh, the, uh, the frills on that car are nice, but they're not necessary, for me except air conditioning.","но, э-э, навороты на этой машине хороши, но мне они не нужны, за исключением кондиционера."
Uh-huh.,Угу.
"In this area, uh, in Washington D C area, it gets hot and humid.","В этом районе, э-э, в округе Вашингтон, округ Колумбия, становится жарко и влажно."
"Uh-huh,","Ага,"
it's really humid.,здесь действительно влажно.
"Yeah,","Да,"
"uh, so air conditioning is uh, definitely a necessity for us through two or three months in the summer.","э-э, так что кондиционер, э-э, определенно необходим нам в течение двух или трех месяцев летом."
"Um, but I, uh, I, I don't need, uh, you know,","Эм, но мне, эм, мне, мне не нужно, эм, ты знаешь,"
"power windows are nice, but I don't need them Although I must say when you're driving in the east and there are all these toll roads, come into a toll road, you just push that button down,","электрические стеклоподъемники хороши, но мне они не нужны, хотя я должен сказать, что когда вы едете на восток и там все эти платные дороги, выезжаете на платную дорогу, вы просто нажимаете эту кнопку вниз,"
Right.,Верно.
"it's real nice for that window to zip down and zip up, instead of having to crank it.","очень приятно, что это окно закрывается на молнию, вместо того чтобы его проворачивать."
"Crank,","Заводная ручка,"
yeah.,да.
"Yeah,","Да,"
"but, or, you know, if you want to have open windows, to be able to","но, или, вы знаете, если вы хотите иметь открытые окна, чтобы иметь возможность"
"if you're alone in the car just to press buttons, and.","если вы одни в машине, просто нажимайте кнопки, и."
Right.,Верно.
You don't have to stretch.,Тебе не нужно растягиваться.
"But you know, I've lived all these years without them,","Но ты знаешь, я жил все эти годы без них,"
I probably could have lived a little longer,"Я, наверное, мог бы прожить немного дольше"
That's true.,Это правда.
"Uh, one of the things that we have, uh, we've liked when we gotten a new car, and this, this used car has it, is a sun roof","Э-э, одна из вещей, которая у нас есть, э-э, нам понравилась, когда мы купили новую машину, а у этой, у этой подержанной машины она есть, - это солнечная крыша"
Uh-huh.,Угу.
and those are really nice in good weather.,и они действительно хороши в хорошую погоду.
That's right.,Верно.
"So, so I guess if we get a new car, it definitely would have to have anti lock brakes,","Итак, я думаю, что если мы купим новую машину, у нее определенно должны быть антиблокировочные тормоза,"
"I'd love to get an air bag and a sun roof, and, uh, just so it'd be a good solid car.","Я бы с удовольствием обзавелся подушкой безопасности и люком на крыше, и, э-э, просто чтобы это была хорошая солидная машина."
Uh-huh.,Угу.
I guess that those are my major criteria.,"Я предполагаю, что это мои главные критерии."
"Everything else is, you know, a luxury,","Все остальное - это, знаете ли, роскошь,"
"and they, make the car more expensive, but they often add more things to repair when things go wrong.","и они делают автомобиль дороже, но часто добавляют больше вещей для ремонта, когда что-то идет не так."
Right.,Верно.
"So, uh, if you were to buy a new car now, a brand new car, what would you look for?","Итак, э-э, если бы вы сейчас купили новую машину, совершенно новую машину, на что бы вы обратили внимание?"
"Um, like you said, anti-lock brakes and air bag,","Эм, как вы и сказали, антиблокировочная система тормозов и подушка безопасности,"
"and, uh, I'd, I'd really like to have a car that's dependable that, that you drive, you know, like a American made car that's as dependable as Mercedes or somebody, you know that's,","и, э-э, я бы, я бы действительно хотел иметь надежную машину, на которой ты ездишь, знаешь, как на машине американского производства, которая так же надежна, как Мерседес или кто-то еще, ты знаешь, что это,"
"Yeah,","Да,"
yeah.,да.
Isn't that true.,Разве это не правда?
"It's, it's funny, um, uh, that you use,","Это, это забавно, эм, эм, что ты используешь,"
"the Audi's German, and I have to say, it has been pretty dependable.","Audi немецкая, и я должен сказать, что она была довольно надежной."
Uh-huh.,Угу.
"Yeah,","Да,"
"sometimes, one advantage of an American made car, is if you get stuck anywhere, most local garages can fix you up.","иногда одно из преимуществ автомобиля американского производства заключается в том, что если вы где-нибудь застряли, большинство местных гаражей могут вас починить."
"Yeah,","Да,"
"they have parts,","у них есть части,"
uh-huh.,угу.
"But once you get, if you, once you get something fancy, you get stuck somewhere off of the main area you can be really,","Но как только вы получаете, если вы, как только вы получаете что-то необычное, вы застреваете где-то в стороне от основной области, вы можете быть действительно,"
"Right,","Правильно,"
"and the parts, I know the Audi parts are terribly expensive.","и запчасти, я знаю, что запчасти Audi ужасно дорогие."
Uh-huh.,Угу.
"I mean, it","Я имею в виду, это"
I shudder.,Я вздрагиваю.
"I would not get the Audi again, just for that reason.",Я бы не стал снова покупать Audi только по этой причине.
"But I would love, I wish an American, an American, that, you know, engineering would make something as solid as a German car.","Но я бы хотел, я хотел бы, чтобы американец, просто американка, чтобы, знаете ли, инженерное дело создало что-то такое же прочное, как немецкий автомобиль."
"You know, we certainly have the technology,","Вы знаете, у нас определенно есть технология,"
Right.,Верно.
"but, it's amazing,","но это потрясающе,"
"when we bought this Audi,","когда мы купили эту Ауди,"
"I mean, everything is more solid in it.","Я имею в виду, что в нем все более солидно."
Right.,Верно.
"Uh, if,","Э-э, если,"
you don't feel you've got any of the flabby plastic,"вы не чувствуете, что у вас есть что-то из дряблого пластика"
Uh-huh.,Угу.
"and I know,","и я знаю,"
"and I, I, and I'm willing to give up a little bit in the mileage for a solid car.","и я, я, и я готов немного снизить пробег ради солидной машины."
I don't think I have to give up as much as I'm giving up.,"Я не думаю, что мне нужно сдаваться так сильно, как я сдаюсь."
Right.,Верно.
"But, do you need air conditioning down there?","Но нужен ли вам там, внизу, кондиционер?"
"Yes,","Да,"
we really do,мы действительно это делаем
Yeah.,Да.
because even today it's supposed to get up into the nineties.,"потому что даже сегодня предполагается, что он поднимется до девяностых."
So,Так
"Oh, we've had eleven days in a row over ninety.","О, у нас было одиннадцать дней подряд больше девяноста."
Uh-huh.,Угу.
They've in fact had to excuse school down here because of that.,На самом деле из-за этого им пришлось отменить здешнюю школу.
"Well, listen,","Что ж, слушай,"
I enjoyed talking with you.,Мне понравилось с тобой разговаривать.
"Okay,","Окей,"
"and enjoy, enjoy your car.","и наслаждайтесь, наслаждайтесь своей машиной."
"Yeah,","Да,"
have a nice summer.,приятного лета.
"Thank you,","Спасибо,"
"you too,","ты тоже,"
it's going to be a hot one.,это будет жарко.
Yeah.,Да.
"Okay,","Окей,"
bye-bye,пока-пока
Bye-bye.,Пока-пока.
Do you have any?,У вас они есть?
I'm trying to think offhand,Я пытаюсь мыслить бесцеремонно
"I can't think of anything, you know.","Знаешь, я ни о чем не могу думать."
"I have, I have one,","У меня есть, у меня есть один,"
Okay.,Хорошо.
and it's a real pet peeve of mine.,и это моя настоящая любимая мозоль.
"It seems I, I do work during the day","Кажется, я, я работаю в течение дня"
"and when I'm home, uh, you know I'm either cooking or running doing, things or, uh, laundry or stuff.","и когда я дома, э-э, ты знаешь, я либо готовлю, либо бегаю, занимаюсь делами, э-э, стиркой или еще чем-нибудь."
Uh-huh.,Угу.
And I hate when the phone rings and it turns out to be a telephone salesman.,"И я ненавижу, когда звонит телефон и оказывается, что это телефонный продавец."
Oh,О
"And it's real,","И это реально,"
"the two pet peeves that,","две любимые мозоли, которые,"
"number one, I really feel that that's my private, you know, my own home.","во-первых, я действительно чувствую, что это мой личный, вы знаете, мой собственный дом."
Uh-huh.,Угу.
And I,И я
"and if I want something, I will get it.","и если я чего-то захочу, я это получу."
Uh-huh.,Угу.
I will go out and get it myself.,Я пойду и заберу это сам.
"And I will never, I never buy anything from a telephone, salesperson.","И я никогда, я никогда ничего не буду покупать у телефонного продавца."
"Oh, I wouldn't, either,","О, я бы тоже не стал,"
no.,нет.
"So, I really feel that it is a real invasion, they're invading my time and my space by, you know, interfering in whatever I'm doing","Итак, я действительно чувствую, что это настоящее вторжение, они вторгаются в мое время и мое пространство, вы знаете, вмешиваясь во все, что я делаю"
Uh-huh.,Угу.
"and I,","и я,"
it really bothers me.,это действительно беспокоит меня.
Uh-huh.,Угу.
"Um, it's a little bit like junk mail but except you can't, you know, ignore it, uh, quite as easily.","Эм, это немного похоже на нежелательную почту, но за исключением того, что вы не можете, знаете ли, игнорировать ее, эм, так же легко."
Yeah.,Да.
"And I, I try to be polite,","И я, я стараюсь быть вежливым,"
"but at the same point,","но в тот же момент,"
That doesn't always work.,Это не всегда срабатывает.
"Well, I just say thank you very much for calling but I'm not interested,","Что ж, я просто говорю вам большое спасибо за звонок, но мне это не интересно,"
and then I hang up before they can say anything.,"а потом я вешаю трубку, прежде чем они успевают что-либо сказать."
"Oh, really?","О, правда?"
"Yes,","Да,"
and it works very well,и это работает очень хорошо
Oh,О
"Because you don't hear, you know how,","Потому что ты не слышишь, ты знаешь, как,"
they can say anything they want,"они могут говорить все, что захотят"
"it's just,","это просто,"
"but I just feel that's my big thing on the invasion of, my thing on invasion of privacy.","но я просто чувствую, что это моя главная фишка во вторжении, моя фишка во вторжении в частную жизнь."
Uh-huh.,Угу.
"And, um, I have, uh, I sort of have a sort like","И, эм, у меня есть, эм, у меня вроде как есть что-то вроде"
you can prevent yourself from getting junk mail by getting yourself off of mailing lists.,"вы можете предотвратить получение нежелательной почты, исключив себя из списков рассылки."
"I wish that there were a way that you could, um, get your you know, submit your telephone number to the phone company and have a penalty for anyone who calls you to sell things, from a","Я хотел бы, чтобы был способ, которым вы могли бы, эм, получить свой, ну, знаете, предоставить свой номер телефона телефонной компании и назначить штраф для любого, кто звонит вам, чтобы продать что-то, из"
"Uh-huh,","Ага,"
"well, how do you get your name off the junk mailing list?","ну, а как вы вычеркиваете свое имя из списка нежелательной рассылки?"
"Uh, you, you, you, you do that by, uh, um,","Эм, ты, ты, ты, ты делаешь это, эм, эм,"
"the postal service has some information which you fill out and they send,","у почтовой службы есть некоторая информация, которую вы заполняете, и они отправляют,"
"it's for every company,","это для каждой компании,"
I mean you can't do it for any,"Я имею в виду, что ты не можешь сделать это ни за что"
Uh-huh.,Угу.
"you know, but you can then send it","вы знаете, но затем вы можете отправить его"
and they can,и они могут
"they tell,","они рассказывают,"
"that company is not allowed to sent it, you any junk mail.",этой компании не разрешено отправлять вам какую-либо нежелательную почту.
"Oh, really?","О, правда?"
"If you get junk mail on a regular basis from any particular company you can,","Если вы регулярно получаете нежелательную почту от какой-либо конкретной компании, вы можете,"
"Oh, I didn't even know that.","О, я даже этого не знала."
"Yeah,","Да,"
"yeah,","да,"
"you have to go to the post office and ask them for the form that you fill out to, not to get, you know, junk mail from specific companies.","вы должны пойти в почтовое отделение и попросить у них форму, которую вы заполняете, чтобы не получать, знаете ли, нежелательную почту от конкретных компаний."
"Oh, wow.","О, ничего себе."
And I wish there were something like that where you can call the telephone company,"И я хотел бы, чтобы было что-то подобное, куда вы могли бы позвонить в телефонную компанию"
Yeah.,Да.
"and you could say that, uh, have your your number put in a registry.","и вы могли бы сказать, что, э-э, внесите свой номер в реестр."
"And then anyone making these calls have to check that registry for that area and could not, should, and is not allowed under penalty of, you know, being reported or something to call you.","И тогда любой, кто совершает эти звонки, должен проверить этот реестр для этой области и не может, не должен и не имеет права под страхом, знаете ли, сообщения или чего-то еще звонить вам."
Uh-huh.,Угу.
Yeah.,Да.
So that would be one way of doing it.,Так что это был бы один из способов сделать это.
"I can't really think of anything that invades my privacy,","Я действительно не могу думать ни о чем, что вторгается в мою личную жизнь,"
"but one of my pet peeves, you came up with the telephone is, when you have an answering machine and they hang up before they leave a message.","но одна из моих любимых неприятностей, которую вы придумали с телефоном, - это когда у вас есть автоответчик, и они вешают трубку, прежде чем оставить сообщение."
Uh-huh.,Угу.
I can't stand that.,Я этого не вынесу.
"I think that is so stupid, you know,","Я думаю, что это так глупо, ты знаешь,"
"because,","потому что,"
"Oh, I'm guilty of that sometimes","О, иногда я виноват в этом"
because I've called and there really wasn't any significant message,"потому что я звонил, и на самом деле не было никакого важного сообщения"
"and I, and I wasn't going to be available to be called back.","и я, и я не собирался быть доступен, чтобы мне перезвонили."
Uh-huh.,Угу.
"And it was sort of like, oh, the hell,","И это было что-то вроде: ""О, черт возьми,"
"I'm not going to spend the time giving, leaving a message,","Я не собираюсь тратить время на раздачу, оставляя сообщение,"
"and, uh, I'll call later, if I'm available.","и, э-э, я позвоню позже, если буду свободен."
Yeah.,Да.
"The other thing that, um, that there is recourse to and that's another thing, is when you, you use your credit card and then they ask for a telephone number.","Другая вещь, к которой, гм, можно прибегнуть, и это совсем другое дело, - это когда вы пользуетесь своей кредитной картой, а затем они запрашивают номер телефона."
Uh-huh.,Угу.
"Well, legally now they're not allowed,","Ну, по закону теперь им это запрещено,"
they're,они
you do not have to give a telephone number.,вам не обязательно указывать номер телефона.
"Oh, really?","О, правда?"
Yes.,Да.
And I don't really like announcing in public,И мне действительно не нравится объявлять об этом публично
Uh-huh.,Угу.
"you know, when you're sitting there,","ты знаешь, когда ты сидишь там,"
my telephone and I don't like the way telephone numbers can be used.,"мой телефон, и мне не нравится, как можно использовать телефонные номера."
Uh-huh.,Угу.
"We once had a situation where someone was using a credit card number of ours and he actually had our phone number,","Однажды у нас была ситуация, когда кто-то использовал номер нашей кредитной карты, и у него действительно был наш номер телефона,"
but it turned out it had to have been my husband's office phone number.,"но оказалось, что это, должно быть, был рабочий номер телефона моего мужа."
"And, uh, we were able, we weren't actually able to trace it, but we were able to, to discard the charges.","И, э-э, мы смогли, на самом деле мы не смогли это отследить, но мы смогли снять обвинения."
Uh-huh.,Угу.
"Um, but it was,","Эм, но это было,"
I don't like how they,"Мне не нравится, как они"
"the,","то,"
"I, I realize that this is your identification","Я, я понимаю, что это ваше удостоверение личности"
"but I worked with someone that got hold of his, charge cards, and his social security number.","но я работал с кем-то, кто заполучил его платежные карты и номер его социального страхования."
Uh-huh.,Угу.
Uh-huh.,Угу.
"Yeah,","Да,"
same with my husband.,то же самое и с моим мужем.
It was the charge card and social security number.,Это была платежная карта и номер социального страхования.
"And, you know, I don't, I don't like, I don't ever get anything over the phone because I don't want to give my social security number out.","И, вы знаете, я не, мне не нравится, я никогда ничего не получаю по телефону, потому что я не хочу сообщать свой номер социального страхования."
"Well, you should never give the social security number.","Что ж, вам никогда не следует указывать номер социального страхования."
"Uh, if sometimes, if you charge,","Э-э, если иногда, если ты заряжаешь,"
sometimes I charge theater tickets over the phone.,иногда я оплачиваю билеты в театр по телефону.
Uh-huh.,Угу.
"And then, you know, because they pick them up at the box office we'll call.","А потом, вы знаете, поскольку они забирают их в кассе, мы позвоним."
"But, um, that's the only thing I would ever have ever used it for the phone","Но, эм, это единственное, что я бы когда-либо использовал для телефона"
and that was because I initiated it.,"и это было потому, что я был инициатором этого."
Yes.,Да.
"Uh, and occasionally I do order things from catalogs over the phone.","Э-э, и иногда я действительно заказываю вещи по каталогам по телефону."
Uh-huh.,Угу.
"But again it's, I initiate it not the company.","Но опять же, это я инициирую, а не компания."
"The other thing is though you do not have to,","Другое дело, однако, что вам не обязательно,"
"if you're buying something in a store and they and you pay for it by charge and they ask you for your telephone number, you do not have to give it.","если вы покупаете что-то в магазине, и они, и вы платите за это бесплатно, и они спрашивают у вас ваш номер телефона, вы не обязаны его давать."
"That is one, that's a law that went into effect, I don't know a year or two ago.","Это один из законов, который вступил в силу, я не знаю, год или два назад."
"Oh, I never even knew that.","О, я даже никогда этого не знала."
"And, uh, you can just say I'm sorry that uh, I'm not required to give that by law","И, э-э, вы можете просто сказать, что мне жаль, что э-э, я не обязан давать это по закону"
"and then they won't,","и тогда они не будут,"
a lot of stores will still ask.,многие магазины все равно будут спрашивать.
Uh-huh.,Угу.
"But, uh, the credit card company, you know, accepts the charges.","Но, э-э, компания, выпускающая кредитные карты, вы знаете, принимает платежи."
I mean,Я имею в виду
a,a
the credit cards company's responsibility.,"ответственность компании, выпускающей кредитные карты."
Uh-huh.,Угу.
"Well, is there any, like pet peeves that you have that don't necessarily invade your privacy?","Ну, есть ли у вас какие-нибудь, например, домашние раздражители, которые не обязательно вторгаются в вашу частную жизнь?"
"So in this ,","Итак, в этом ,"
"Um, well, this would, this is limited to the privacy issue, the invasion of privacy.","Эм, ну, это было бы, это ограничивается проблемой конфиденциальности, вторжением в частную жизнь."
"Oh, okay.","О, ладно."
"Yeah,","Да,"
"and I guess, uh, that was my, that's probably my biggest one in terms of invasion of privacy. For people outside the family, of course,","и я думаю, э-э, это было мое, наверное, самое большое нарушение с точки зрения вторжения в частную жизнь. Для людей вне семьи, конечно,"
"I've got little pet peeves, you know, with my family.","У меня, знаете ли, есть маленькие домашние неприятности с моей семьей."
"You know. But of course,","Ты знаешь. Но, конечно,"
"I guess that just comes with the, uh, with the territory with a family that","Я думаю, это просто связано с, э-э, с территорией, с семьей, которая"
does a mother can do some privacy.,может ли мать немного уединиться?
"I really, can't think of any that would invade my privacy you know.","Я действительно не могу придумать ничего такого, что вторглось бы в мою личную жизнь, ты же знаешь."
"But, uh,","Но, э-э,"
Uh-huh.,Угу.
"Nothing that you felt that, you know,","Ничего такого, что ты почувствовал бы, ты знаешь,"
any experiences you've had at work?,какой-нибудь опыт у вас был на работе?
No.,Нет.
"I, you know,","Я, ты знаешь,"
"I, I really can't say anything that would really bother me.","Я, я действительно не могу сказать ничего, что действительно беспокоило бы меня."
"So many things I think over the years have been, um, accepted, I mean when you, uh, that are no longer done.","Так много вещей, я думаю, за эти годы были, эм, приняты, я имею в виду, когда ты, эм, этого больше не делаешь."
Uh-huh.,Угу.
"I mean I can remember when I was very young, much younger and I applied for a job","Я имею в виду, что я помню, когда я был очень молод, намного моложе, и я подал заявление на работу"
"they said, well, aren't you planning to have children.","они сказали: ""ну, разве ты не планируешь иметь детей?"""
"Well, I mean, that's none of their business.","Ну, я имею в виду, это не их дело."
Yeah.,Да.
"And but of course, now by law they can't ask that.","И, конечно, теперь по закону они не могут спрашивать об этом."
Yeah.,Да.
"So I mean there has been I think a lot to, done to protect privacy.","Итак, я имею в виду, что, я думаю, многое было сделано для защиты частной жизни."
"Yeah,","Да,"
"especially between women and,","особенно между женщинами и,"
"How do you feel,","Как ваше самочувствие?,"
Uh-huh.,Угу.
Yeah.,Да.
"they've gotten a lot with, uh,","они многого добились с помощью, э-э,"
applications and stuff and aren't allowed to ask.,"приложения и прочее, и им не разрешается спрашивать."
That's right.,Верно.
"No,","Нет,"
"because,","потому что,"
I think it's for the better of like,"Я думаю, что это к лучшему, как"
you mean like for working and stuff?,"ты имеешь в виду, например, для работы и все такое?"
"Yeah,","Да,"
uh-huh.,угу.
"No,","Нет,"
"I don't because I think whenever, and something like that","Я этого не делаю, потому что думаю всякий раз, когда и что-то в этом роде"
they're looking out for everyone.,они заботятся обо всех.
"They're not,","Они не,"
Yeah.,Да.
"you know, I think it's more safety than anything else.","вы знаете, я думаю, что это больше безопасности, чем что-либо еще."
I feel that way too.,Я тоже так чувствую.
"I sometimes feel you know, sometimes individual rights including the right to privacy have to be sacrificed for a greater benefit.","Знаете, иногда мне кажется, что иногда индивидуальными правами, включая право на неприкосновенность частной жизни, приходится жертвовать ради большей выгоды."
Yeah.,Да.
"Because I know,","Потому что я знаю,"
"You know, for example airline pilots.","Вы знаете, например, пилотов авиакомпаний."
I mean I do want my pilot to be sober,"Я имею в виду, я действительно хочу, чтобы мой пилот был трезв"
Yeah.,Да.
"Because I know,","Потому что я знаю,"
I worked at a still mill in this summer.,Этим летом я работал на перегонной фабрике.
"And I know, that, um, I've covered for people that came in drunk, you know, on the late shift or something,","И я знаю, что, эм, я прикрывал людей, которые приходили пьяными, знаете, в позднюю смену или что-то в этом роде,"
Uh-huh.,Угу.
"Yeah,","Да,"
yeah.,да.
"and it, and it's dangerous.","и это, и это опасно."
I don't even like having them around.,"Мне даже не нравится, когда они рядом."
"I kind of do their work for them because they make it more hazardous than what it is without them, you know.","Я вроде как выполняю их работу за них, потому что они делают ее более опасной, чем та, которой она является без них, вы знаете."
That's right.,Верно.
"Yeah,","Да,"
I know,Я знаю
"yeah,","да,"
"I feel, you know, I think some of the people that oppose, you know, mandatory drug testing for certain areas say, well, it's not,","Я чувствую, вы знаете, я думаю, что некоторые люди, которые выступают, знаете ли, против обязательного тестирования на наркотики в определенных областях, говорят, ну, это не,"
"So, uh, let's see what was the topic,","Итак, э-э, давайте посмотрим, что было темой,"
I forgot,Я забыл
"we are supposed to talk,","мы должны поговорить,"
"Advice for people taking for parents, uh, help their kids through college.","Совет для людей, которые берут на себя роль родителей, э-э, помогают своим детям учиться в колледже."
"Yeah,","Да,"
do you have any children?,у вас есть какие-нибудь дети?
"No,","Нет,"
I just graduated from college.,Я только что окончил колледж.
"Oh, did you?","О, неужели ты?"
Yes.,Да.
Where did you go?,Куда ты ходил?
I went to Clarion.,"Я ходил в ""Кларион""."
Clarion.,Кларион.
Uh-huh.,Угу.
"Huh, uh, would you, I mean, if you had children, would you want them to go to a certain place","Ха, э-э, ты бы, я имею в виду, если бы у тебя были дети, ты бы хотел, чтобы они ходили в определенное место"
"or,","или,"
"Um, I would want them to make that decision","Эм, я бы хотел, чтобы они приняли это решение"
"and I would, you know,","и я бы сделал это, ты знаешь,"
Yeah.,Да.
"uh, I pretty much made my decision on my own and my older brother, likewise.","э-э, я в значительной степени принял свое решение самостоятельно, и мой старший брат тоже."
Uh-huh.,Угу.
"And, uh, you know, we, we were both pretty much happy with what we did.","И, э-э, вы знаете, мы, мы оба были в значительной степени довольны тем, что мы сделали."
Yeah.,Да.
"So, I think, I would not push them towards any one place.","Поэтому, я думаю, я бы не стал подталкивать их к какому-то одному месту."
Uh-huh.,Угу.
"Yeah,","Да,"
"I know,","Я знаю,"
I kind of feel the same way,Я вроде как чувствую то же самое
"I, I just finished college a couple years ago","Я, я только что закончила колледж пару лет назад"
"and I, uh, you know,","и я, э-э, ты знаешь,"
"it was while I had my family and everything and it was a lot harder,","это было, когда у меня была моя семья и все такое, и это было намного сложнее,"
"but, uh, you know, I went to a college that was fairly local","но, э-э, вы знаете, я учился в колледже, который был довольно местным"
"and I feel like my education, you know,","и я чувствую, что мое образование, вы знаете,"
"you get out of it what you put into it, I think.","я думаю, ты получаешь от этого то, что вкладываешь в это."
Uh-huh.,Угу.
"But, you know, I know,","Но, ты знаешь, я знаю,"
"it's,","это,"
"some people are real adamant about, you know, going to a certain school or whatever.","некоторые люди действительно непреклонны в том, чтобы, знаете ли, ходить в определенную школу или что-то в этом роде."
Uh-huh.,Угу.
"I do not know,","Я не знаю,"
"I guess it, a lot of it would depend on maybe what your major was or something,","Я думаю, это во многом будет зависеть от того, может быть, какая у вас была специальность или что-то в этом роде,"
I do not know.,Я не знаю.
"But,","Но,"
"Yeah,","Да,"
exactly.,точно.
"But,","Но,"
"I think one of the first things kids ought to look for is, first of all, they have to decide what they want to major in. And then, you know, find a school that's good for that.","Я думаю, что одна из первых вещей, на которые должны обратить внимание дети, - это, прежде всего, они должны решить, в чем они хотят специализироваться. А потом, знаете ли, найдите школу, которая подходит для этого."
Uh-huh.,Угу.
Yeah.,Да.
Is that why you picked the school you did,"Так вот почему ты выбрала школу, в которой училась"
