,speaker,text,code
186919,A,Exactly.,ba
186920,B,"And I, I saw the movie, BORN ON THE FOURTH OF JULY,",sd
186921,B,and I think it did a good job depicting the temperament of the times.,sv
186922,A,Uh-huh.,b
186923,A,Yeah.,b
186924,A,"More than, what was, APOCALYPSE NOW",sv
186925,B,Uh-huh.,b
186926,B,"Well, Dudley, have we pretty well discussed the subject?",qy
186927,A,Yeah.,b
186928,A,I think so.,sv
186929,B,"Well, I think so.",sv
186930,B,I enjoyed talking to you.,fc
186931,A,"Yes,",fc
186932,A,it was nice talking to you.,fc
186933,B,Uh-huh.,fc
186934,A,"Okay,",fc
186935,A,bye-bye.,fc
186936,B,Bye-bye.,fc
186937,A,"So, P C personal computers.","fo_o_fw_""_by_bc"
186938,A,Do you have a personal computer?,qy
186939,B,No,nn
186940,B,"I don't, not at home.",sd
186941,A,Uh-huh.,b
186942,B,I work with them quite a bit though.,sd
186943,A,"Uh-huh,",b
186944,A,"I, I work with them at Kelly Services, doing, uh, data entry.",sd
186945,B,"Oh, okay.",b
186946,A,Uh-huh.,b
186947,A,"What do you, what do you think about them?",qo
186948,B,"Well, I think they're useful,",sv
186949,B,"I think they're in some instances they're, they're over used,",sv
186950,B,"well, that's not the right way to say it.",^h
186951,A,You mean instead of people,bf
186952,A,"or,",%
186953,B,"Well I think that, uh, some, some work places where I've been they, they set up",na
186954,B,"like every body has their own P C which a lot of times everybody doesn't need a P C,",sd
186955,A,Uh-huh.,b
186956,B,"and it really,",%
186957,B,"without them knowing how to use it properly, it slows them down, more than it helps them accomplish something.",sv
186958,A,Right.,b
186959,B,They spend more time messing with the P C than they would actually accomplishing the tasks that they're trying to do if they didn't have a P C at all.,sv
186960,A,Uh-huh.,b
186961,A,"And you really have to be able to type pretty fast before, you know, before it really saves time.",sv
186962,B,"Uh-huh,",b
186963,B,that's true.,ba
186964,A,Uh-huh.,b
186965,B,"And you have to, you know, be familiar with it,",sv
186966,B,"like there're so many different software packages, it, you have to be familiar with the one that you're going to be using most.",sv
186967,A,Uh-huh,b
186968,B,"A lot of times, uh, people know about half of the capabilities of a package that they should know to actually be able to use it properly,",sv
186969,B,"and so they waste more time with their trying to, uh, figure out how to do, you know, other things, than they would if they, if they actually understood what they were trying to do.",sv
186970,B,"You know, like, uh, they want to, to format a report a certain way",sv
186971,A,Uh-huh.,b
186972,B,"and if they really understood the capabilities of the package they could, they could do that in about, you know, half the time that they spend trying to figure out how to do it without spending the time to learn the package properly.",sv
186973,A,"To set up the boundaries correctly, and how many lines you're going to use in an,",^2
186974,B,"Right,",aa
186975,B,exactly.,ba
186976,B,Uh-huh.,b
186977,B,"A lot of times they, they, they do it manually on the computer, which just really is a waste of time,",sv
186978,B,"and then, if they ever have to change anything in that, in that, in the document, they have to go back and redo it all manually, whereas if they had learned the package properly to start with and had set it up correctly, the package would do that for them whenever they wanted to make a change,",sv
186979,A,Uh-huh.,b
186980,A,"Can't you, can't you put, Can't you put it on a disk and then just edit it, if you need to when you go back.",qh
186981,B,"so I, I've seen that as a problem.",sd
186982,B,"Right,",b
186983,B,"but in some, in some cases the with the formatting, what I'm talking about is that they would set up, they set up a certain document,",sd
186984,B,and it may be eight pages long.,sd
186985,A,Right.,b
186986,B,"And they set it up manually, so that they have all their spacings and formattings and tabs set manually.",sd
186987,A,Uh-huh.,b
186988,A,"And and um,",%
186989,B,"And, um, then when they have to make a change, say they want to insert a paragraph. They got to go through the document and reset all the page breaks manually and rewrite the whole thing instead of having the,",sd
186990,A,Rewrite the whole thing.,^2
186991,B,"if, if they had set up the formatting on the system itself, it would do that for them, and save them a lot of time.",sd
186992,B,But a lot of people don't spend the time to learn the package.,sd
186993,A,How does the word wrap work on that?,qo
186994,A,Do you end up with very different length lines?,qy
186995,B,"Oh, no,",nn
186996,B,no,nn
186997,B,you can left and right justify the whole thing.,sd
186998,B,It comes out just perfectly spaced like a block.,sd
186999,A,Um.,%
187000,B,"It'll, it'll automatically,",sd
187001,B,it's like typesetting.,sd
187002,B,It'll automatically do that for you.,sd
187003,A,And it divides the words by itself?,qy^d
187004,B,Usually it doesn't divide words.,ng
187005,A,"Oh, okay.",bk
187006,B,They usually have it space the words in a line rather than divide a word.,sd
187007,A,Uh-huh.,b
187008,B,"So, you see, like in a newspaper, they typeset.",sd
187009,B,They don't usually break words in a newspaper.,sd
187010,A,Right.,b
187011,B,"If the, if one line is going to be a lot shorter than another line, they just add spaces to that line to make it look long as the rest of the lines.",sd
187012,A,Uh-huh.,b
187013,A,"They space it out in, in the line itself.",bf
187014,B,Right.,aa
187015,A,Oh.,b
187016,B,And most computers do that.,sd
187017,A,"They,",%
187018,B,Most most software packages will do that for you.,sd
187019,A,Uh-huh.,b
187020,B,"I've, I've known people that have used a package for, for five years, you know,",sd
187021,B,"and I would say, well, have you, you know, you know more about this package than I do,",sd
187022,B,how do you left justify?,^q
187023,B,"And they would say, I don't know.",sd
187024,A,Uh-huh.,b
187025,B,And it would take me maybe two or three minutes looking in the manual to figure out what command it was that caused this to happen.,sd
187026,B,"And they would say, how did you do that?",sd
187027,B,"And I'm like, well it's really easy.",sd
187028,B,"And they were like, well, I never knew that.",sd
187029,B,"So obviously they'd never considered looking it up, you know.",sd
187030,A,Uh-huh.,b
187031,A,"Do you think it's a lack of training,",qy
187032,A,or it's just that they don't use the materials that are available to them.,qrr
187033,B,"Sometimes it's,",no
187034,B,"sometimes,",no
187035,B,"well, it's a number of different things.",no
187036,B,"Sometimes they don't, uh, they don't think that they can get any information out of the manual.",sv
187037,B,Some manuals aren't really designed very well.,sv
187038,A,Uh-huh.,b
187039,B,"But some of them, are,",sd
187040,B,"and more and more of them are coming out written in a way that it, that just a basic, general user can understand them.",sd
187041,B,"So, I think, um, people think it's going to take them a lot longer to learn it properly than it really would,",sd
187042,B,"and so they're really wasting time rather than saving themselves time, because they think, well, it's quicker just to do it myself when it's really not.",sd
187043,A,Right.,b
187044,A,Uh-huh.,b
187045,A,It's better to learn it directly from the manual.,sv
187046,B,"Well, I think so.",sv
187047,A,Especially when you have to trouble shoot some things.,sv
187048,B,Uh-huh.,b
187049,B,Exactly.,aa
187050,A,"Because a lot of the times the computer the program still has, uh, bugs in it,",sd
187051,A,and you have to work around it.,sd
187052,B,Uh-huh.,b
187053,A,"Have you worked mostly on I B M,",qy^d
187054,B,"With P C they're either I B M or I B M compatible, mostly.",na
187055,A,Uh-huh.,b
187056,A,"Yeah,",b
187057,A,"that's that's all I've seen in offices, is I B M.",sd
187058,B,"That is the, you know, the industry standard.",sd
187059,B,Uh-huh.,b
187060,B,"There's a lot of really good I B M compatibles, too.",sv
187061,B,"They don't have to necessarily be the I B M brand,",sd
187062,B,but they have to adhere to that industry standard.,sd
187063,A,Right.,b
187064,A,Well do you think it's been five minutes yet,qy
187065,A,"or,",%
187066,B,"Oh, probably.",na
187067,A,"Oh, okay.",bk
187068,A,Well it was nice talking to you.,fc
187069,B,Okay.,fc
187070,A,Thank you.,fc
187071,B,Bye-bye.,fc
187072,A,Bye-bye.,fc
187073,A,Okay.,"fo_o_fw_""_by_bc"
187074,B,Are you a T I,qy
187075,A,No.,nn
187076,B,No.,b^m
187077,B,Is somebody in your family a T I,qy
187078,A,"No,",nn
187079,A,and that's how he got it.,sd
187080,B,"Oh, okay,",bk
187081,B,so who do you work for?,qw
187082,A,I just graduated from college.,sd
187083,B,So you don't have any benefits at all to talk about.,sv
187084,A,No.,aa
187085,B,You're just going to have to imagine what you would like as benefits,ad
187086,A,"Or, what I'm looking for.",^2
187087,B,"Oh, okay,",bk
187088,B,okay,b
187089,B,"Well in, in interviewing have you ever discussed benefits with some of the potential employers?",qy
187090,A,"No,",nn
187091,A,huh-uh.,nn
187092,B,Didn't get that far.,qy^d
187093,A,No.,nn
187094,B,"you normally just try to sell them on your, uh, aptitude and not, you know, well how much vacation do I get",sv
187095,B,Oh well.,"fo_o_fw_""_by_bc"
187096,A,Um.,%
187097,B,Well I'll tell you a little bit about what T I has as benefits.,sd
187098,B,"We do have, uh,",sd
187099,B,"like most companies, we have medical insurance.",sd
187100,B,"Although they're tending to try to really cut costs more and more. Um, what they started with a few years ago is that they only would allow you to go to, um, set hospitals in the area.",sd
187101,B,They call it network hospitals.,sd
187102,B,They're,sd
187103,A,"Oh, yeah,",b
187104,A,I've heard of that.,sd
187105,B,"Yeah,",b
187106,B,"they're hospitals that they're, uh, agreeing with, uh, T I that they'll be a certain rate, you know, for rooms and care and all that kind of stuff to keep you know, costs down.",sd
187107,A,Uh-huh.,b
187108,B,Now they're going to start to do the same kind of thing with doctors.,sd
187109,B,"So it's almost like a, um, uh, an H M O you know, kind of thing that, uh, only certain doctors are you going to be allowed to go to and get the full coverage.",sd
187110,A,Yeah.,b
187111,B,If you go to a doctor who isn't in the network then it will be less benefits that you get.,sd
187112,A,Uh-huh.,b
187113,B,"We have some dental coverage now, um,",sd
187114,B,but you have to pay a little more to really get something worthwhile.,sd
187115,B,"Like, I've had a couple of crowns recently",sd
187116,B,"and if you didn't have the extra dental plus, um, you only get like a third of your cost, which can be kind of expensive with a crown.",sd
187117,A,Yeah,b
187118,A,it can .,ba
187119,B,"So, I, I pay,",%
187120,B,"yeah,",%
187121,B,"I pay for the extra dental plus, so much more per month because it always seems like if you're going to have a crown or something major done it pays a little more.",sd
187122,A,Uh-huh.,b
187123,B,"Um, we do have pension, although I've realized recently that the pension doesn't seem to be too good",sd
187124,B,and I know when you first start out working you're not thinking about that,sd
187125,A,"Oh, I like to think about that.",ad
187126,B,"After you've been working for a while and you look at your pension account and you go, is that all that's in there.",sv
187127,B,I don't think's it's going to pay too long when I get out.,sd
187128,B,"Um, we do have a new thing that they've started a few years ago, um,",sd
187129,B,"it's not an I R A,",sd
187130,B,it's called a four oh one K plan.,sd
187131,B,It's kind of like pension.,sd
187132,B,You put in so much money,sd
187133,B,"and then, T I, um, meets you half way up to a certain maximum.",sd
187134,B,"So like I put in a dollar, they put in fifty cents.",sd
187135,A,Uh-huh.,b
187136,B,"So, that grows pretty good",sd
187137,B,and I think that will be more of something I can see of a pension than the regular pension plan.,sd
187138,A,Uh-huh.,b
187139,B,"Of course you can buy stock in the company,",sd
187140,B,"but, you know, that's not always a real, for sure kind of thing.",sv
187141,A,Not always safe,^2
187142,B,"Yeah,",aa
187143,B,"especially with this one, you know, it kind of goes up and down.",sv
187144,B,"I don't know if it's any different than other companies,",sd
187145,B,but you hate to have it fluctuate,sv
187146,B,"and like, you know, last year it was forty dollars a share",sd
187147,B,"and now this year it's thirty six dollars a share,",sd
187148,B,"and you go, gee, I'm losing money",sd
187149,B,Doesn't quite feel as good.,sv
187150,A,Yeah.,b
187151,B,"And we you know, vacation normally after you're here for six months",sd
187152,B,and you start to get like five days every six months is kind of how they accrue it to you.,sd
187153,B,"And it's, one nice thing about T I is after you've been here, uh, for five years,  you get three weeks.",sd
187154,A,Uh-huh.,b
187155,A,"Oh, that's nice.",ba
187156,B,"Which, a lot of places make you work like ten years or so,  before you get that much.",sv
187157,A,Yeah.,b
187158,A,Uh-huh.,b
187159,B,"And we get some, we get, uh, decent holidays.",sd
187160,B,"Um, at Thanksgiving we always get the two days off which is nice, to make a nice long weekend.",sd
187161,B,And at Christmas we always get two days at Christmas.,sd
187162,B,They float it around depending on which day of the week Christmas falls on.,sd
187163,A,Uh-huh.,b
187164,B,"So that's nice, so you always get two days at Christmas.",sd
187165,B,"A lot of people just take, you know, that week,",sd
187166,B,"I normally take that week somehow, you know.",sd
187167,A,Yeah.,b
187168,B,You only have to take three days of vacation,sd
187169,B,and you get the whole week at Christmas time.,sd
187170,A,"Yeah,",b
187171,A,"well, um, I can just tell you like, you know,",sd
187172,A,Well there's twelve kids in my family.,sd
187173,B,"Whoa, okay!",ba
187174,A,"So the, the dental was very important, you know, to my dad.",sd
187175,B,Uh-huh.,b
187176,A,"But, um, I think they took the dental away now.",sd
187177,A,"He worked for United Telephone System,",sd
187178,A,"it's, you know,  it's just another, you know telephone network.",sd
187179,B,Um.,b
187180,B,Uh-huh.,b
187181,A,"And they took the dental away,",sd
187182,A,but now I think they're going to start getting into eye.,sd
187183,B,"Oh, yeah.",b
187184,A,Yeah.,b
187185,B,"Yeah,",b
187186,B,"I think, uh, um,",%
187187,B,I don't use the services,sd
187188,B,"but yeah, I think sometime last year, or just recently they started to give some kind of eye coverage.",sd
187189,B,"You get discounts on, uh, glasses",sd
187190,B,"and I'm not quite sure, there's certain places you can go to that have, uh, discounts for people that work here.",sd
187191,A,Uh-huh.,b
187192,B,So you can get glasses and contacts and stuff through those particular stores or something like that.,sd
187193,A,"Yeah,",b
187194,A,"and now for his pension he pretty much just has the stock.  he's on that same kind of pension as what you said only,  for everything he puts in they'll match it, up to a certain amount.",sd
187195,B,Yeah,b
187196,A,"Like if he puts in a dollar they'll put in a dollar, you know.",sd
187197,B,Yeah.,b
187198,A,"And then he's only allowed, I think, I don't know if it's maybe five percent, or something like that that he's allowed to put in",sd
187199,A,and they'll match it.,sd
187200,B,Uh-huh.,b
187201,A,"So and, um, he works for the,",sd
187202,A,did you ever hear of the National Bureau of Standards?,qy
187203,B,Yeah.,ny
187204,A,"Okay,",bk
187205,A,well he works for them.,sd
187206,A,They changed their name now,sd
187207,A,"but that's, that's where he works",sd
187208,A,"and, um, he, his vacation is really nice.",sd
187209,A,He's going to be there three years at the end of this month,sd
187210,A,and he'll be getting three weeks vacation.,sd
187211,B,"Gee,",b
187212,B,that's pretty decent.,ba
187213,A,"Yeah,",b
187214,A,yeah.,b
187215,A,"you know, of course, it's a it's for the government",sd
187216,A,"and he has all, all the holidays off.",sd
187217,B,"Right,",b
187218,B,and you get some extra ones.,sd
187219,B,"Federal workers always seem to get,",sd
187220,B,"you know, you get Columbus Day, and Veterans Day,  and those ones that you couldn't really care about so much but you get the day off anyhow.",sd
187221,A,"Right,",b
187222,A,right,b
187223,A,"Yeah,",b
187224,A,"uh-huh,",b
187225,A,he has it really nice.,sd
187226,A,"It's nice where he works,",sd
187227,A,"and, um, he seems to be very happy, you know.",sd
187228,A,Like his hospitalization,sd
187229,A,"and, you know, he has all that",sd
187230,A,"and with his doctors and stuff, they have, um, a list of doctors that the employees can go to",sd
187231,A,and it only costs a dollar as long as they go to that doctor.,sd
187232,B,"Oh, yeah,",b
187233,B,okay.,b
187234,A,"You know, and I think it works the same way with his prescriptions and stuff if he needs any.",sd
187235,A,"But you have to go, you know, to certain ones",sd
187236,A,but still that works out really nice.,sd
187237,A,"You know, it,",%
187238,B,"Yeah,",b
187239,B,"we're doing an H M O right now, um,",sd
187240,B,"and when we go to get prescriptions it's five dollars,",sd
187241,B,"but,  you know, sometime, sometimes when you go, you know, the prescription,",sd
187242,A,That's not bad either.,ba
187243,B,"like my husband always takes which is kind of like, you know, Contact stuff, only better.",sd
187244,B,"Um, you",%
187245,B,that's like a buck a capsule.,sd
187246,A,Uh-huh.,b
187247,B,So if you've got thirty in there it normally comes out to about thirty-four dollars so when you pay five it's a pretty good savings.,sd
187248,B,"Then there's other times that, you know, maybe the prescription wouldn't cost more than like seven or eight dollars",sd
187249,B,and you pay five anyhow.,sd
187250,B,"So it isn't a,",%
187251,A,Hi,fp
187252,A,you want to start first,ad
187253,B,Of course.,aa
187254,B,"We are talking about the elderly and, uh, whether or not we we like nursing homes",sd
187255,A,Right.,b
187256,B,"and, as a matter of fact, I can tell you something about that.",sd
187257,A,Uh-huh.,b
187258,A,"You apparently have somebody there, in one.",qy^d
187259,B,"No,",nn
187260,B,"actually, my grandmother owned and operated a nursing home for years",sd
187261,B,"and her mother,",sd
187262,A,"Oh, you are kidding?",qy
187263,B,"No,",nn
187264,B,she did.,sd
187265,A,Oh.,b
187266,B,"And then my mother also owned and operated a nursing home, for years. And then, uh, went on back to school and became the director of nurses at a nursing home",sd
187267,A,Uh-huh.,b
187268,A,I will be darned.,ba
187269,A,Uh-huh.,b
187270,B,"And, uh, my mother and my older sister both are geriatric nurses.",sd
187271,A,"Oh, for heaven's sake.",ba
187272,B,"So, I do know something about that.",sd
187273,A,"You are very, very much aware of what goes on.",sv
187274,B,Absolutely.,aa
187275,A,That is great.,ba
187276,B,"Actually, the motivation for Grandmother entering the business, was that her mother was very old, and couldn't seem to find companions.",sd
187277,A,Uh-huh.,b
187278,A,Uh-huh.,b
187279,A,"Uh-huh,",b
187280,A,uh-huh.,b
187281,B,She was lonely.,sd
187282,A,Right.,b
187283,B,"And she needed company, for her mother",sd
187284,A,Right.,b
187285,B,and so she opened a nursing home and initially started with eight ladies.,sd
187286,A,I will be darned.,ba
187287,B,"And then, uh, it, it grew into a, very prosperous business from that point.",sd
187288,A,"Uh-huh,",b
187289,A,"uh-huh,",b
187290,A,uh-huh.,b
187291,B,"Uh, then they,",%
187292,A,"Now, see that is a nice attitude to go into.",sv
187293,B,Uh-huh.,b
187294,A,"Uh, it seems like they must be waiting until it is a necessity",sv
187295,B,Uh-huh.,b
187296,A,"and there is no chance of, uh, good companionship or doing anything.",sv
187297,B,"Well, that is not really true, either, uh,",ad
187298,B,"I think that is a stigma and an I, and an impression that has come from some few bad experiences.",sv
187299,A,Uh-huh.,b
187300,B,"You see, those who had bad experiences talk about them.",sd
187301,A,"Uh, right,",b
187302,A,right.,b
187303,B,"And those who do not may write, a letter to the nursing home and say you did good,",sd
187304,A,Uh-huh.,b
187305,A,Uh-huh.,b
187306,B,but they do not talk a whole lot about that.,sd
187307,A,That is true.,ba
187308,A,"But what I mean is instead of maybe entering a nursing home, when you are still able to have good, relationships with, maybe other friends they wait until they are, you know, unable.",sd
187309,B,Uh-huh.,b
187310,B,Uh-huh.,b
187311,B,Uh-huh.,b
187312,B,Sure.,b
187313,B,"Well now, That is right.",ba
187314,B,"Well, that is because they wait until the children make those choices, they choose to not make those, choices themselves.",sv
187315,A,Right.,b
187316,A,"Right,",b
187317,A,right.,b
187318,B,"However, my daughter-in-law also is a nurse in a nursing home.",sd
187319,A,Uh-huh.,b
187320,B,"And, uh, she works for one here in Dallas, which is more a retirement village than it is a nursing home.",sd
187321,B,"And these, these,",%
187322,A,"Uh, uh-huh.",b
187323,B,"I love watching these elderly people come, they will come and tell her. ""Well I am going for my, tennis lessons.",sd
187324,A,Uh-huh.,b
187325,B,"And, uh, would would you, you know, call down and have the van come around and take, us for our tennis lessons.""",^q
187326,A,"Uh-huh,",b
187327,A,uh-huh.,b
187328,B,And they are very active and very enthusiastic,sd
187329,B,"and they have, some excellent programs right there on site.",sd
187330,A,Uh-huh.,b
187331,A,Yeah.,b
187332,B,"Their dining room looks like, you know, Luby's Cafeteria.",sv
187333,A,Yeah.,b
187334,A,That is great.,ba
187335,B,"Or, or one of the lovely cafeterias.",sd
187336,B,"And they have, you know, pink linen napkins for their dinners. And, a well equipped library.",sd
187337,A,"Uh-huh,",b
187338,A,uh-huh.,b
187339,A,"Yeah,",b
187340,A,that sounds great.,ba
187341,B,"Oh, I am certainly very much for a nursing home",sv
187342,B,"and I think when the, the parent gets old enough, to the extent where they just do not want to be bothered with keeping house, and with taking care of themselves, anymore. That is a wonderful alternative.",sd
187343,A,Yeah.,b
187344,A,Uh-huh.,b
187345,A,Uh-huh.,b
187346,A,Uh-huh.,b
187347,B,It is expensive.,sv
187348,B,It is costly.,sv
187349,A,"See if they could, could get this idea across though, better than what it is, you, know.",sv
187350,B,Uh-huh.,b
187351,B,"Well, now my daddy's mother, uh, lived in a, a retirement village",sd
187352,B,"and she and her sister had side by side duplexes, one bedroom duplex.",sd
187353,A,Uh-huh.,b
187354,B,"She still had her individuality,",sd
187355,A,Uh-huh.,b
187356,B,but they were there close,sd
187357,B,"and they did have, uh, you know, the button that you could push the central office if you got into problems",sd
187358,B,"and, there were lights that you could flip on and so forth.",sd
187359,A,Uh-huh.,b
187360,B,And they have security.,sd
187361,A,Uh-huh.,b
187362,B,"No,",b
187363,B,"I am very much in favor,",sd
187364,B,"I have heard horror stories,",sd
187365,A,"Oh, well you have that with anything.",sd
187366,B,"I know that the elderly can easily be abused,",sd
187367,A,Oh yeah .,b
187368,B,"but I would be willing to bet they are far less abused in a nursing home than are, they are in, homes of their own children.",sd
187369,A,"In the homes, yeah.",^2
187370,A,"Well, we used our nursing home as, uh,",sd
187371,B,Uh-huh.,b
187372,A,"like when my sister was real bad before she died uh, we took her the last month and a half, into a nursing home.",sd
187373,B,Uh-huh.,b
187374,B,Uh-huh.,b
187375,B,Uh-huh.,b
187376,A,And they were super with her.,sd
187377,B,Absolutely.,aa
187378,A,"They were, uh,",sd
187379,B,"Well now, my grandmother,",sd
187380,B,of course all of my folks lived to be very old,sd
187381,A,Uh-huh.,b
187382,B,"and my grandmother developed Hodgkin's Disease, when she was in her late eighties, uh, late seventies, I mean.",sd
187383,A,Uh-huh.,b
187384,A,Uh-huh.,b
187385,A,Uh-huh.,b
187386,B,"She went to the doctor,",sd
187387,B,"she had surgery,",sd
187388,B,she got the treatments,sd
187389,B,"and during, the period of time that she was undergoing those treatments she was in a nursing home.",sd
187390,A,"Uh-huh,",b
187391,A,uh-huh.,b
187392,A,Uh-huh.,b
187393,B,"She got better,",sd
187394,B,"she got well,",sd
187395,B,she got out and went dancing again.,sd
187396,A,"Well, a lot of people do that.",sd
187397,A,"They , left them temporally maybe they had a, broken hip or something or,",sd
187398,B,Uh-huh.,b
187399,B,That is right.,ba
187400,B,"Uh-huh,",b
187401,B,uh-huh.,b
187402,B,"I think it is a wonderful interim place,",sv
187403,A,Uh-huh.,b
187404,B,"it is a place that you do not have to struggle with hospital, problems",sv
187405,A,"Uh-huh,",b
187406,A,uh-huh.,b
187407,B,"and yet it is not, you know,",sv
187408,B,"you have,",%
187409,A,And it can become home to them.,sd
187410,B,"Uh-huh,",b
187411,B,uh-huh.,b
187412,A,"It, It depends upon the individual.",sv
187413,B,It certainly is.,ba
187414,B,"It certainly does,",ba
187415,B,"but, you see, we have had excellent experience with that.",sd
187416,B,"And, uh, I, I did not put my husband in a nursing home when he became ill,",sd
187417,B,"but, I would not object to going to one.",sd
187418,A,"Uh-huh,",b
187419,A,uh-huh.,b
187420,B,"I might, I might like to be, uh, coherent enough to make my own choice.",sd
187421,A,Uh-huh.,b
187422,A,"Uh-huh,",b
187423,A,uh-huh.,b
187424,B,"Uh, I would not particularly think I would want my kids to say, ""well, I think this is what I need for Mom"", and, then dump me there.",sd
187425,A,This is,%
187426,A,"and,",%
187427,B,"But, I would like,",%
187428,A,There has to be consideration taken on everything.,sv
187429,B,That is right.,ba
187430,B,"Uh-huh,",aa
187431,B,uh-huh.,aa
187432,B,"And I think you would shop for a nursing home, just like you would shop for a church, or a doctor or anything else.",sv
187433,A,Yeah.,b
187434,A,"That is right,",ba
187435,A,"you would look into it thoroughly and, do, do the best job you could in choosing one.",sv
187436,B,"Uh-huh,",b
187437,B,sure.,b
187438,B,Uh-huh.,b
187439,B,"When you get to the point where you are in trouble, and you have got to have that help, you are in no position to make those choices.",sv
187440,A,Uh-huh.,b
187441,A,No,b
187442,A,"and you do not have the time to look,",sv
187443,A,"that is what, I am saying,",sd
187444,B,That is right.,ba
187445,B,Uh-huh.,b
187446,A,most people will not even look at that until it becomes a necessity.,sv
187447,B,Absolutely.,ba
187448,B,"I think that one of the best ways to do that is for families to realize they are going to be needing those facilities one day, and to actually get involved and participate on a community level with community service.",sv
187449,A,Uh-huh.,b
187450,B,"Go out to the nursing home, help guide some craft programs, perhaps, work on some music programs, whatever their talents are.  And work with, those senior citizens.",ad
187451,A,"Whatever their talents, yeah.",b^m
187452,A,Uh-huh.,b
187453,A,"Yeah,",aa
187454,A,"I have a cousin who is, uh,",sd
187455,A,"she had a son that was epileptic from birth,",sd
187456,A,"and he did fine, at home,",sd
187457,B,Uh-huh.,b
187458,A,"they lived on a farm,",sd
187459,B,Uh-huh.,b
187460,A,"but she made arrangements, so that when she was gone, she did not want her, her children, her other children burdened with his care.",sd
187461,B,Uh-huh.,b
187462,B,Uh-huh.,b
187463,B,That is right.,ba
187464,A,"So he, they, she has made arrangements that when she, she was gone, that he would go into the nursing home.",sd
187465,B,Uh-huh.,b
187466,A,"And he has, I would say, he adjusted very well",sd
187467,A,"and, uh, he, he, he has been there quite a long time.",sd
187468,B,Uh-huh.,b
187469,A,"And, uh, he don't know me usually",sd
187470,B,Yeah.,b
187471,A,"So, he goes wheeling down, uh, the hall to bingo.",sd
187472,A,"Somebody else, is helping him out, you know,",sd
187473,B,That is right.,ba
187474,B,"Uh. Well, one of the things, I think that is most desirable for the elderly and that is routine.",sv
187475,A,"and, uh, he has adjusted very well.",sd
187476,A,"Uh-huh,",b
187477,A,oh yes.,aa
187478,A,Yes.,aa
187479,B,"Routine and, uh, constancy.",sv
187480,A,Uh-huh.,b
187481,A,"Uh-huh,",b
187482,A,uh-huh,b
187483,B,"Uh, the only real problem with that in a nursing home is that the staff turns over.",sd
187484,B,"I do not think they pay, the nursing home staff sufficiently, to, to get the dedication that they have in some other profession,",sv
187485,A,uh-huh.,b
187486,A,"To keep them there, uh-huh.",^2
187487,A,True.,ba
187488,B,"and that is sad, because, I think the health profession is one of the most critical,",sv
187489,A,Yes.,b
187490,A,"But , for some reason people resist, uh, the fact that they should be paid as well as businesses and that type of thing, you know.",sv
187491,B,"And, uh,",%
187492,B,That is right.,ba
187493,A,It seems to be a resistance.,sv
187494,B,"Care for the elderly and care for the children, I cannot imagine a more costly and a more, a more, uh, better area to invest, your money.",sv
187495,A,Uh-huh.,b
187496,A,Uh-huh.,b
187497,A,"Right,",b
187498,A,right.,b
187499,A,But there seems to be a resistance.,sv
187500,B,You are preserving your heritage and your future there.,sv
187501,A,"Yeah,",b
187502,A,yeah.,b
187503,A,"So, uh,",%
187504,B,"And, as a matter of fact, I do not see why they do not have children's programs in nursing homes.",sv
187505,A,"Well, around here, we have some, you know, the churches, take your, the children",sd
187506,B,Uh-huh.,b
187507,A,"and, I know our kids thoroughly,",sd
187508,B,Uh-huh.,b
187509,A,"the children thoroughly enjoy,",sd
187510,A,"Okay,","fo_o_fw_""_by_bc"
187511,A,my name is Karen.,sd
187512,B,"Okay,",b
187513,B,my name is Terry.,sd
187514,A,"Okay,",b
187515,A,"and this, uh,",%
187516,A,they said about magazines.,sv
187517,A,"We, I've probably personally take I think just two",sd
187518,B,Okay.,b
187519,A,"but that's because my mother-in-law takes every one they print and gives them to me, a month later",sd
187520,A,so. So I get all of them.,sd
187521,A,"Uh, the one that I really especially enjoy,",sd
187522,A,"and you may be familiar with it from Wisconsin, is called COUNTRY.",sv
187523,B,"Oh, yes, uh,",aa
187524,B,"there's COUNTRY LIVING,",sd
187525,B,"there's COUNTRY,",sd
187526,B,"and, uh,",%
187527,A,"Well, this,",%
187528,A,"yeah,",%
187529,A,"this one is the one they have all the pictures of scenery from places we wished we live, like Wisconsin",sd
187530,B,"Oh, yeah.",b
187531,A,Gorgeous leaves and trees and all the lakes and the mountains and things.,sv
187532,B,Sure.,b
187533,A,"And I get that, it has recipes in it,",sd
187534,A,and that's my very favorite.,sd
187535,B,"Oh, that's great.",ba
187536,A,What do you take?,qw
187537,B,"Well, I actually take COUNTRY LIVING,",sd
187538,B,"it's a country magazine on HOUSE BEAUTIFUL, because I like, um that kind of stuff.",sd
187539,A,Uh-huh.,b
187540,A,"Yeah,",b
187541,A,decorating.,^2
187542,B,"Decorating and, uh, getting ideas for a garden.",sd
187543,A,Uh-huh.,b
187544,B,"In fact, uh, right before you called, I was planning my tulips and, uh, putting them on blue print on where I'm going to put them,",sd
187545,A,Are you?,bh
187546,B,"so I'm really into that,",sd
187547,A,Oh.,b
187548,B,"but, uh, so, I really get into magazines that are kind of basically into, um, housing type things, where the, be decorating and gardening and recipes, that kind of stuff.",sd
187549,A,And decorating and how to do things.,^2
187550,A,Uh-huh.,b
